,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1,-1,1,,1,-1,-1
1,MS2365-0,,,,,,,,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,1,1,-1,-1
2,MW2390-0,-1,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1
3,MW2856-0,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,2,1,-1,-1
4,MW5346-0,1,-1,1,2,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,3,2,1,-1,-1
5,MW3116-0,1,1,1,1,2,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,2,1,-1,-1
6,MW3098-0,,,,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,3,2,1,-1,-1
7,MS1953-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,5,3,1,-1,-1
8,MS2365-1,1,1,1,-1,2,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,-1,5,3,1,-1,-1
9,MW2390-1,1,1,1,1,4,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,4,-1,4,4,1,-1,-1
10,MW2856-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,4,2,1,-1,-1
11,MW3053-0,,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,-1,-1,5,4,1,-1,-1
12,MW5346-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,2,3,,,,,,4,-1,-1
13,MW3098-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,-1,-1,5,3,1,-1,-1
14,MW3116-1,1,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,-1,-1,5,4,1,-1,-1
15,MS2365-2,1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,5,5,5,-1,-1
16,MS1953-2,4,1,1,1,1,1,2,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,5,3,1,-1,-1
17,MW2390-2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,4,3,2,-1,-1
18,MW2856-2,1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,4,-1,5,3,1,-1,-1
19,MW5346-2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,2,2,1,1,1,1,1,1,1,1,3,1,1,2,4,-1,-1,5,1,-1,-1
20,MW3098-2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,4,1,-1,-1
21,MW3116-2,1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,-1,-1,5,5,1,-1,-1
22,MS2259-0,1,1,1,1,,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,,1,1,1,1,1,1,5,4,3,2,-1,-1,5,3,5,-1,-1
23,MS1953-3,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,3,1,1,1,1,1,1,1,1,4,1,1,1,4,-1,-1,5,1,2,-1,-1
24,MW2390-3,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,-1,-1,5,4,1,-1,-1
25,MW2856-3,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,3,2,1,1,1,1,1,1,3,5,2,1,1,1,-1,-1,5,4,-1,-1,
26,MX1084-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,3,1,1,1,1,1,1,1,4,5,1,1,1,1,-1,-1,5,4,-1,-1,-1
27,MS2365-3,1,1,1,1,2,1,1,1,1,-1,1,1,-1,-1,-1,3,1,1,1,1,1,1,1,4,5,2,1,2,1,-1,-1,5,4,1,-1,-1
28,MW5346-3,1,1,2,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,5,2,1,2,3,-1,-1,3,5,,,
29,MW3098-3,1,2,1,1,1,1,1,1,3,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,4,2,3,1,1,4,-1,-1,5,,,,
30,MW5112-0,1,1,1,1,3,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,5,5,2,1,1,,,,,,,,
31,MS1953-4,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,1,1,5,,,,,,,,,,,,
32,MS2259-1,1,1,1,,1,1,,1,1,-1,1,1,,-1,-1,,,,,,,,,,,,,,,,,,,,,
33,MW2390-4,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
