,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2856-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070213,070257,070330,070436,070530,070658,070803,071056,071151,071256,071340,071456,071550
1,MW3053-0,,,,,,,,,,,,,070105,070117,070436,070603,070647,070741,070858,071024,071056,071246,071507,071731,071815,071859,072015,072143,072226,072449,072543,072616,072710,072721,072753,072909,073151,073402,073614,073646,073741,073846
2,MW5346-0,,070105,070224,070425,070647,071024,071129,071246,071340,071434,071658,071753,071921,072237,072637,072742,072826,072931,073036,073151,073246,073445,073708,073919,074035,074141,074246,074414,074519,074645,074729,074802,074940,075001,075034,075203,075457,075614,075823,075907,080003,080035
3,MW3116-0,,072354,072637,072847,073140,073528,073708,073846,074014,074119,074330,074414,074602,074907,075247,075424,075457,075625,075719,080013,080107,080246,080508,080720,080817,080900,080954,081121,081231,081441,081536,081620,081758,081830,081903,082019,082345,082534,082744,082838,082932,083005
4,MS1953-0,,074119,074340,074602,074750,075128,075225,075319,075529,075551,075719,075751,075918,080257,080636,080806,080849,081005,081121,081242,081325,081514,081726,081935,082030,082124,082240,082407,082512,082639,082733,082827,082943,083026,083110,083217,083648,083825,084016,084121,084249,084332
5,MW3053-1,,090338,090600,090916,091307,091602,091824,092002,092202,092256,092458,092552,092719,093049,093413,093518,093603,093731,093814,094013,094057,094317,094541,094824,094919,095002,095046,095215,095259,095425,095530,095614,095814,095846,095919,100024,075446,100551,100824,100908,101024,101046
6,MS2365-0,,080224,080341,080508,080720,081110,081325,081452,081809,081841,082102,082208,082356,082711,083110,083217,083301,083417,083543,083648,083731,083930,084155,084427,084510,084607,084734,084901,084944,085205,085237,085342,085425,085509,085613,085801,090138,090338,090611,090705,090800,090844
7,MW2390-0,,082051,082251,082512,082805,083059,083228,083417,083637,083742,083930,084016,084110,084459,084850,085027,085100,085216,085310,085519,085552,085751,090011,090222,090306,090349,090454,090611,090705,090854,090949,091054,091148,091224,091256,091402,091646,091835,092024,092140,092246,092340
8,MW2856-1,084059,084449,084734,085027,085404,085751,090055,090222,090538,090643,090822,090927,091021,091351,091729,091835,091929,092035,092118,092307,092351,092625,092816,093027,093122,093200,093307,093434,093528,093647,093742,093814,093940,094013,094035,094140,094447,094603,094835,094908,095024,095107
9,MW5346-1,,092447,092753,093049,093445,093814,094035,094234,094447,094552,094803,094857,095035,095414,095752,095930,100024,100150,100256,100457,100602,100824,101046,101247,101330,101413,101457,101635,101718,101834,101928,102013,102045,102118,102202,102306,102559,102747,103040,103113,103207,103251
