,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,070105,070149,070601,070846,071002,071118,071308,071340,071446,071614,071731,,072015,072143,072248
1,MS2365-0,,,,,,,,070105,070117,070235,070319,070351,070813,071013,071213,071330,071446,071551,071720,071815,071942,072015,072121,072626,072857,073013,073139,073246,073351,073445,073603,073646,073813,073951,074057,074213
2,MW2390-0,070918,071045,071139,071246,071435,071540,071837,071942,072015,072059,072143,072226,072709,072919,073056,073203,073308,073413,073550,073635,073741,073824,073929,074413,074646,074846,075034,075139,075319,075447,075552,075658,075814,080024,080151,080308
3,MW2856-0,072731,072825,072908,073013,073318,073413,073741,073907,074035,074119,074202,074257,074718,074918,075107,075214,075308,075414,075530,075625,075730,075814,075940,080414,080658,080828,081049,081209,081325,081441,081535,081651,081756,081901,082016,082206
4,MW5346-0,080901,081039,081122,081231,081441,081640,081922,082101,082217,082323,082407,082450,083037,083312,083522,083710,083815,083859,084016,084121,084238,084333,084449,085017,085312,085605,085804,085953,090109,090214,090341,090457,090635,090814,090951,091129
5,MW3116-0,083037,084155,084249,084416,084535,084651,084955,085101,085228,085500,085605,085649,090308,090541,090719,090857,090951,091045,091217,091322,091459,091532,091710,092155,092449,092721,092827,093016,093223,093351,093456,093615,093849,094029,094218,094450
6,MW3098-0,,,,083206,083450,083544,083942,084059,084217,084500,084556,084640,085101,085322,085533,085710,085815,085909,090047,090141,090257,090341,090508,091013,091300,091543,091659,091804,091919,092131,092249,092416,092543,092933,093111,093424
7,MS1953-1,084405,090047,090141,090257,090436,090614,090908,091035,091217,091311,091416,091459,092037,092321,092511,092648,092816,092859,093049,093200,093318,093402,093540,094029,094312,094511,094627,094754,094910,095047,095152,095302,095605,095754,095923,100102
8,MS2365-1,092332,092416,092532,092616,092805,092849,093212,093340,093435,093648,093754,093827,094617,094910,095120,095312,095417,095544,095721,095826,095934,100051,100208,100757,101051,101302,101407,101556,101755,101954,102155,102322,102511,102733,102911,103217
9,MW2390-1,094134,094334,094428,094555,094816,094953,095218,095334,095500,095732,095901,095934,100347,100608,100819,100935,101040,101145,101313,101407,101545,101639,101744,102250,102523,102817,102955,103123,103250,103626,103720,103919,104058,104258,104436,104718
10,MW2856-1,100051,100134,100219,100325,100503,100619,100903,100957,101145,101240,101346,101451,101849,102121,102333,102449,102555,102701,102806,102901,102955,103050,103217,103731,104141,104353,104508,104624,104815,104942,105108,105310,105531,105752,110015,110227
11,MW3053-0,,102806,102901,103006,103228,103322,103615,103720,103804,104025,104130,104204,104718,105752,110015,110131,110249,110405,110555,110649,110807,110851,111028,111533,111817,112039,112238,112427,112617,112755,113029,113315,113632,113853,114103,114440
12,MW5346-1,104025,104404,104447,104551,104802,104942,105226,105353,105509,105719,105836,105919,110744,111249,111500,111712,111850,112006,112155,112300,112427,112523,112650,113145,113453,113704,113831,114009,,,,,,115756,115945,120156
13,MW3098-1,110416,110532,110649,110807,110956,111134,111533,111639,111723,111934,112144,112216,113018,113431,113642,113809,113947,114103,114241,114346,114535,114607,114735,115230,115533,115745,115850,120006,120218,120406,121048,121538,121906,122557,122947,123208
14,MW3116-1,112416,113715,113759,113915,114103,114325,114746,114913,115051,115313,115512,115555,120250,120606,120838,121037,121335,121431,121600,121655,121801,121917,122032,122608,122914,123157,123335,123440,123535,123736,124525,125135,125559,125959,130231,130441
