,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA6942-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070126,,,070721,070754
1,AA6738-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,,,,070435,070850,071007,,071614,071838,071944,072246,072414,072537
2,AA7450-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070126,070350,070447,070553,070710,,,070945,071341,071508,,072145,072224,072414,072802,072919,073047
3,MX4551-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070159,070306,070435,070648,070839,071123,071243,071508,071614,071708,071754,071933,072017,072112,072537,072704,073014,073312,073451,073652,073914,074042,074137
4,AA7539-0,,,,,,,,,,,,,,,,,,,,,,,070102,070126,070233,070339,070413,070530,070659,070828,071040,071232,071519,071625,071849,071955,072050,072112,072224,,072414,072813,072919,073228,073502,073652,073852,074031,074126,074234
5,AA7731-0,,,,,,,,,,,070102,070126,070222,070402,,070530,,070817,070850,070945,071051,071436,071741,,071911,072039,072145,072246,072352,,073014,,073345,073441,073713,073841,073936,074042,074256,,074425,,075054,,075701,075851,075934,080347,080544,080812
6,AA7600-0,081731,104900,105335,082702,105514,105844,083053,110141,070102,110555,110807,111331,111437,111615,111754,111859,112005,112216,112251,112441,112536,112904,113104,113254,113410,113505,113538,,,114130,,114417,,114935,,,,115454,,152431,115928,120334,120441,120728,142116,121300,121827,122423,143219,164159
7,AA7838-0,,,,,,,,,070102,070159,070615,071123,071243,071330,071436,071519,071647,071741,071838,072006,072123,072414,072632,072908,073003,073119,073216,073334,073441,073608,073735,073841,074115,074223,074329,074425,074531,074626,074755,074842,074903,075340,075522,075712,080008,080208,080325,080640,080749,080958
8,MX3783-0,,,,070102,070126,070402,070458,070530,070721,070839,071232,071754,071911,072006,072123,072224,072403,072502,072548,072632,072750,073130,073312,073441,073546,073724,073808,073947,074104,074223,074351,074458,074755,074852,075054,075224,075319,075413,075522,075639,075712,080124,080241,080533,080800,080936,081255,081551,081731,081944
9,AA7155-0,070102,072101,072246,072341,072425,072632,072739,072846,073014,073108,073502,074020,074126,074158,074307,074403,074531,074615,074659,074817,074925,075257,075413,075606,075734,075851,075956,080135,080241,080702,080925,081053,081339,081434,081709,081816,081922,082017,082151,082301,082334,082747,082925,083230,083453,083632,083856,084407,084525,084705
