,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7195-0,072741,073002,073238,,073835,,074228,074343,075321,075415,075609,075738,075854,080010,080105,080159,080351,080457,080546,070102,081020,081210
1,AA7706-0,,,,,,,,,,,,,070102,070157,070306,070402,070508,070603,070708,070824,071025,071215
2,AA7492-0,,,,,,,,070102,070339,070435,070625,070741,,071014,071047,071152,071252,071359,071526,071739,072000,072127
3,MR7964-0,,,,,,,070102,070125,071130,071228,071431,071558,071652,071855,071938,072011,072105,072215,072323,072507,072730,072857
4,AA6952-0,,,,,070102,,070157,070244,071337,071431,071630,071800,071906,072044,072149,072240,072356,072507,072614,072657,073002,073023
5,AA7488-0,,,070102,070424,070657,070813,071014,071130,072116,072215,,072531,072636,072752,072846,072940,073045,073202,073259,073404,073614,073718
6,AA7149-0,070519,071003,071315,071630,071938,072149,072356,072507,073509,073614,073824,073951,074059,074300,074405,074459,074636,074743,074900,075143,075405,075501
7,AA7121-0,,071938,072202,072541,072825,073056,073248,073415,074343,074437,074636,074753,074911,075059,075205,075310,075513,075558,075727,075800,080043,080256
8,AA7248-0,073929,073940,074311,074553,074838,,075143,075300,080351,080457,080652,080827,080926,081104,081158,081253,081421,081526,081624,081752,082040,082221
9,AA7101-0,,,,,,,,,073940,074014,074204,074311,074415,074636,074721,074828,075005,075121,075216,075354,075631,075749
10,MW3346-0,,,,,,,,,074805,074900,075048,075216,075321,075426,075526,075609,075703,075800,075854,075938,080223,080318
11,AA7536-0,,074838,075153,075448,075822,080010,080212,080318,081327,081421,,081814,081921,082040,082148,082232,082337,082421,082505,082559,082822,083011
12,AA7522-0,075558,075843,080021,080340,080641,080757,081009,081115,082127,082232,,082559,082705,082811,082917,083022,083138,083241,083336,083546,083812,083906
13,AA7706-1,075727,081932,082148,082505,082642,082833,083117,083408,084323,084419,,,084808,085051,085134,085221,085420,085514,085608,085745,085944,090132
14,AA7322-0,080619,080904,081147,081453,081645,081848,082040,082159,083138,083230,,083536,083620,083738,083822,083928,084024,084130,084239,084356,084608,084808
15,AA7492-1,,082949,083230,083546,083844,,084228,084334,085315,085409,085557,085713,085807,085944,090049,090154,090300,090417,090500,090554,090816,090921
