,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
47,AA7248-2,-1,-1,1,-1,-1,1,4,1,1,-1,,-1,-1,1,1,1,1,1,2,1,1,-1
48,AA6952-4,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
49,AA7101-2,,-1,1,-1,-1,2,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
50,AA7560-0,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
51,AA7149-4,-1,-1,1,-1,-1,1,,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
52,MW5537-0,-1,-1,1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
53,AA7488-4,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
54,AA7121-4,,,,,-1,2,4,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
55,AA7195-4,,-1,1,-1,-1,,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
56,AA7536-4,,-1,1,-1,-1,1,3,1,1,-1,,-1,,,1,1,1,1,1,1,1,-1
57,AA7322-3,-1,,,,,,,,,,,,,,,,,,,,,-1
58,AA7522-4,,-1,1,-1,-1,1,3,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
59,AA7706-5,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
60,AA7248-3,-1,-1,1,-1,-1,4,3,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,-1
61,AA6952-5,-1,-1,1,,,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
62,AA7101-3,,-1,1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
63,AA7560-1,-1,-1,1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
64,AA7149-5,-1,,1,-1,-1,-1,4,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
65,AA7488-5,-1,-1,1,-1,-1,4,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
66,AA7121-5,,-1,1,-1,-1,2,4,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
67,AA7195-5,-1,,1,-1,-1,,4,1,1,-1,-1,-1,-1,1,1,1,1,,-1,1,1,-1
68,AA7536-5,,-1,1,-1,-1,,,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
69,AA7322-4,,-1,1,,-1,2,3,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
70,AA7522-5,-1,-1,1,-1,-1,1,4,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
71,AA7706-6,-1,-1,1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
72,AA7492-5,-1,-1,1,-1,-1,,3,1,1,-1,,-1,-1,1,1,1,1,1,2,1,1,-1
73,AA6952-6,,-1,1,-1,-1,3,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
74,AA7560-2,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
75,AA7149-6,,-1,1,-1,-1,2,4,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
76,AA7121-6,,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
77,AA7195-6,,-1,1,-1,-1,,,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
78,AA7706-7,,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
79,AA7492-6,,,1,-1,-1,,2,1,1,-1,,-1,-1,1,1,1,1,1,2,1,1,-1
80,AA6952-7,,,1,-1,-1,,3,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,,-1
81,AA7560-3,-1,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
82,AA7149-7,-1,-1,1,-1,-1,,2,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
83,AA7121-7,,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
84,AA7195-7,,,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,,
85,AA7706-8,-1,-1,1,-1,-1,1,1,1,,,,,,,,,,,,,,
86,AA7492-7,-1,-1,1,-1,-1,,,,,,,,,,,,,,,,,
