,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW2390-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070125,070222,070350,070837,071037,071242,071345,071450,071533,071617,071711,071818,071923,072039,072123,072244
1,MS5097-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070136,070306,070414,070447,070531,071004,071216,071407,071501,071628,071711,071828,071923,072017,072101,072208,072655,072930,073119,073215,073344,073511,073555,073701,073806,073912,074052,074223,074307
2,MW2780-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070158,070847,071048,071229,071533,071649,071807,071850,071955,072039,072452,072655,072846,073003,073057,073152,073322,073416,073511,073555,073701,074147,074436,074659,074827,074934,075028,075112,075156,075253,075358,075637,075805,075859
3,MS2259-0,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070147,070233,070402,070436,070520,070637,070658,070731,070847,071204,,071555,071638,071756,071850,071955,072101,072518,072750,072802,073108,073226,073438,073701,073806,073850,,074626,074805,074923,075050,075145,,075421,075553,075648,075754,080300,080614,080805,080831,081127,081211,081445,081614,081741,081859,082059,082142,082326
4,MW3430-0,,,,,,,,,,,,,,070102,070414,070542,070626,070731,070847,071026,071059,071242,071501,071701,071807,071955,072144,072244,072428,072504,072601,072655,072739,072802,072919,073238,073427,073701,073755,073850,073944,,,,074901,074956,075304,075421,075615,075710,075805,075837,080406,080647,080854,081000,081105,081211,081328,081434,081550,081636,081805,082315,082621,082823,083023,083129,083325,083431,083537,083632,083739,084002,084204,084250
5,MW2856-0,,070102,070125,070244,070339,070520,070531,070637,070753,070837,071026,071110,071143,071439,071807,071912,071955,072101,072134,072255,072317,072439,072634,072824,072930,073119,073226,073322,073533,073606,073650,073744,073755,073828,073934,074158,074339,074520,074615,074721,074817,074923,075017,075816,075942,080026,080333,080440,080614,080709,080752,080842,081306,081506,081720,081827,081921,082017,082120,082219,082304,082337,082505,082939,083217,083442,083548,083739,083845,083951,084058,084153,084323,084514,084620,084811
6,MW3053-0,,072156,072403,072539,072802,073152,073344,073449,073555,073650,073901,073944,074041,074414,074805,074901,074934,075050,075134,075304,075347,075521,075743,075953,080037,080216,080343,080428,080541,080625,080658,080752,080817,080854,081000,081244,081445,081636,081741,081910,081932,082109,082219,082410,082549,082739,083023,083139,083230,083504,083559,083654,084131,084407,084609,084749,084906,084950,085117,085202,085322,085405,085543,090027,090300,090545,090712,090828,090956,091123,091229,091323,091451,091639,091840,091957
7,MW3528-0,073311,075604,075710,075848,080120,080406,080541,080709,080905,081011,081149,081255,081401,081741,082142,082315,082359,082538,082621,082749,082834,083045,083314,083526,083621,083834,084002,084047,084250,084334,084407,084536,084609,084631,084800,085128,085238,085511,085554,085700,085744,085911,090038,090555,090806,090945,091323,091451,091618,091734,091829,091913,092443,092802,093014,093141,093310,093427,093618,093724,093924,093957,094220,094727,095043,095350,095539,095708,095804,095932,100038,100155,100315,100516,100705,100916
8,MW2390-1,,074520,074637,074817,075039,075325,075421,075532,075732,075816,075953,080059,080227,080530,080854,081021,081105,081222,081317,081434,081506,081647,081859,082059,082142,082315,082421,082527,082632,082716,082801,082939,083001,083034,083139,083420,083526,083643,083750,083907,083951,084109,084204,084906,085044,085238,085543,085649,085817,085911,090016,090049,090512,090712,090839,090956,091101,091145,091251,091345,091512,091607,091734,092146,092410,092643,092802,092919,093014,093108,093203,093321,093427,093544,093629,093735
9,MS5097-1,,081105,081317,081456,081720,082005,082046,082131,082242,082337,082454,082527,082632,082939,083336,083442,083515,083643,083716,083845,083940,084109,084334,084536,084620,084811,084928,085001,085150,085238,085311,085354,085427,085449,085606,085838,090016,090154,090300,090355,090428,090555,090912,091039,091251,091451,091851,091935,092030,092124,092207,092242,092750,092941,093108,093203,093321,093427,093640,093735,093902,094030,094231,094738,095043,095350,095539,095708,095804,095943,100050,100210,100337,100633,100654,100822
10,MW2780-1,082950,083023,083230,083442,083727,084036,084301,084345,084525,084620,084738,084833,085022,085344,085733,085838,085922,090027,090122,090322,090417,090555,090744,090945,091018,091218,091345,091418,091618,091701,091745,091818,091851,092019,092124,092359,092504,092715,092813,092930,093003,093130,093249,093640,093818,093946,094242,094337,094537,094643,094738,094811,095350,095603,095742,095921,100028,100144,100326,100443,100621,100705,100833,101348,101621,101800,101928,102035,102225,102416,102521,102659,102827,103059,103311,103428
