,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
13,MW3053-1,,093550,093857,094153,094553,094720,094931,095058,095322,095428,095607,095701,095901,100228,100629,100806,100901,100956,101113,101240,101335,101546,101746,102030,102146,102358,102536,102630,102809,102854,103011,103054,103116,103149,103305,103622,103822,104011,104127,104233,104306,104506,104612,104930,105130,105258,105635,105803,105919,110130,110246,110341,110911,111205,111427,111605,111722,111838,112016,112144,112313,112408,112535,113040,113358,113717,113917,114024,114130,114319,114447,114658,114837,115016,115132,115310
14,MS2365-1,,100039,100312,100618,100945,101408,101608,101819,102231,102358,102546,102652,102843,103244,103633,103811,103905,104055,104200,104400,104455,104717,104941,105152,105308,105519,105657,105741,105940,110036,110141,110236,110308,110436,110552,110900,111016,111132,111322,111438,111511,111816,111933,112155,112441,112535,112935,113113,113241,113515,113645,113728,114404,114732,115005,115121,115310,115416,115628,115723,115851,115934,120102,120600,120905,121149,121328,121529,121731,122027,122154,122343,122606,122829,123041,123410
15,MW2856-1,,103138,103422,103738,104233,104550,104825,104941,105225,105403,105552,105708,105846,110236,110636,110805,110849,111016,111049,111227,111311,111533,111711,111911,112038,112302,112430,,112735,112829,112913,113029,113113,113230,113358,113728,113834,114057,114203,114352,114414,114636,114721,115132,115238,115427,115701,115818,120040,120304,120421,120505,121105,121456,121657,121848,122005,122121,122310,122427,122606,122723,122903,123410,123655,124014,124214,124353,124700,124817,125018,125229,125418,125621,125800,130110
16,MW2390-2,,104444,104803,105025,105258,105603,105803,105952,110257,110425,110625,110732,110911,111249,111627,111805,111900,112038,112144,112346,112441,112651,112924,113124,113220,113409,113623,113717,113855,113950,114046,114152,114247,114352,114552,114859,115016,115310,115416,115554,115639,115840,120018,120337,120505,120622,121043,121200,121339,121602,121657,121731,122238,122511,122701,122756,122914,122958,123136,123231,123348,123443,123622,124119,124404,124649,124806,124850,124934,125101,125240,125408,125535,125822,130014,130205
17,MS1695-2,,110625,110911,111110,111344,111805,112027,112250,112651,112746,112957,113113,113303,113623,114014,114141,114236,114352,114447,114636,114658,114848,115121,115321,115416,115618,115851,115934,120102,120208,120253,120359,120443,120611,120738,121033,121234,121434,121550,121708,121753,121921,122016,122132,122300,122427,122756,122903,123030,123125,123242,123315,123823,124058,124309,124426,124521,124616,124744,124839,124956,125050,125229,125738,130014,130205,130322,130417,130534,130650,130756,130924,131135,131337,131516,131633
18,MW2780-2,,112746,113102,113230,113548,113855,114141,114625,114954,115110,115259,115449,115650,120018,120359,120505,120600,120727,120811,121000,121054,121328,121529,121731,121804,121943,122132,122205,122343,122438,122616,122807,122841,122914,123041,123421,123600,123801,123952,124036,124119,124247,124331,124448,124627,124817,125050,125145,125251,125524,125655,125727,130311,130523,130745,130935,131146,131253,131432,131527,131655,131801,131918,132343,132627,132911,133006,133206,133311,133453,133610,133738,133854,134140,134319,134547
19,MS1935-2,,121043,121635,121837,122110,122914,123242,123801,124320,124415,124627,124733,124850,125229,125632,125833,125917,130059,130121,130311,130406,130555,130935,131157,131242,131454,,,131928,132024,132141,132238,132259,132332,132500,132838,133028,133155,133300,133419,133504,133705,133810,134330,,134620,135028,135220,135432,135655,135812,135909,140541,140833,141046,141236,141436,141553,141756,141840,142018,142102,142219,142736,143030,143203,143352,143530,143647,143827,143954,144155,144350,144723,144819,145147
20,MW3053-2,,123158,123410,123706,124025,124543,125324,125800,130333,130439,130617,130745,130807,131146,131516,131633,131728,131906,132003,132238,132321,132605,132805,133028,133133,133333,133526,133632,133821,133927,134056,134246,134330,134351,134501,134815,134954,135158,135326,135443,135516,135655,135750,140119,140341,140519,140756,140906,141119,141225,141404,141448,142747,143129,143341,143446,143625,143754,144005,144111,144206,144313,144435,144935,145231,145520,145647,145827,145922,150051,150253,150451,150653,150941,151142,151407
21,MS2365-2,125418,125558,125822,130110,130355,130756,131432,132003,132141,132321,132616,132911,133100,133453,133832,134023,134107,134246,134414,134526,134609,134826,135115,135326,135443,135644,135846,135930,140108,140203,140403,140530,140603,140732,140906,141309,141426,,141711,141851,141924,142230,142346,142841,143118,143129,143541,143721,143910,144144,144350,144435,145304,145615,145806,145922,150208,150316,150523,150642,150810,150856,151036,151525,151833,152153,152353,152545,152640,152821,152927,153116,153351,153625,153815,154053
22,MW2390-3,131348,131706,131950,132227,132532,132754,133017,133249,133643,133810,134000,134151,134351,134721,135115,135220,135315,135443,135549,135728,135835,140025,140308,140519,140603,140820,140950,141057,141331,141436,141627,141818,141902,142029,142219,142600,142725,142914,143052,143213,143257,143508,143636,144005,144227,144413,144734,144829,145030,145253,145421,145507,150220,150512,150748,150931,151120,151228,151356,151502,151642,151822,152014,152545,152832,153223,153307,153413,153732,153935,154140,154341,154745,155044,155257,155530
23,MS1695-3,133431,133558,133832,133949,134235,134620,134837,135115,135304,135432,135600,135728,135930,140257,140635,140756,140844,141011,141046,141258,141353,141605,141818,142051,142219,142430,142628,142703,142830,142925,143041,143151,143213,143341,143435,143754,143859,144038,144206,144328,144413,144616,144723,145052,145348,145604,145944,150051,150146,150407,150556,150642,151345,151631,151854,152036,152226,152353,152618,152713,152854,153010,153200,153658,154007,154438,154605,154822,155022,155235,155403,155552,160324,160550,160726,160938
24,MW2780-3,134859,135706,140014,140214,140624,140950,141225,141542,141818,142008,142146,142335,142703,143129,143625,143837,143921,144111,144217,144424,144519,144745,145103,145432,145625,145827,145944,150051,150114,150231,150440,150534,150607,150726,150908,151313,151451,151631,151749,151916,152014,152226,152331,152545,152758,152905,153245,153351,153529,153753,154042,154129,154733,155033,155235,155425,155710,155816,160050,160151,160324,160411,160623,161118,161407,161758,161903,162045,162415,162639,162808,163501,163913,164243,164421,164855
25,MW2856-2,,142102,142652,143009,143235,143625,143859,144144,144313,144446,144650,144745,144840,145208,145636,145827,145922,150051,150208,150407,150512,150748,151008,151228,151313,151514,151811,151854,152058,152204,152353,152545,152556,152629,152747,153105,153256,153540,153625,153753,153838,154105,154213,154745,155033,155213,155520,155710,155805,160017,160213,160257,160843,161129,161345,161502,161725,161841,162117,162212,162341,162448,162628,163129,163414,163925,164125,164232,164421,164538,164643,165107,165755,170230,170526,171115
26,MS2259-2,144339,144541,145103,145253,145604,145933,150208,150429,,150821,151008,151131,151228,151631,152036,152247,152426,,152640,152832,152938,153212,153519,153742,153850,154105,154257,,154532,154638,154722,154949,155033,155203,155330,155743,155911,,160213,160349,160422,160702,160843,161044,,161429,161736,161914,162022,162245,162415,162521,,163533,163808,163946,164114,164221,164443,164538,164749,164811,164950,165456,170146,170758,171316,171516,171711,172906,173546,174000,174558,175139,175700,180207
27,MW5537-0,,150125,150328,150545,150908,151251,151502,151905,152058,152204,152353,152556,152747,153200,153551,153753,153850,154007,154129,154308,154415,154711,155022,155247,155341,155530,155658,155743,160017,160140,160224,160311,160401,160506,160623,160938,161140,161334,161418,161524,161608,161820,161925,162139,162341,162521,163022,163140,163309,163545,163724,163757,164421,164643,164855,165012,165142,165243,165456,165551,165734,165839,165956,170504,170915,171755,171933,172122,172449,173653,174035,174823,175331,175649,180123,180535
28,MS1935-3,152247,152448,,153245,153457,,,,,154916,155213,155308,155436,155827,160257,160444,160550,160726,,161107,161224,161534,161736,162000,162033,162245,,,162628,162735,162841,163045,163129,163258,163425,163746,,164041,164137,164254,164327,164443,164549,164705,164855,165208,165422,165529,165723,165817,165934,170029,170547,170820,171031,171158,171338,171410,171538,171636,171744,171838,172005,172500,172811,173203,173405,173916,174335,174503,175043,175617,180335,181011,181542,182103
29,MW3053-3,,154117,154427,154745,155213,155509,155614,155911,160324,160444,160623,160759,161000,161356,161820,162011,162056,162234,162330,162510,162606,162852,163151,163404,163447,163650,163819,163913,164103,164148,164243,164348,164421,164454,164610,165012,165142,165316,165411,165507,165551,165806,165923,170208,170408,170536,170842,170947,171031,171254,171454,171549,172144,172449,172701,172822,173001,173119,173259,173405,173546,173642,173821,174321,175236,175755,175912,180218,180441,180714,181839,182756,183401,183819,184139,184501
30,MS2365-3,154804,155436,155647,155911,160246,160715,161000,161311,161630,161747,162000,162107,162223,162606,162947,163107,163151,163342,163512,163639,163735,163957,164221,164421,164505,164716,164844,164928,165056,165142,165221,165327,165411,165529,165700,170018,170135,170313,170442,170620,170704,170842,170947,171316,171410,171516,171849,172005,172038,172311,172416,172511,173024,173332,173534,173642,173810,173927,174111,174216,174346,174441,174620,175106,180039,180441,180736,181000,181436,183137,183349,183808,184544,184915,185043,185413
31,MW2390-4,160126,160821,161248,161641,162011,162403,162639,163055,163533,163650,163819,163902,164159,164538,164939,165129,165221,165400,165518,165734,165839,170146,170431,170653,170747,170958,171158,171316,171454,171559,171636,171755,171900,172027,172155,172544,172855,173141,173259,173416,173546,173759,173916,174309,174441,174547,174907,175117,175236,175510,175722,175817,180703,180938,181224,181531,181744,181901,182041,182209,182350,182509,182659,183211,185211,190127,190433,190812,191203,191458,191743,192015,192405,192746,192946,193527
32,MS1695-4,,162415,162746,163055,163447,163935,164137,164549,165023,165129,165305,165456,165711,170135,170515,170704,170736,170915,170947,171147,171316,171516,171755,172017,172049,172238,172438,172606,172701,172749,172939,173024,173108,173215,173343,173715,173905,174121,174216,174321,174357,174642,174748,175320,175553,175649,180006,180112,180229,180502,180725,180809,181509,181850,182031,182244,182436,182604,182807,182912,183029,183102,183233,183808,185650,190506,190633,191002,191341,191614,191848,192132,192543,192818,192957,193611
33,MW2780-4,164928,165839,170157,170504,170725,171348,171722,172354,172833,172928,173130,173248,173438,173748,174132,174346,174430,174547,174642,174845,174951,175203,175733,175955,180039,180240,180451,180608,180630,181000,181033,181150,181235,181414,181604,181925,182125,182350,182458,182615,182648,182923,183029,183211,183338,183555,183915,184106,184235,184501,184853,184959,185639,185915,190116,190338,190833,191024,191246,191403,191530,191636,191815,192416,193410,193929,194047,194309,194617,194808,194913,195113,195314,195643,195748,195959
34,MW2856-3,,172522,172800,173046,173321,173631,174058,174430,174715,174834,175117,175236,175353,175755,180229,180451,180557,180758,180905,181106,181150,181520,183746,183959,184106,184246,184404,184449,184628,184712,184842,184948,185043,185211,185329,185617,185758,185948,190105,190233,190255,190433,190538,191108,191341,191508,191837,192005,192216,192500,192627,192711,193231,193454,193655,193823,193951,194058,194258,194416,194617,194650,194830,195347,195621,195821,195927,200159,200527,200622,200802,200940,201213,201720,201908,202248
35,MW5537-1,,181901,182306,182531,183039,183701,184117,184416,185021,185256,185532,185712,185915,190411,191002,191152,191308,191530,191636,191910,192015,192405,192724,192957,193052,193338,193505,193600,193823,193918,194036,194141,194236,194416,194617,194852,195041,195325,195431,195548,195643,195821,195927,200043,200306,200506,200813,200940,201130,201414,201552,201647,202205,202354,202534,202651,202808,202913,203050,203134,203240,203345,203502,203957,204246,204459,204627,204743,204912,205050,205155,205345,205502,205703,205758,205915
36,MS2259-3,,,,,,,,,,,,,,,,,,,,,,,,,,183349,183522,183712,183841,183959,184055,184211,184257,184427,184628,184959,185149,185543,185606,185712,185758,185948,190105,190233,190400,,190919,191057,191236,191508,191647,191732,,192627,192840,192946,193231,193348,193527,193633,193801,193856,194025,194617,194913,195526,195632,195843,200127,200400,200549,200802,,201446,201457,201836
37,MS1935-4,,185639,185926,190233,190455,190940,191403,191848,192227,192438,192638,192829,193030,193421,193823,194047,194141,194416,,194757,194840,195102,195325,195537,195621,195759,195905,195948,200328,200433,200538,200717,200813,200940,201046,201425,201625,201814,201908,202003,202047,202215,202310,202724,202902,203018,203345,203440,203557,203830,203935,204030,204448,204648,204817,204944,205050,205133,205302,205407,205534,205630,205736,210222,210454,210749,210938,211200,211233,211338,211527,211633,211728,212014,212131,212309
38,MW3053-4,,,,,,,,,,,,,,,,,,,,,,,,,,191910,192015,192110,192332,192427,192522,192616,192711,192818,192935,193338,193505,193727,193834,194003,194047,194225,194342,194617,194819,194935,195303,195453,195632,195905,200043,200137,200824,201108,201308,201446,201647,201752,201930,202108,202215,202321,202501,202945,203251,203608,203735,203841,204041,204222,204331,204448,204616,204828,205144,205356
39,MS2365-4,192840,193102,193315,193611,193940,194353,194438,194617,194852,195019,195219,195336,195515,195854,200255,200422,200538,200706,200802,200940,201035,201246,201530,201731,201814,202003,202132,202215,202321,202354,202439,202556,202629,202724,202840,203218,203407,,203651,203757,203841,204019,204124,204426,204627,204648,204933,205028,205239,205512,205652,205725,210211,210411,210611,210716,210832,210927,211138,211243,211411,211443,211611,212058,212341,212531,212709,212806,212912,213029,213124,213233,213411,213729,213834,214058
40,MS1695-5,,,,,,,,,,,,,,,,,,,,,,,,203313,203345,203535,203641,203724,203852,203946,204103,204246,204308,204415,204532,204933,205144,205334,205440,205534,205619,205758,205904,210327,210538,210716,211011,211200,211316,211538,211728,211812,212319,212733,202607,202702,213221,213327,213506,213623,213802,213907,214046,214608,214915,215148,215305,215443,215634,215823,215929,220108,220225,220447,220626,220755
41,MW2780-5,,203502,203651,203852,204159,204554,204659,204805,205133,205239,205418,205523,205652,210044,210432,210611,210705,210822,210916,211105,211200,211400,211549,211801,211844,212003,212119,212203,212341,212437,212604,212744,212839,212956,213113,213506,213656,213939,214058,214238,214355,214535,214630,214915,215032,215115,215454,215549,215750,215856,220025,220108,220553,220733,220900,221017,221112,221156,221323,221512,221701,221808,222009,222549,222855,223142,223310,223448,223616,223817,223911,224144,224323,224620,224736,224916
42,MS2259-4,205809,210150,,210454,210611,210916,211127,211327,211611,211706,211906,212036,212236,212615,213007,213146,213233,213411,213517,213612,213707,213939,214154,214406,214513,214703,214820,214959,215115,215210,215316,215410,215443,215600,215718,220047,220225,220426,220458,220553,220626,220817,,221050,221345,,221725,221841,222031,222305,222444,222517,223034,223321,223521,223638,223755,223900,224039,224123,224312,224356,224536,225043,225339,225601,,225824,230004,230153,230345,230451,230650,230724,230841,231019
43,MW2856-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212047,212131,212214,212352,212459,212615,212733,213040,213243,213444,213549,213718,213751,213928,214036,214502,214641,214820,215115,215254,215421,215645,215812,215856,211549,220626,220817,220933,221039,221134,221301,221429,221523,221607,221819,222400,222716,222939,223118,223259,223437,223616,223733,223911,224028,224301,224514,224725
44,MS1935-5,,214216,214355,214546,214703,214915,215159,215338,215656,215801,220003,220108,220247,220615,221017,221156,221240,221407,221450,221640,221712,221925,222244,222455,222549,222716,222906,223001,223142,223204,223310,223437,223521,223711,223839,224155,224323,224514,224620,224736,224820,224938,225032,225138,225306,225506,225813,225920,225953,230239,230334,230429,230830,231030,231220,231336,231452,231530,231657,231754,231901,231937,232105,232605,232832,233109,233304,,,,,,,,,
45,MS2365-5,215634,215834,220130,220258,220426,220658,220805,220922,221207,221312,221450,221534,221701,222031,222422,222538,222611,222716,222844,222950,223012,223215,223426,223638,223722,223900,224006,224050,224206,224301,224345,224442,224503,224631,224736,225043,225211,225401,225506,225624,225657,225751,225859,230142,230301,230407,230724,230830,231051,231158,231242,231325,231850,232054,232234,232339,232436,232509,232616,232722,232832,232906,233022,,,,,,,,,,,,,
46,MS1695-6,,222232,222433,222611,222800,223142,223521,223806,224155,224312,224536,224703,224905,225223,225635,225802,225835,230004,230047,230227,230312,230512,230746,230946,231030,231209,231347,231431,231614,231721,231805,231937,232021,232159,232317,232711,232819,233001,233044,233154,233239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MW2780-6,224927,,,,,230250,230356,230545,,,,231242,231253,231541,231937,232043,232105,232210,232256,232436,232509,232700,232854,233044,233109,233239,233332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MW2856-5,230058,230239,230501,230701,230830,231136,231347,231503,231732,231805,231926,232010,232115,232436,232832,232939,233001,233109,233217,233344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MS2259-5,,233132,233250,233357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
