,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070219,070314,070409,070902
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070325,070419,070557,070757,071050,071155,071322,071722
2,MX1197-0,,,,,,,,,,,,,,,,,,,070102,070230,070303,070347,070503,070630,070746,070829,071300,071438,071617,071838,072028,072300,072510,072731,072836,073003,073331
3,MX1084-0,,,,,,,,,,,,,070102,070230,070535,070735,070829,070923,071133,071427,071511,071606,071711,071838,071944,072028,072449,072659,072753,072941,073058,073247,073510,073753,073920,074141,074603
4,MX1105-0,,,,,,070102,070136,,070314,070409,070503,070640,070818,070913,071206,071300,071416,071438,071617,071816,071922,072017,072133,072311,072416,072449,072941,073258,073404,073626,073731,074004,074130,074425,074552,074846,075414
5,MZ3556-0,070640,070746,070923,071007,071028,071101,071111,071155,071216,071333,071449,071606,071806,071911,072133,072227,072332,072405,072554,072847,072930,073025,073152,073258,073426,073510,073920,074120,074225,074458,074614,074814,075013,075236,075352,075604,075941
6,MZ3734-0,071722,071944,072111,072143,072205,072238,072300,072343,072427,072543,072659,072825,073014,073119,073353,073437,073532,073604,073709,073953,074025,074058,074214,074342,074458,074530,074941,075140,075341,075814,075908,080119,080330,080729,080846,081036,081425
7,MZ3740-0,073047,073141,073258,073320,073342,073437,073459,073542,073615,073709,073826,074014,074214,074425,074825,075013,075119,075203,075425,075709,075741,075846,080119,080246,080530,080602,081025,081425,081615,082555,082733,083016,083321,083511,083638,083921,084720
8,MZ3978-0,074331,074414,074541,074603,074625,074720,074741,074814,074857,075013,075119,075257,075447,075625,080014,080224,080319,080341,080446,080719,080751,080835,081036,081214,081403,081436,081920,082237,082343,082933,083111,083227,083416,083733,083849,084016,084342
9,MZ3825-0,075458,075542,075647,075730,075803,075824,075846,075919,075952,080057,080224,080341,080530,080708,080941,081025,081247,081320,081509,081814,081858,082004,082248,082449,082628,082733,083216,083511,083700,084059,084204,084426,084615,084837,085121,085355,085946
10,MW5853-0,080656,080740,080857,080931,080941,081014,081036,081109,081141,081247,081342,081447,081637,081814,082110,082226,082500,082544,082722,082944,083100,083205,083449,083700,083943,084026,084459,084731,084921,085619,085758,090051,090312,090649,090807,091050,091438
