,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070158,070242,070431,070515,070559,071032,071210,071600,071938,072138,072255,072540,072708,072930
1,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070158,070420,070526,070620,070642,070810,070916,070948,071410,071549,071811,072149,072400,072540,072857,073058,073247
2,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070242,070359,070653,070748,070959,071054,071210,071254,071421,071527,071611,072022,072149,072412,072635,072835,073036,073448,073615,073710
3,AA7450-0,,,,,,,,,,,,,,,,,,,,,,,070102,,,,,,,,,,,,,,,,,,,,,,,,,,,071032
4,AA7279-0,,,,,,,,,,,,,,,,,,,,,,,070102,070231,070326,070453,070526,070642,070854,071032,071254,071410,071705,071844,072106,072222,072317,072400,072529,072646,072730,073152,073353,073637,074004,074310,074700,075218,075345,075608
5,MX4365-0,,,,,,,,,,,,,,,,,070102,070148,070231,070348,070515,070832,071021,071232,071348,071505,071600,071800,071938,072127,072317,072444,072824,073003,073120,073247,073342,073448,073648,073837,073932,074405,074533,075113,080019,080230,080654,081138,081305,081433
6,MX4383-0,,,,,,,,,,,070102,070253,070348,070504,070620,070715,070916,071043,071127,071305,071443,071855,072044,072244,072400,072529,072623,072835,072952,,073459,073637,073954,074048,074259,074438,074544,074628,074818,074934,075029,075451,075641,075924,081116,081305,081647,082227,082355,082535
7,MX3783-0,,,,,,,,070102,070137,070359,070610,071116,071210,071315,071432,071527,071654,071811,071855,072033,072200,072456,072601,072740,072846,073003,073058,073236,073404,073543,073721,073921,074237,074427,074533,074617,074722,074807,074923,075029,075102,075535,075735,075946,081305,081517,081848,082227,082406,082608
8,MX4458-0,,070102,070220,070253,070337,070504,070548,070704,070821,071010,071221,071749,071844,071949,072055,072149,072306,072400,072444,072601,072740,073109,073236,073437,073615,073732,073805,073932,074059,074226,074353,074606,074956,075040,075302,075418,075524,075641,075830,075924,080019,080420,080559,081043,081614,081815,082122,082439,082608,082757
9,AA7562-0,070137,070453,070821,070905,070959,071232,071454,071611,071800,071855,072255,072846,073025,073203,073353,073459,073626,073743,073827,073859,074048,074416,074606,074840,075029,075156,075251,075451,075619,075746,075957,080208,080610,080821,081054,081222,081327,081400,081614,081710,081754,082216,082406,082725,083010,083054,083339,083721,083901,084123
10,MX4551-0,070653,071159,071410,071505,071549,071833,071938,072044,072200,072306,072657,073214,073331,073459,073626,073721,073848,073954,074026,074059,074215,074533,074711,074840,075040,075156,075251,075502,075630,075830,075957,080146,080548,080643,080854,081021,081138,081233,081400,081550,081647,082133,082311,082618,082926,083043,083306,083711,083850,084050
11,AA7920-0,071116,072718,072941,072952,073141,073459,073543,073659,073837,074121,074353,074934,075040,075156,075313,075407,075546,075735,075841,075924,080052,080442,080715,080937,081054,081211,081305,081455,081625,081837,082016,082227,082608,082830,083105,083306,083455,083637,083944,084101,084145,084620,084821,085436,085900,090241,090559,091000,091140,091414
12,AA7450-1,071727,071927,072127,072255,072338,072635,072824,072919,073152,073258,073510,074037,074154,074321,074500,074544,074711,074807,074851,075018,075156,075513,075630,075830,075935,080041,080114,080314,080442,080632,080821,081127,081411,081625,081721,081859,082038,082205,082428,082535,082608,083032,083222,083955,084313,084536,084737,085235,085414,085637
13,MX4614-0,,073236,073554,073659,073743,074048,074204,074259,074500,074606,074956,075429,075546,075702,075746,075841,080008,080135,080219,080241,080348,080654,080821,080937,081054,081211,081305,081517,081647,082111,082300,082439,082702,082830,083105,083255,083401,083615,083922,084050,084145,084558,084759,085319,085816,090101,090503,090938,091056,091330
14,AA7712-1,073459,074016,074226,074321,074405,074722,074851,075018,075156,075407,075757,080337,080442,080548,080715,080759,080926,081021,081105,081211,081349,081710,081921,082205,082311,082439,082546,082735,082841,083200,083401,083637,084018,084218,084452,084642,084810,085021,085257,085425,085520,085932,090134,090559,091000,091202,091509,091820,091959,092604
15,AA7731-0,074204,074511,074818,074901,075007,075407,075557,075819,080219,080241,080759,081316,081444,081647,081804,081848,082144,082344,082428,082501,082640,082948,083116,,083455,083603,083648,083850,083955,084302,,084536,084904,085021,085257,085403,085509,085626,085849,090028,090112,090536,090748,091202,091703,091915,092403,092710,092944,093241
16,MX4021-1,075018,075451,075913,080052,080146,080359,080621,080726,080904,081116,081422,081943,082111,082227,082355,082450,082640,082757,082904,083021,083149,083528,083637,083901,084007,084123,084218,084357,084503,084704,084937,085128,085509,085626,085732,085900,090017,090134,090357,090621,090726,091151,091341,091607,091915,092105,092509,092911,093134,093442
17,MX4159-1,075702,080103,080654,080854,080948,081349,081528,081625,081815,082038,082450,083032,083149,083328,083517,083626,083922,084018,084101,084218,084335,084620,084726,084959,085139,085246,085330,085509,085626,085816,090039,090252,090525,090621,090855,090949,091056,091151,091309,091436,091522,091959,092127,092403,092754,092955,093302,093832,093949,104255
18,AA7559-0,080715,081032,081411,081603,081659,103026,103206,103313,,103758,083200,083637,083806,083933,084101,084207,084430,084547,084631,084821,084937,110103,091023,110517,110612,110731,110805,,,,,112408,,112959,113138,113330,113509,113648,113933,114028,114111,114536,093442,115149,115435,115636,094659,095113,095253,122036
19,AA7279-1,081021,081349,081721,081754,081815,082122,082249,082417,082640,082915,083328,084018,084112,084251,084525,084631,084926,085021,085106,085214,085330,085659,085900,090123,090230,090347,090441,090643,090748,090938,091129,091341,091618,091831,092054,092233,092350,092458,092637,092743,092838,093325,093442,093821,094118,094257,094542,095124,095253,095506
20,MX4535-0,081021,,082608,082702,082746,083043,083138,083255,083434,083721,084134,084704,084821,085010,085150,085330,085542,085743,085838,085911,090051,090430,090536,090705,090855,091000,091044,091214,091330,091629,091809,092010,092350,092458,092710,092838,092933,093017,093156,093325,093358,093832,094034,094436,094743,094945,095210,095901,100031,100253
21,MX4365-1,,082830,083255,083339,083423,083700,083817,083955,084218,084631,085139,085721,085838,085944,090123,090230,090419,090548,090632,090715,090832,091236,091341,091509,091555,091714,091820,092010,092127,092306,092531,092754,093050,093252,093409,093537,093643,093748,093916,094045,094140,094604,094806,095102,095421,095616,095912,100400,100550,100741
22,AA7393-0,083021,083626,083944,084101,084207,084525,084715,084821,085021,085447,090006,090525,090621,090738,090855,091000,091129,091352,091458,091618,091714,092054,092255,092414,092520,092615,092659,092900,093006,093241,093610,093704,094118,094235,094458,094626,094743,094912,095051,095326,095421,095850,100031,100337,100741,100946,101304,101815,101932,102123
23,MX4383-1,083721,084240,084631,084726,084821,085128,085352,085509,085659,085944,090408,090949,091056,091224,091403,091522,091809,091937,092032,092116,092233,092615,092754,093039,093134,093252,093336,093515,093632,093916,094140,094353,094637,094817,095040,095157,095304,095410,095528,095700,095733,100159,100337,100719,101103,101304,101539,102039,102156,102326
24,MX3783-1,084631,,085214,085257,085403,085710,085827,085922,090112,090357,091011,091522,091607,091714,091915,092021,092233,092350,092436,092520,092615,092944,093134,093358,093504,093610,093704,093938,094056,094224,094425,094531,094901,094956,095102,095231,095326,095455,095627,095744,095817,100242,100411,100730,101125,101315,101731,102315,102421,102549
25,AA7562-1,085603,090051,090503,090536,090621,091044,091202,091309,091509,091640,092043,092615,092732,092911,093101,093156,093336,093442,093537,093654,093821,094202,094341,094520,094637,094806,094850,095051,,095400,095616,095839,100221,100455,100719,100900,101008,101136,101337,101433,101517,102006,102207,102611,103120,103302,103758,104233,104433,104635
26,MX4458-1,,,085648,085754,085932,090252,090503,090559,090738,091011,091425,091948,092105,092233,092339,092447,092710,092944,093017,093101,093229,093643,093810,094000,094118,094235,094330,094458,094604,094733,095040,095304,095711,095912,100020,100148,100242,100400,100550,100708,100752,101220,101359,101742,102101,102253,102538,103302,103451,103652
27,MX4551-1,090559,090822,091151,091309,091403,091842,092054,092200,092339,092458,092900,093504,093621,093810,094011,094118,094308,094425,094531,094626,094839,095231,095432,095711,095817,100009,100104,100315,100444,100645,100912,101147,101603,101804,102028,102207,102337,102443,102719,102857,102941,103440,103630,104043,104422,104635,105026,105545,105713,105946
28,AA6738-0,091117,091629,091959,092105,092200,092531,092743,092900,093039,093252,093715,094213,094308,094447,094637,094659,094850,094945,095029,095147,095326,095638,095828,,,100148,100231,100411,100517,100912,,,101804,101943,102101,102145,102253,102359,102634,102752,102813,103229,103357,,103926,104116,104412,104953,105036,105300
29,AA7450-2,091714,092105,092425,092509,092604,093017,093039,093241,093431,093526,093905,094447,094553,094710,094850,094956,095231,095326,095410,095541,095649,100009,100126,100326,100433,100550,100623,100805,100900,101052,,101528,101859,102006,102231,102432,102538,102634,102813,102908,102952,103346,103535,103842,104233,104317,104858,105300,105428,105629
