,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7492-0,,,,,,,,,,,,,,,,,070102,070252
1,AA7323-0,,,,,,,,,,,070102,070901,071110,071249,071354,071448,071604,072003
2,AA7536-0,,,,,,,,,070102,,070712,071636,071752,071919,072024,072108,072202,072413
3,AA7637-0,070102,,070252,070357,070513,070546,070618,070701,070745,071333,071448,072508,072613,072718,072824,072930,073046,073309
4,AA7440-0,072328,,072824,073002,073140,073225,073309,073426,073509,,074530,075740,080035,080236,080352,080519,080707,081141
5,AA7322-0,,,,,,,,,,072529,072740,073846,074035,074245,074350,074457,074603,074951
6,AA7173-0,073319,073509,073824,074025,074140,074224,074318,074435,074530,075045,075236,080435,080646,080835,080952,081057,081214,081646
7,AA6952-0,074328,,075023,075225,075403,075436,075530,075708,075802,080414,080824,082037,082320,082544,082649,082755,082922,083509
8,AA7488-0,075319,075719,080035,080225,080341,080425,080551,080740,080846,081434,081802,082838,083110,083320,083425,083615,083753,084437
9,AA7149-0,080457,,081141,081235,081413,081445,081613,081802,081835,082416,082700,083826,084058,084236,084437,084520,084626,085143
10,AA7101-0,081823,082026,082342,082500,082616,082711,082827,083005,083059,083721,083931,085121,085404,085603,085720,085825,085941,090540
11,AA7492-1,,082806,083425,083626,083753,083837,084037,084236,084341,,085426,090540,090940,091107,,091329,091707,092046
12,AA7323-1,083931,084131,084437,084626,084731,084826,084921,085121,085204,085825,090108,091246,091518,091718,091834,091939,092046,092624
13,AA7248-0,084553,,085110,085226,085404,085458,085615,085709,085742,090256,090435,091613,091855,092046,092202,092256,092646,092908
14,AA7637-1,090529,090740,091045,091235,091340,091413,091507,091613,091646,092223,092425,093857,094140,094307,094424,094508,094635,095024
15,AA7536-1,,,,,,,,,090813,091718,091950,,093340,093550,093657,093802,093907,094140
16,AA7322-1,091235,091507,091812,091855,092002,092035,092212,092307,092350,093002,093340,094340,094635,094803,094941,095035,095119,095529
17,AA7530-0,091950,092328,092740,092919,093035,093140,093307,093412,093455,094508,095014,100132,100435,100636,100742,100858,101046,101622
18,AA7440-1,093056,093224,093646,093846,094014,094057,094256,094424,094457,095308,095541,100814,101108,101351,101517,101644,101759,102231
19,AA7173-1,093907,094035,094446,094624,094740,094836,094930,095024,095108,095848,100048,101257,101601,101727,101832,101948,102053,102430
20,AA7706-0,094803,095954,101749,101959,102104,102137,102253,102409,102514,103323,103816,105046,105329,105528,105634,105740,105856,110519
21,AA6952-1,094814,095224,095435,095541,095648,095754,095859,100037,100143,100752,101119,102253,,102724,102901,102955,103144,103638
22,AA7488-1,095616,100132,100519,100658,100814,100858,101014,101108,101151,101938,102358,103555,103849,104048,104153,104247,104341,104857
23,AA7149-1,101853,102148,102419,102535,102651,102724,102912,103006,103100,103921,104319,105351,105645,105845,110003,110047,110213,110750
24,AA7492-2,102713,,103250,103439,103606,103649,103900,104004,104109,,105213,110740,111002,111203,111257,111351,111550,112048
25,AA7101-1,,103816,104058,104226,104341,104446,104645,104751,104835,105613,105823,111518,111804,111953,112059,112154,112310,112827
26,AA7323-2,104729,104941,105213,105329,105434,105506,105623,105729,105801,110329,110656,112014,112259,112405,112510,112615,112709,113123
27,AA7536-2,105740,105856,110202,110308,110424,110519,110602,110656,110750,,111657,112816,113100,113240,135923,135956,140112,140629
28,AA7637-2,110718,111107,111423,111603,111708,111742,111847,112014,112048,112659,112838,113932,114059,114227,114405,114501,114616,115258
29,AA7530-1,113450,114215,114522,114627,114743,114826,114932,115048,115153,115708,120036,121214,121518,121804,121920,122014,122425,123015
30,AA7322-2,,,,,,,,,,113954,114321,115603,115836,120120,120236,120341,120435,120857
31,AA7440-2,115614,115847,120152,120435,120623,120717,120835,120951,121035,121613,121920,123015,123413,123646,124059,124216,124321,124636
32,AA7173-2,120835,120941,121329,121528,121708,121814,121931,122225,122319,122910,123109,124310,124625,124837,125332,125459,125616,130038
33,AA6952-2,121753,122109,122448,122647,122805,,122932,123058,123153,,124120,125259,125605,,125942,130100,,130816
