,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7322-0,080203,080519,080719,081109,081258,081447,081729,082037,083259,083511,,083859,083954,084120,084226,084426,084604,084709,084826,084954,070102,085344
1,AA7440-0,,,,,,,,,,070102,070114,070241,070345,070356,070534,070744,070933,071038,071205,071427,071805,071911
2,AA7173-0,,,,,,,,070102,070252,070418,070617,070744,070850,071100,071143,071238,071416,071522,071638,071816,072143,072300
3,AA6952-0,083649,083721,084720,085143,085510,085837,070102,070157,071154,071322,071533,115141,071733,071838,072006,072205,072405,072510,072626,072732,073110,161217
4,AA7488-0,,070102,070157,070639,071027,071154,071406,071533,072532,072637,072922,073100,073215,073415,073521,073626,073721,073825,073931,074141,074425,074552
5,MR7964-0,,,,,070157,070313,070545,070701,071544,071638,071838,072017,072122,072300,072332,072438,072532,072637,072754,072911,073204,073353
6,AA7149-0,070440,070628,070828,071205,071427,071627,071849,072006,072943,073100,073258,073426,073531,073626,073742,073953,074152,074258,074414,074541,074814,074941
7,AA7530-0,,,,,,,,,070501,070545,070806,070955,071049,071227,071333,071427,071554,071711,071816,072006,072238,072427
8,AA7706-0,,071344,071700,072122,072354,072448,072710,072838,073742,073858,074130,074258,074403,074530,074636,074741,074908,075013,075119,075341,075647,075741
9,AA7101-0,,,,072143,072438,072615,072849,073016,073942,074058,074330,074508,074614,074719,074803,074857,075035,075141,075258,075542,075835,080003
10,AA7492-0,,072300,072532,072805,073110,,073521,073648,074636,074730,,075119,075247,075308,075320,075509,075604,075658,075814,075941,080258,080457
11,AA7323-0,,073038,073521,074036,074120,074330,074508,074752,075825,075941,080153,080352,080435,080603,080708,080825,080952,081109,081225,081341,081708,081802
12,MW3346-0,,,,,,,,073637,074625,074719,074919,075035,075141,075258,075352,075436,075553,075647,075803,075941,080247,080425
13,AA7248-0,073920,074025,074319,074541,074846,100636,075436,075604,080541,080625,080908,081025,102650,081309,081414,081635,081824,081931,082037,082142,082449,103828
14,AA7530-1,075214,081320,081519,081856,082110,082416,082543,082849,084331,084459,,084943,085048,085250,085355,085438,085627,085710,085826,085944,090248,090416
15,AA7637-0,075614,075658,075919,080309,080519,080636,080931,081225,082321,082500,082711,082900,083005,083205,083259,083522,083732,083837,083943,084153,084415,084542
16,AA7536-0,100234,100350,100731,122943,080035,101607,080057,080247,081320,081425,125331,125415,150127,082131,082204,082427,082532,082638,082754,082944,130532,151446
17,AA7440-1,082131,082259,082605,083005,083310,083511,083827,084142,085732,085955,090205,090416,090500,090721,090826,091025,091216,091353,091521,091742,092047,092235
18,AA7173-1,082805,083110,083404,083649,083921,084153,084353,084636,090216,090353,090627,090743,090837,091015,091109,091216,091404,091509,091615,091753,092058,092235
19,AA7706-1,084048,090111,090343,090805,091025,091143,091437,091742,092835,092951,,093340,093412,093550,093646,093802,094014,094130,094257,094413,094657,094740
20,AA7488-1,084859,085406,085805,,090438,090627,090931,091119,092214,092329,092551,092750,092857,093024,093129,093257,093402,093507,093635,093813,094119,094214
21,AA7149-1,090711,091036,091404,091753,092225,092435,092740,092919,094057,094235,094435,094613,094657,094803,094835,095056,095246,095413,095457,095648,100003,100119
22,AA7101-1,091859,092120,092435,092707,093107,093257,093602,093730,094751,094919,095150,095413,095457,095615,095721,095837,100046,100151,100307,100424,100658,100805
23,AA7492-1,,093246,093539,093918,094319,,094803,094846,100003,100129,100350,100530,,100731,100742,101007,101156,101312,101429,101534,101807,101955
24,AA7323-1,,,094613,,095340,095446,095721,095837,101218,101334,,101839,101955,102205,102310,102426,102617,102723,102806,103026,103250,103406
25,AA7637-1,101156,101356,101756,102154,102617,102755,103016,103120,104323,104429,104628,104805,104911,105048,105059,105248,105342,105459,105605,105828,110059,110204
26,AA7322-1,102227,102639,102900,103217,103533,103702,103828,104050,105059,105216,,,105628,105806,105911,110016,110142,110258,110352,110603,110848,111004
27,AA7530-2,103756,104216,104501,,105310,105605,105755,110027,111142,111319,,111837,111931,112205,112310,112437,112543,112659,112816,113016,113240,113428
28,AA7440-2,105216,105554,105817,110132,110635,111004,111236,111403,112648,112911,113145,113428,113543,113732,113838,114005,114143,114259,114405,114521,114848,115015
29,AA7173-2,110403,110720,110910,111142,111507,111635,111858,112132,113240,113355,,113743,113827,113849,114038,114237,114449,114554,114648,114848,115152,115257
30,AA7488-2,112849,113156,113533,,114427,114626,115004,115236,120414,120530,120751,121013,121203,121308,121423,121539,121657,121836,121952,122058,122351,122541
31,AA7149-2,114059,114405,114616,115004,115446,115657,115953,120120,121150,121246,121445,121708,121742,121942,122047,122152,122319,122424,122529,122624,122910,123026
32,AA7492-2,,115603,115931,120342,120613,120930,121257,121413,122624,122731,,123121,,,123458,123731,123920,124037,124204,124309,124625,124815
33,AA7323-2,,120951,121308,121708,,122319,122602,122838,123953,124048,124309,124426,124531,124742,124859,125004,125153,125309,125404,125605,125921,130049
34,AA7637-2,123447,123614,123931,124247,124647,124848,125121,125258,130154,130227,130510,130616,130721,130849,130922,131208,131431,131558,131652,131829,132050,132250
35,AA7322-2,124625,124731,125026,125426,,,130100,130249,131409,131504,,131902,131956,132155,132250,132355,132534,132650,132734,132935,133208,133409
36,AA7440-3,125710,125859,130121,130500,130944,131156,131453,131630,132650,132756,133019,133156,133314,133325,133454,133737,134000,134128,134245,134436,134726,134936
37,AA7173-3,,131027,131431,131713,132007,132250,132607,132935,134000,134056,134317,134436,134526,134737,134809,135008,135130,135245,135401,135549,135855,135951
38,AA7488-3,133230,133537,133820,,134537,134809,135119,135318,140339,140446,140707,140924,141007,141156,141301,141511,141700,141815,141921,142015,142322,142439
39,AA7149-3,,134620,134904,135245,135600,135810,140150,140306,141228,141344,,141732,141837,142110,142205,142439,142621,142728,142846,143122,143419,143619
40,AA7492-3,,135622,140234,140830,141051,141500,,142110,143325,143441,,144102,,,144508,144626,144743,144859,144953,145153,145435,145603
41,AA7323-3,140744,140946,141543,141932,142250,142450,142728,143045,144228,144402,,144848,144953,145247,145402,145531,145658,145815,145910,150104,150321,150511
42,AA7637-3,,143945,144240,144626,144953,145120,145435,145743,150841,150937,151159,151330,151413,151424,151531,151942,152058,152225,152341,152523,152822,153010
43,AA7440-4,,145910,150127,150417,150757,151105,151553,151858,153105,153221,,153737,153810,153821,153948,154224,154446,154613,154735,154936,155219,155334
44,AA7173-4,150937,151105,151424,151636,152058,152257,152844,153221,154446,154530,154735,154853,154958,155124,155208,155356,155450,155606,155700,155900,160136,160303
45,AA7367-0,,151604,151942,152424,152844,153010,153515,153759,154903,154936,155157,155313,155418,155628,155722,155911,160053,160208,160329,160437,160750,160951
46,AA7322-3,152704,152833,153315,,154119,154425,154624,154914,155944,160016,,160415,160459,160740,160824,160940,161038,161144,161301,161406,161700,161806
47,AA7488-4,153348,153515,153821,154151,154613,154831,155030,155324,160628,160707,,161002,161049,161301,161344,161511,161700,161828,161922,162123,162356,162501
48,AA7149-4,153737,154318,154635,154831,155229,155501,155743,155911,162112,162155,162345,162512,162555,162807,162851,162947,163124,163231,163325,163430,163702,163829
49,AA7706-2,,160520,161026,,162028,162301,162628,162958,165214,165235,165437,165604,165648,165806,165911,170006,170143,170258,170403,170541,170751,170940
50,AA7323-4,161649,162123,162639,,163546,163924,,,171012,171034,,171340,171412,171627,171725,171841,172054,172210,172254,172538,172748,172959
51,AA7492-4,,,,,161954,162155,162439,162606,164526,164559,164843,164937,165115,165225,165330,165426,165648,165755,165911,170038,,170320
52,AA7536-1,162818,163009,163430,,,,164737,164904,172021,172126,,172516,,172810,172904,173012,173128,173233,173349,173551,173805,173910
53,AA7248-1,163629,163840,164242,164654,165246,165553,165733,170017,173233,173338,,173815,,173921,174056,174247,174512,174629,174724,174945,175234,175401
54,AA7637-4,164431,164726,165031,165403,170038,170154,170458,170803,174556,174651,174913,175055,175200,175411,175505,175622,175748,180042,180137,180348,180703,180853
55,AA7101-2,164959,170353,170646,171045,171456,171914,172748,173055,175926,180021,180243,180442,180558,180620,180735,181009,181138,181256,181401,181549,181827,181955
56,AA7173-5,,171517,172010,172254,172937,,173528,173837,180410,180442,,180757,180842,181053,181116,181317,181444,181623,181708,181744,182006,182112
57,AA6952-1,,172722,173044,173411,173732,,,,181256,181350,181538,181733,,182017,182028,,182354,182521,182637,182757,183029,183208
58,AA7322-4,173044,173433,173837,174202,174735,174902,175223,175422,181623,181657,,,182006,182205,182249,182354,182510,182615,182735,182946,183230,183429
59,AA7488-5,174235,174322,174651,175008,175516,175726,180021,180326,182050,182122,182332,182521,182615,182746,182841,183018,183157,183303,183408,183540,183826,184004
60,AA7149-5,,175820,180254,180703,181116,181401,181733,182050,183732,183815,184004,184109,184204,184414,184519,184635,184751,184847,184941,185141,185353,185510
61,AA7492-5,,182448,182935,183241,183529,183815,184048,184414,185954,190059,,190448,190532,190543,190817,191049,191206,191334,191501,191606,191924,192219
62,AA6979-0,,182830,,183636,183953,,184436,,,,,,,,,,,,,,,193929
63,AA7101-3,,,,,,,,,,,,,,,,,,,,182852,,
64,AA7323-5,184425,185003,185342,,190059,190448,190732,191049,192828,192922,193205,193415,193519,193657,193740,193929,194118,194235,194307,194603,194806,194933
65,AA7536-2,185722,190121,190416,190659,191017,,191501,191650,193321,193447,193740,193846,,194224,194330,194508,194639,194744,194839,194944,195227,195332
66,AA7706-3,,,,,,,,,,,,,,,,185932,190121,190248,190343,190543,190828,191049
67,AA7248-2,,191650,192302,192617,192911,193310,193415,193552,194712,194817,,195205,195310,195332,195510,195733,195859,200015,200131,200330,200624,200707
68,AA7173-6,193802,194246,194435,194744,195016,195121,195343,195510,200436,200519,200707,200813,200907,201044,201055,201233,201349,201505,201559,201653,202019,202145
69,AA6952-2,200109,200319,200551,200928,201222,201621,201653,201809,202732,202838,,203142,203309,203457,203540,203613,203740,203855,203939,204043,204246,204436
70,AA7488-6,201505,201726,202135,202511,202732,203004,203152,203457,204330,204403,,204646,204730,204918,205012,205055,205202,205308,205351,205539,205740,205812
71,AA7149-6,,203131,203457,203751,204022,204200,204509,204646,205602,205656,205907,210003,210058,210131,210246,210436,210625,210730,210835,210907,211138,211232
72,AA7323-6,,205412,205624,,210120,210341,210530,210741,211654,211750,211938,212042,212136,212337,212431,212608,212735,212841,212935,213113,213408,213513
73,AA7440-5,,,211537,211844,212126,212326,212546,212713,213757,213841,214041,214207,214334,214440,214524,214640,214758,214915,215009,215147,215431,215546
74,AA7173-7,212935,213040,213241,213502,213725,213946,214207,214418,215431,215525,215702,215818,215922,220143,220215,220332,220415,220531,220647,220835,221107,221225
75,AA6952-3,214240,,214747,215104,215431,,215829,215944,220857,220929,221057,221225,,221540,221613,221730,221857,222002,222057,222141,222403,222531
76,AA7488-7,215933,220154,220625,220929,221203,221319,221603,221835,222813,222908,223107,223236,223330,223457,223603,223646,223908,224014,224058,224225,224518,224656
77,AA7149-7,,221613,221951,222214,222541,222635,222835,222930,223919,223952,,224236,224341,224507,224551,224656,224837,224952,225047,225141,225353,225447
78,AA7492-6,,223341,223741,224003,224308,224613,224739,224847,225921,230004,230203,230333,230438,230615,230709,230816,230932,231039,231156,231355,231653,231759
79,AA7323-7,224837,224952,225225,225627,225848,,230227,230354,231301,231334,231511,231620,231653,231820,231855,232003,232057,232151,232247,232503,,
80,AA7440-6,230849,,231312,231620,231918,232129,232334,232537,,,,,,,,,,,,,,
81,AA7173-8,,231918,232108,232323,232609,,,,,,,,,,,,,,,,,
