,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,-1,-1
1,MW4856-0,,,,,,,,,,,1,1,2,-1,1,-1,-1,-1
2,MW5594-0,,,,,,,,,1,-1,-1,-1,1,1,1,-1,-1,-1
3,MW4366-0,,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1
4,MW4503-0,5,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1
5,MW4557-0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1
6,MW4619-0,,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1
7,MW4647-0,1,1,1,1,2,2,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
8,MW4781-0,1,,,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1
9,MW4837-1,4,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1
10,MW4856-1,1,,1,1,1,1,1,-1,1,1,1,-1,2,1,1,-1,-1,-1
11,MP6403-0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1
12,MW5124-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
13,MW5594-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,-1
14,MW4229-0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1
15,MW4366-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
16,MW4503-1,2,1,1,1,3,2,1,-1,1,1,1,1,-1,1,1,-1,-1,-1
17,MW4557-1,1,,,1,1,1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1
18,MW4705-0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1
19,MW4619-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1
20,MW4825-0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,-1,-1
21,MW4647-1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,-1
22,MW4846-0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1
23,MW4781-1,1,1,1,1,1,1,1,-1,1,,1,,1,1,-1,-1,-1,-1
