,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MR8462-0,,,,,,,,,,,,,,,,,,,,,,,070109,070320,070541,070719,070858,070941,071047,071203,071308,071424,071529,071731,071847,072025
1,MS2365-0,,,,,,,,070109,070237,070331,070425,070509,071003,071225,071413,071529,071647,071731,071858,071952,072119,072203,072330,072849,073143,073310,073458,073647,073803,073930,074035,074152,074320,074542,074804,074920
2,MW2390-0,070941,071025,071109,071203,071341,071446,071825,071930,072130,072213,072308,072340,072838,073059,073248,073437,073604,073709,073836,073930,074035,074130,074247,074731,075003,075320,075530,075636,075720,,,,,080627,080711,081015
3,MW2856-0,072816,072922,073016,073110,,073415,073752,073858,074014,074108,074202,074258,074658,074909,075047,075214,075331,075436,075614,075709,075826,075921,080037,080544,080805,081131,081320,081447,081636,081835,081942,082121,082226,082448,082626,082825
4,MW3053-0,073836,074815,074920,075036,075258,075447,075753,075921,080026,080248,080405,080449,081058,081520,081835,082121,082226,082331,082459,082553,082742,082825,083003,083520,083815,084037,084247,084424,084646,084908,085024,085140,085342,085647,085846,090203
5,MR8026-0,080459,081037,081131,081215,081403,081509,081846,082016,082215,082320,082448,082542,083258,083626,083909,084025,084214,084309,084519,084646,084740,084846,085024,085541,085824,090046,090214,090319,090413,090541,090646,090825,091004,091142,091330,091708
6,MS1935-0,082426,084236,084330,084446,084740,,085225,085342,085436,085657,085752,085846,090457,090719,090931,091058,091258,091403,091614,091719,091835,091919,092047,092524,092745,093017,093112,093217,093300,093450,093606,093732,093953,094204,094342,094510
7,MS2259-0,082437,082531,082647,082753,083057,,083731,083931,084025,084258,084403,084446,085342,085824,090046,090236,090457,090603,,090858,091025,091131,091258,091824,092131,092418,092651,092818,093028,093228,093355,093544,093700,093942,094121,094258
8,MR8462-1,090035,090152,090257,090352,090552,090719,091120,091214,091236,091457,091614,091646,092236,092451,092651,092818,092956,093101,093217,093322,093450,093544,093700,094142,094416,094604,094732,094848,095048,095309,095425,095530,095647,095930,100109,100246
9,MW2390-1,093859,093942,094038,094153,094416,094604,094932,095142,095248,095331,095425,095520,095952,100257,100518,100636,100752,100848,101047,101152,101246,101341,101508,101930,102206,102449,102627,102805,102944,103112,103217,103355,103533,103744,103923,104230
10,MS2365-1,,,,,,,,,,,,,,,,,,,,,095353,095509,095647,100236,100518,100741,100953,101109,101203,101308,101457,101625,101803,102048,102217,102322
11,MW2856-1,100003,100130,100236,100330,100551,100730,101014,101131,101308,101403,101435,101519,102206,102500,102732,102933,103101,103217,103334,103450,103544,103628,103755,104241,104547,104809,105009,105138,105339,105551,105659,105900,110051,110346,110535,110723
12,MW3053-1,101614,102606,102700,102816,102955,103206,103544,103639,103733,103956,104051,104146,104809,105149,105423,105551,105648,105805,105943,110051,110157,110313,110429,110923,111229,111450,111523,111640,111746,111851,112019,112208,112347,112717,112857,112952
13,MR8026-1,103744,104642,104747,104914,105105,105244,105637,105743,105943,110230,110346,110418,110923,111218,111429,111523,111640,111829,111945,112114,112230,112336,112515,113025,113300,113511,113606,113828,113933,114101,114206,114405,114616,114910,115109,115352
14,MS2259-1,,110956,111039,111145,111334,111429,111818,111924,112041,112252,112431,112526,113121,113606,113828,113955,114144,114249,114427,114521,114637,114732,114848,115402,115646,115919,120110,120259,120510,120615,120836,121057,121435,121859,122059,122332
15,MS1935-1,112336,113300,113355,113511,113755,113850,114217,114322,114438,114710,114815,114848,115330,115603,115752,115858,120027,120121,120310,120415,120520,120636,120803,121247,121529,121636,121804,122005,122059,122216,122332,154611,154814,155224,155353,155738
