,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA6952-0,3,1,1,1,2,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1
1,AA7488-0,,,,,,,,,,,1,-1,-1,1,1,-1,-1,-1
2,AA7440-0,,,,,,,,,1,-1,1,-1,-1,1,1,-1,-1,-1
3,AA7322-0,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1
4,AA7101-0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1
5,AA7536-0,1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1
6,AA7706-0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
7,AA7248-0,1,,1,1,,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
8,AA7149-0,1,,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1
9,AA7488-1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,-1
10,AA7721-0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
11,AA7530-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
12,AA7440-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
13,AA7322-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1
14,AA7101-1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,-1,-1,-1
15,AA7536-1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,-1,-1,-1
16,AA7706-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1
17,AA7195-0,1,1,1,1,1,1,1,1,1,,1,1,,-1,1,-1,-1,-1
18,AA7248-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1
19,AA7149-1,1,,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
20,AA7488-2,3,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1
21,AA7440-2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1
22,AA7322-2,,,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1
23,AA7530-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
24,AA7706-2,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1
25,AA7195-1,1,1,1,1,1,1,1,1,-1,,1,1,1,1,-1,-1,-1,-1
26,AA7101-2,,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
27,AA7536-2,,1,1,1,1,1,1,1,-1,1,1,,-1,1,-1,-1,-1,-1
28,AA7248-2,1,1,1,1,1,1,1,1,1,,1,1,,-1,-1,-1,-1,-1
29,AA7149-2,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1
30,AA6952-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1
31,AA7488-3,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1
32,AA7440-3,1,,1,1,1,1,1,1,-1,1,1,-1,2,1,-1,-1,-1,-1
33,AA7322-3,,,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1
34,AA7101-3,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
35,AA7536-3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
36,AA7149-3,2,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1
37,AA7488-4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,-1,-1,-1
38,AA7440-4,1,,1,1,1,1,2,1,1,1,1,-1,-1,1,-1,-1,-1,-1
39,AA7322-4,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1
40,AA7101-4,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1
41,AA7536-4,5,,,1,1,1,1,1,1,1,1,,1,-1,1,-1,-1,-1
42,AA7248-3,1,1,1,1,1,1,1,1,1,1,1,3,1,-1,1,-1,-1,-1
43,AA7492-0,1,1,1,1,1,1,1,1,1,1,1,1,,,-1,-1,-1,
44,AA7149-4,1,,1,1,1,1,1,1,1,1,1,-1,1,-1,,,,
45,AA7195-2,1,1,1,1,1,1,4,1,1,1,1,,,,,,,
46,AA7188-0,4,1,1,1,1,1,2,,,,,,,,,,,
47,AA6952-2,1,1,1,1,1,1,2,1,-1,1,,,,,,,,
48,AA7488-5,,1,,,,,,,,,,,,,,,,
