,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7488-0,,,,,,,,,,,070111,070501,070617,070732,070828,070922,071100,071438
1,AA7536-0,,,,,,,,,070111,,070743,071921,,,,,,073215
2,AA6952-0,,,,070111,,,,,,,082514,,083819,084009,084125,084220,084303,084724
3,AA7871-0,070111,070301,070617,070805,070944,071017,071216,071311,071354,071910,072143,073121,073342,073531,073647,073741,073857,074307
4,AA7101-0,,071521,,,072248,072321,072510,072615,072658,073121,073258,074656,074856,075056,075202,075308,075424,075752
5,AA7530-0,,,072816,073027,073143,073226,073403,073458,073603,074119,074435,075552,075824,075930,080035,080141,080307,080655
6,AA7842-0,091823,073636,074003,092443,092609,092704,092758,092903,092936,075224,093752,080645,095024,095225,095330,095436,081359,095918
7,AA7637-0,074507,074740,075045,075224,075330,075403,075446,075552,075636,080108,080246,081243,081515,081631,081736,081808,081946,082207
8,AA6482-0,075824,075941,080246,,,,080918,081023,081106,081703,081946,083358,083525,083724,083841,083935,084114,084524
9,AA7488-1,081703,081808,082145,082229,082345,082419,082514,082608,082652,083125,083358,084325,084546,084724,084829,084923,085101,085323
10,AA7536-1,083431,083830,084114,084230,084336,084430,084557,084651,084745,085207,085417,090331,090542,090720,090814,090846,090940,091718
11,AA7252-0,083757,084502,084756,,,,,,,,090159,091413,091646,091855,092000,092106,092232,092515
12,AA7871-1,085050,085312,085555,085629,085736,085819,090031,090126,090223,090647,090951,091855,092117,092222,092348,092453,092548,092925
13,AA7530-1,090614,090709,091035,091224,091329,091402,091456,091550,091646,092200,092432,093539,093814,094120,094225,094341,094530,094919
14,AA7101-1,,,,090625,090730,090824,091002,091057,091140,091550,091657,,,,,,093539,094058
15,AA7418-0,091046,091434,091751,091845,091949,092044,092149,092243,092316,092736,092915,094142,094403,094519,094624,094708,094836,095141
16,AA6952-1,100246,100647,100858,,,,,,101708,,102402,103413,,,,,091235,104817
17,AA7492-0,092631,092831,093209,093306,093422,093455,093603,093719,093803,094225,094447,095613,095802,095950,100057,100152,100308,100719
18,AA7637-1,093411,093539,093858,094109,094236,094308,094414,094530,094602,095119,095258,100319,100541,100658,100803,100858,101058,101520
19,AA7195-0,093803,094530,,,,,,,,,,,,,,,,102413
20,AA6482-1,,095258,095635,095802,,,,,100519,,,102635,103001,103308,103424,103540,103740,104310
21,AA7488-2,124954,,,,125835,125919,130014,130109,102540,130605,130859,104520,104700,104900,105017,105124,105303,133057
22,AA7536-2,102939,,,,103802,103907,104003,104110,104142,104806,105017,110007,110344,110511,110616,110648,110910,111416
23,AA7871-2,,105652,105946,110123,110239,110406,110554,110659,110754,111332,111627,112753,113004,113153,113259,113405,113510,113848
24,AA7418-1,110532,111037,111448,,,,,,112109,,,114121,114342,114544,114649,114744,114901,115154
25,AA7492-1,112204,112404,112658,112753,112921,113015,113142,113321,113416,114015,114258,115354,115604,115814,115930,120035,120203,120529
26,AA7101-2,113343,113459,113837,114037,114204,114237,114448,114628,114733,115248,115604,120602,120816,121039,121144,121227,121311,121555
27,AA7530-2,115238,115404,115658,115908,120024,120057,120235,120340,120413,120944,121155,122111,122344,122630,122735,122819,122914,123156
28,AA7637-2,120656,120826,121050,121227,121332,121416,121533,121617,121701,122100,122300,123429,123555,123744,123849,123921,124016,124228
29,AA6952-2,,123838,,,,,,,,,,,,,131109,131152,131308,131858
30,AA7536-3,130511,,131214,131403,131457,131552,131741,131836,131930,,132836,,134330,134509,134615,134721,134817,135217
31,AA7871-3,,132140,132541,132708,132847,132930,133141,133257,133341,133813,134224,135427,135712,135946,140052,140147,140307,140615
32,AA7101-3,,,134035,134213,134341,134425,134553,134753,134838,135650,140008,,141535,141747,141903,142009,142125,142442
33,AA7530-3,,,135511,135650,135839,135934,140030,140147,140307,140754,141041,142147,142431,142620,142737,142843,143021,143506
34,AA7637-3,,140436,140710,140816,140922,140958,141136,141251,141335,141903,142219,143455,143720,143900,144006,144111,144227,144638
35,AA6952-3,,142843,143222,143422,143550,143615,143720,143849,143922,144533,144732,145953,,150448,150553,150658,150827,151300
36,AA7488-3,144406,144544,144911,145132,145227,145311,145438,145605,145659,150215,150604,151617,151901,152049,152154,152249,152407,152840
37,AA7536-4,,,150310,150415,150531,150604,150731,150816,150900,,,,,,,,154510,154721
38,AA7871-4,152628,152913,153313,153417,153555,153700,153805,154121,154226,,155639,161248,161533,161722,161900,162005,162122,162452
39,AA7101-4,154058,154237,154637,,,155300,155355,155923,160112,,161511,,163403,163540,163648,163754,163943,164354
40,AA7252-1,154542,154637,154922,155100,155216,155249,155405,155945,160112,161259,161544,163047,163341,163540,163648,163754,163943,164410
41,AA7530-4,154805,155027,155355,155511,155629,155712,160018,160228,160316,161332,161605,163236,163519,163659,163805,163849,163954,164410
42,AA7418-2,160206,160446,160740,161046,161204,161248,161500,161744,161954,,,164332,,,,,,165806
43,AA7706-0,,,161616,161849,162005,162039,162241,162419,162452,163109,163435,164718,165001,165257,165413,165446,165603,165958
44,AA7637-4,,,,,,,,,,162630,162845,164515,164802,164928,165056,165151,165308,165731
45,AA6952-4,162813,,,,,,,,,,,170253,170623,170847,171003,171109,171236,172154
46,AA7195-1,163446,163943,164237,164515,164610,164718,165001,165128,165203,,170432,171449,,,172205,172216,172406,173008
47,AA7149-0,164227,,,,,,,,,171616,171921,173102,173358,173610,173726,173810,173915,174814
48,AA7488-4,164526,164729,165034,165224,165413,,,,,,171449,172701,172957,173207,173314,173420,173548,173915
49,AA7536-5,165925,190532,190818,191040,191156,191302,191502,191701,191745,172049,172439,173454,173748,194253,194348,194454,194559,194841
50,AA7492-2,170539,170740,171109,171236,171353,171521,171859,172144,172250,172957,173431,174623,174930,,175403,175508,175646,180157
51,AA6701-0,171438,171627,171932,172228,172344,172428,172555,172806,172912,173537,173759,175014,175308,175540,175657,175826,175955,180502
52,AA7252-2,,173314,173704,173853,174011,174055,174316,174517,174602,175330,,,,,,,182010,182359
53,AA7871-5,173559,173904,174244,174444,174623,174729,175014,175203,175246,175804,180051,181325,181610,181810,181916,182021,182137,182609
54,AA7706-1,,,,174200,174316,174400,174506,174750,174836,175508,175859,181125,181409,181610,181716,181810,181927,182609
55,AA7530-5,174244,174455,174858,175047,175152,175236,175519,175646,175741,180302,180618,181705,181959,182242,182348,182421,182547,183052
56,AA7101-5,174433,174707,175014,175225,175352,175435,175529,175708,175815,,,181905,,,,,,183255
57,AA7418-3,180102,,180556,180850,181007,181051,181253,181504,181537,,,,,,184549,184611,184800,185455
58,AA7637-5,,,,,,,,,,181610,181821,183221,183516,183716,183928,184034,184223,184749
59,AA7488-5,,211043,211319,185116,185221,185316,185433,185549,185655,190226,190553,191607,191850,192031,192137,192231,215118,220407
60,AA7149-1,185444,185655,185917,190056,190215,190247,190448,190628,190724,191240,191429,192602,192901,193123,193229,193313,193441,193841
61,AA7871-6,191607,191701,192158,192253,192435,192540,192717,192901,192945,193452,193746,194914,195146,195357,195525,195630,195821,200139
62,AA7101-6,192912,193112,193408,,,,,194221,194315,,,200128,200412,200613,200719,200824,201003,201407
63,AA7252-3,194621,194747,195041,195251,195357,195431,195630,195748,195832,200412,200751,201759,202033,202245,202402,,,203035
64,AA7530-6,,,200952,201206,201345,201419,201608,201748,201843,202446,202741,203756,204040,204250,204356,204501,204618,205106
65,AA7637-6,202011,202128,202424,202658,202825,202857,203046,203235,203318,203851,204101,205421,205653,205904,210020,210137,210242,210559
66,AA6952-5,,,205831,,,,210610,210715,210844,211540,211646,,,213525,213641,213758,,214411
67,AA7536-6,212531,,213100,213259,213407,213442,213619,213736,213820,214304,214444,215616,215839,220018,220134,220218,220344,220720
68,AA7871-7,214221,214400,214706,214906,215056,215140,215352,215521,215616,220207,220448,221606,221843,222021,222138,222233,222349,222909
69,AA7530-7,215901,220029,220312,220424,220531,220604,220825,220920,221006,221522,221822,223110,223311,223511,223618,223712,223807,224213
70,AA7637-7,221628,221746,222021,222254,222432,222516,222739,222909,223026,223650,223915,225241,225500,225721,225826,225942,230120,230544
71,AA6482-2,223121,223406,223723,223937,224104,224137,224340,224435,224518,225008,225124,230132,230321,230449,230555,230650,230744,231049
72,AA7488-6,,230805,231100,231205,231310,231343,231531,231647,231741,232257,232530,,,,,,,
73,AA7536-7,232246,232435,,,,,,,,,,,,,,,,
