,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MX1197-0,,,,,,,,,,,,,,,,,,,,,070100,070111,070236,070758,071050,071308,071444,071559,071631,071735,071840,071955,072059,072214,072318,072413
1,MS2365-0,,,,,,,,070100,070132,070225,070257,070341,070716,070924,071111,071215,071308,071340,071455,071538,071642,071714,071840,072307,072539,072736,072830,072955,073120,073214,073246,073328,073432,073608,073712,073806
2,MR8583-0,070935,071215,071319,071402,071516,071703,071955,072059,072214,072318,072402,072456,072955,073214,073411,073504,073640,073734,073859,074005,074120,074214,074330,074830,075110,075351,075445,075622,075654,075715,075819,075902,075945,080204,080308,080414
3,MS1044-0,073942,074142,074246,074340,074540,074654,074913,074956,075203,075246,075341,075423,075935,080143,080352,080457,080612,080705,080820,080913,081017,081121,081246,081756,082036,082327,082453,082640,082827,082921,083107,083202,083318,083504,083558,083712
4,MS1935-0,082201,083224,083318,083400,,083755,084048,084142,084235,084456,084539,084643,085142,085401,085620,085714,085839,085932,090048,090153,090308,090350,090528,091039,091319,091528,091621,091808,091901,092005,092109,092224,092413,092538,092643,092747
5,MX1197-1,,085746,085839,085932,090153,090235,090600,090715,090830,090924,091017,091100,091610,091829,092037,092224,092339,092435,092538,092653,092758,092903,093029,093539,093841,094017,094121,094225,094341,094457,094550,094705,094831,095007,095111,095226
6,MS2365-1,091456,091653,091746,091840,092005,092141,092445,092538,092715,092758,092853,092946,093435,093632,093841,093955,094110,094153,094308,094424,094550,094633,094759,095237,095445,095704,095819,095913,100049,100153,100318,100350,100455,100642,100758,100841
7,MR8583-1,093227,093424,093528,093643,093851,094027,094308,094414,094550,094705,094737,094842,095402,095621,095808,095934,100038,100132,100257,100402,100517,100610,100725,101236,101615,101813,101938,102053,102218,102322,102415,102551,102655,102935,103111,103215
8,MS1044-1,095945,100142,100246,100350,,100808,101110,101215,101351,101455,101550,101636,102157,102405,102634,102727,102842,102924,103039,103143,103247,103352,103517,104040,104259,104550,104632,104809,105017,105131,105236,105352,105519,105813,105949,110115
9,MS1935-1,105142,110743,110838,110943,111141,111246,111603,111707,111740,111833,111917,112021,112556,112827,113037,113141,113318,113401,113559,113715,113831,113936,114113,114627,114940,115221,115411,115537,115652,115850,115955,120121,120342,120552,120740,120918
10,MP6025-0,112534,112722,112838,112932,113203,113307,113621,113726,113820,114019,114134,114228,114648,114836,115034,115200,115254,115349,115515,115609,115713,115756,115912,120342,120624,120857,121023,121200,121254,121339,121444,121559,121736,121957,122124,122229
11,MX1197-2,115537,115807,115901,120005,120226,120403,120657,120813,120940,121044,121127,121211,121830,122102,122323,122428,122544,122638,122804,122908,123013,123118,123245,123830,124123,124332,124436,124551,124656,124803,124907,125022,125211,125432,125609,125736
12,MS2365-2,121935,122134,122229,122418,122512,,,123150,,,,123454,123957,124206,,,,,,,,,,125819,130050,130238,130353,130509,130530,130624,130739,130857,131034,131214,131318,131444
13,MR8583-2,124803,124835,124940,125044,125211,,125620,125736,125819,130040,130144,130227,130646,130919,131128,131256,131412,131506,131643,131747,131841,132009,132146,132648,132930,133056,133307,133444,133538,133632,133737,133852,134008,134218,134333,134438
14,MS1044-2,131549,131957,132041,132135,132449,132511,132941,133045,133150,133433,133538,133643,134124,134344,134543,134709,134835,134940,135107,135202,135307,135412,135538,140102,140355,140639,140839,140933,141059,141153,141321,141425,141530,141812,142000,142054
15,MS1935-2,134637,135034,135128,135246,135506,135549,140009,140124,140156,140407,140534,140628,141037,141248,141447,141613,141729,141812,141927,142022,142115,,142346,142828,143059,143236,143341,143519,143603,143719,143845,144003,144108,144213,144329,144435
16,MX1197-3,,142922,143037,143204,143403,143530,143918,144046,144245,144529,144624,144718,145257,145611,145842,145937,150124,150240,150450,150606,150732,150827,151004,151600,151924,152134,152301,152355,152553,152647,152803,153002,153151,153350,153506,153716
17,MS2365-3,145737,150020,150114,150229,150407,150501,150838,150942,151036,151151,151307,151350,151830,152051,152250,152416,152542,152636,152836,152940,153106,153151,153329,153852,154134,154449,154659,154814,154907,155106,155221,155350,155505,155726,155925,160102
18,MR8583-3,151715,151935,152051,152156,152312,152405,152825,152929,153117,153350,153455,153611,154051,154300,154500,154626,154803,154846,155001,155106,155221,155339,155505,160040,160333,160638,160753,160921,161122,161259,161435,161603,161729,161917,162035,162140
19,MS1044-3,155034,155243,155350,155443,155621,155653,160008,160113,160300,160522,160710,160753,161216,161435,161624,161740,161856,162024,162151,162306,162435,162540,162706,163231,163502,163756,163911,164100,164215,164403,164541,164707,164835,165117,165256,165412
20,MW5943-0,162800,163452,163607,163723,163922,164027,164352,164508,164602,164824,164940,165034,165517,165726,165936,170041,170207,170323,170514,170619,170735,170855,171019,171532,171826,172046,172223,172339,172508,172634,172802,172918,173034,173232,173348,173442
21,MX1197-4,170842,171156,171250,171344,171615,171720,172014,172129,172306,172414,172508,172551,173138,173420,173651,173817,173932,174059,174225,174342,174436,174541,174707,175236,175530,175740,175917,180045,180150,180316,180446,180615,180803,181107,181308,181445
