,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,070102,070146,070251,070408,070502,070806,070943
1,MW4619-0,,,,,,,070102,070135,071120,071226,071320,071459,071616,071720,071835,071940,072025,072224,072328,072457,072551,072813,072950
2,MW4647-0,,,,070102,070135,070440,070535,070712,071742,071846,071940,072057,072224,072328,072446,072529,072624,072728,072824,072940,073117,073359,073453
3,MW4825-0,070102,070302,070557,070911,071215,071448,071720,071846,072803,072907,073001,073138,073316,073421,073558,073713,073818,074016,074110,074236,074341,074644,074821
4,MW5645-0,071258,073034,073337,073724,073922,074110,074319,074445,075335,075407,075450,075617,075754,075859,080025,080130,080234,080350,080446,080601,080749,081115,081220
5,MW5132-0,071426,073944,074204,074539,074833,074948,075240,075418,080339,080435,080529,080655,080811,080926,081126,081230,081345,081544,081648,081804,081951,082317,082505
6,MR7938-0,,,,,071542,071753,072025,072140,073149,073233,073316,073453,073609,073713,073839,073922,074005,074142,074236,074424,074550,074821,074915
7,MW5275-0,,,071627,071929,072119,072256,072519,072813,073735,073901,073944,074121,074236,074341,074518,074612,074716,074915,074948,075114,075208,075501,075555
8,MW4856-0,,,072457,072803,073106,073305,073515,073630,074601,074716,074810,074937,075103,075208,075429,075533,075628,075754,075909,080036,080140,080424,080601
9,MW5594-0,074435,074705,074843,075136,075323,075439,075743,075826,080916,081020,081104,081220,081313,081418,081533,081605,081710,081825,081919,082035,082151,082422,082609
10,MW4366-0,075544,075639,075920,080151,080435,080612,080916,081053,082003,082107,082151,082306,082432,082526,082703,082756,082902,083017,083122,083226,083343,083626,083720
11,MW4503-1,,081147,081450,081908,082046,082306,082548,082713,083742,083857,084003,084118,084244,084350,084540,084646,084750,084929,085045,085202,085350,085622,085748
12,MW4825-1,082140,083320,083626,083951,084244,084435,084707,084951,085958,090113,090217,090343,090510,090604,090751,090835,090950,091105,091220,091346,091555,091847,092013
13,MW4619-1,,082151,082328,082756,082851,082956,083216,083354,084435,084540,084635,084750,084918,084951,085056,085202,085307,085401,085505,085611,085737,090030,090134
14,MW4647-1,,084718,084940,085202,085307,085443,085654,085810,090740,090835,090918,091022,091210,091242,091451,091523,091638,091731,091825,091940,092149,092337,092515
15,MW5275-1,,085936,090249,090614,090824,090950,091242,091440,092347,092442,092525,092713,092839,092912,093038,093131,093235,093350,093455,093559,093808,094111,094309
16,MW4856-1,090835,,091105,091335,091606,091825,092107,092243,093225,093318,093412,093549,093715,093747,093923,094017,094111,094237,094341,094446,094551,094811,094926
17,MW5132-1,091627,093142,093506,093913,094132,094258,094551,094655,095629,095723,095806,095931,100058,100130,100339,100432,100537,100725,100840,100955,101143,101435,101800
18,MW5645-1,091804,091940,092149,092432,092547,092756,093059,093225,094122,094226,094320,094446,094551,094655,094843,094937,095020,095136,095208,095324,095501,095712,095817
19,MW5594-1,093830,094132,094309,094634,094822,094937,095230,095335,100213,100307,100400,100505,100610,100642,100901,100944,101038,101143,101258,101341,101529,101728,101833
20,MW4366-1,,095429,095640,095859,100202,100317,100537,100653,101718,101811,101905,102020,102135,102240,102406,102500,102604,102802,102907,102950,103044,103314,103450
21,MW4619-2,,100736,100955,,101445,101602,101843,102009,103001,103105,103159,103325,103440,103544,103721,103921,103932,104130,104240,104334,104532,104825,
22,MW5645-2,,,,,,,,,,,,,,,,,,,,,101539,115232,115409
23,MW4825-2,101800,102135,102323,102657,102950,103127,103335,103555,104731,104836,104932,105108,105247,105352,105552,105647,105803,110013,110129,110213,110413,110706,110832
24,MW4503-2,,103743,104119,104532,104731,104932,105247,105529,110518,110633,110728,110916,111042,111126,111419,111524,111650,111755,111910,112026,112246,112601,112728
25,MW5594-2,115827,120057,120307,120518,120655,120800,121114,121231,122109,122141,122227,122333,122438,122521,122708,122803,122857,122950,123055,123137,104251,123523,123701
26,MW4647-2,105540,105625,105908,110224,110424,110601,110916,111020,112037,112109,112152,112341,112436,112519,112728,112822,112937,113103,113209,113252,113357,113606,113721
27,MW5275-2,,,112601,112854,113031,113135,113357,113501,114518,114600,114654,114820,114937,115031,115157,115254,115337,115452,115546,115701,115806,120036,120151
28,MW4856-2,,,114445,114737,114937,115157,115431,115556,120601,120655,120738,120854,120958,121052,121220,121324,121418,121523,121629,121733,121849,122130,122300
29,MW4366-2,,122300,122657,122950,123243,123430,123744,123921,124905,124937,125020,125146,125254,125326,125514,125640,125734,125910,130025,130130,130329,130529,130716
