,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7492-0,,,,,,,,,,,,,,,,,070109,070259
1,AA7323-0,,,,,,,,,,,070109,070859,071109,071247,071352,071447,071603,072003
2,AA7536-0,,,,,,,,,070109,,070720,071636,071752,071919,072025,072108,072202,072414
3,AA7637-0,070109,,070259,070354,070510,070543,070615,070709,070742,071331,071447,072508,072613,072718,072824,072930,073046,073308
4,AA7440-0,072329,,072824,073002,073140,073224,073308,073425,073509,,074530,075741,080036,080236,080352,080519,080708,081141
5,AA7322-0,,,,,,,,,,072530,072740,073847,074036,074246,074340,074457,074602,074951
6,AA7173-0,073319,073509,073825,074025,074141,074224,074318,074435,074530,075045,075235,080436,080636,080836,080952,081057,081214,081647
7,AA6952-0,074329,,075024,075225,075403,075436,075541,075708,075803,080414,080825,082036,082320,082541,082646,082751,082930,083500
8,AA7488-0,075319,075719,080036,080236,080341,080425,080552,080741,080847,081436,081802,082836,083119,083331,083425,083605,083754,084437
9,AA7149-0,080457,,081141,081236,081414,081447,081614,081802,081835,082425,082657,083827,084100,084238,084426,084521,084626,085143
10,AA7101-0,081824,082025,082342,082458,082614,082708,082825,083003,083057,083711,083933,085122,085356,085608,085725,085830,085946,090548
11,AA7492-1,,082803,083425,083627,083754,083838,084038,084238,084343,,085429,090548,090936,091116,,091328,091705,092043
12,AA7323-1,083933,084121,084437,084615,084731,084826,084921,085122,085206,085819,090113,091244,091517,091716,091832,091937,092043,092620
13,AA7248-0,084553,,085110,085228,085356,085503,085619,085714,085747,090302,090429,091611,091854,092043,092159,092254,092653,092904
14,AA7637-1,090536,090747,091054,091233,091339,091411,091506,091611,091644,092221,092421,093853,094136,094303,094419,094503,094630,095030
15,AA7536-1,,,,,,,,,090820,091716,091948,,093336,093547,093653,093758,093904,094136
16,AA7322-1,091233,091506,091810,091854,091959,092032,092210,092316,092348,092958,093336,094336,094640,094756,094935,095030,095124,095536
17,AA7530-0,091948,092326,092737,092914,093031,093136,093314,093409,093452,094503,095008,100136,100431,100630,100746,100852,101040,101630
18,AA7440-1,093053,093219,093642,093853,094020,094053,094303,094419,094503,095302,095536,100808,101113,101357,101514,101641,101757,102230
19,AA7173-1,093904,094031,094441,094619,094746,094841,094935,095030,095113,095852,100042,101303,101557,101724,101840,101945,102052,102430
