,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,1,-1,-1,-1,1,-1,-1
1,MX3651-0,,,,,,,,,,,,,,1,-1,1,3,-1,-1,-1,-1,1,-1,-1
2,MX4598-0,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,2,-1,1,-1,-1
3,MX4365-0,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
4,MX4458-0,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1
5,MX4535-1,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1
6,MX3651-1,-1,-1,1,-1,5,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
7,MX4365-1,2,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,2,-1,-1,3,1,-1,-1
8,MX4458-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1
9,MX4535-2,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1
10,MX3651-2,,,1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,2,1,1,-1
11,MX4598-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,2,-1,1,2,1,3,-1
12,MX4365-2,1,-1,1,-1,2,-1,1,1,1,1,1,1,1,1,1,-1,2,2,-1,1,3,1,1,-1
13,MX4458-2,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,2,1,-1,1,-1,1,2,-1
14,MX4535-3,,,,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,2,-1,3,1,1,1,-1
15,MX3651-3,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,2,-1,1,3,1,1,-1
16,MX4598-2,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,2,2,-1,1,2,1,2,-1
17,MX4365-3,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,2,1,1,1,-1
18,MX4458-3,1,1,,,,,,,,,,,,,,,,,,,,,,
19,MX3651-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,2,2,1,2,-1
20,MX4598-3,5,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,3,1,1,-1
21,MX4365-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,3,4,1,1,-1
22,MX4535-4,3,1,5,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,3,-1,2,2,1,1,-1
23,MX3651-5,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,2,1,1,-1
24,MX4535-5,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,3,1,-1,1,2,1,1,-1
25,MX3651-6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,-1
26,MX4598-4,1,1,1,1,4,-1,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,-1
27,MX4535-6,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,-1
28,MX4598-5,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,2,-1,-1,1,2,1,1,-1
29,MR7893-0,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1
30,MX4535-7,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,,,,,
