,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,070107,070226,070310
1,MX4338-0,,,,,,,,,,,,,,,,,,,,,070107,070153,070310,070426,070520,070647,070720
2,MX4383-0,,,,,,,,,,,070107,070120,070215,070353,070459,070531,070658,070847,070930,071119,071247,071552,071805,071932,072037,072154,072249
3,MR8024-0,,,,,070107,070331,070542,070636,070803,071003,071236,071805,071921,072027,072154,072249,072418,072536,072620,072641,072820,073115,073242,073442,073548,073704,073809
4,MX1197-0,,070107,070342,070459,070531,070709,070803,070909,071025,071236,071637,072249,072356,072547,072725,072842,073010,073148,073231,073421,073559,073937,074116,074339,074438,074554,074649
5,MX4551-0,070259,071330,071530,071659,071754,072122,072356,072452,072631,072853,073104,073621,073726,073842,074010,074116,074244,074350,074438,074521,074649,075015,075239,075429,075546,075703,075758
6,MX4535-0,070321,070625,070952,071057,071141,071447,071659,071805,072005,072238,072452,073209,073326,073453,073748,073831,074021,074149,074244,074414,074554,074954,075216,075418,075535,075703,075747
7,MW3291-0,071119,,072037,072133,072205,072452,072609,072704,072853,073104,073526,074105,074211,074328,074438,074532,074700,074754,074849,075015,075205,075546,075758,,080137,080304,080359
8,MX4598-0,,072216,072418,072514,072631,072842,073042,073137,073358,073537,073926,074449,074627,074743,074859,075004,075132,075216,075300,075418,075557,075925,080031,080242,,080526,080559
9,MX4614-0,,072652,073104,073137,073220,073526,073758,074021,074244,074532,074754,075311,075440,075557,075725,075809,075914,075958,080031,080104,080220,080537,080725,080926,081032,081148,081220
10,MX3651-0,073442,074010,074339,074459,074616,075608,075758,080115,080359,080609,081032,081536,081642,081830,082021,082104,082254,082348,082432,082621,082751,083205,083312,083534,083639,083745,083850
11,MX4021-0,,074816,075429,075546,075747,080725,080916,081325,081558,081853,082254,082846,083015,083217,083355,083534,083723,083944,084029,084112,084251,084609,084758,084947,085103,085230,085325
12,MX3783-0,075344,075619,080736,080916,081043,081820,082021,082137,082454,082857,083300,083828,083933,084206,084431,084704,084936,085135,085230,085314,085432,085750,090014,090226,090322,090440,090513
13,MX4159-1,080431,081032,082337,082515,082943,083512,083818,083933,084302,084725,085135,085716,085845,090003,090215,090322,090557,090747,090831,090915,091042,091422,091623,092005,092111,092206,092300
14,MX4338-1,081325,082010,082835,082943,083217,083723,084018,084144,084514,084936,085336,085856,090003,090120,090249,090440,090725,090937,091021,091105,091233,091623,091731,092005,092111,092227,092322
