,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
10,MS5097-1,,082744,082839,083007,083113,083314,083357,083503,083557,083630,083758,083831,083915,084255,084636,084742,084826,084942,085015,085142,085215,085342,085532,085732,085816,090006,090111,090145,090303,090336,090420,090547,090620,090653,090811,091117,091236,091415,091521,091616,091649,091849,092007,092113,092325,092454,092730,092825,093016,093111,093207,093241,093644,093858,094111,094206,094303,094409,094537,094621,094715,094810,094938,095426,095710,095943,100122,100230,100303,100410,100516,100611,100717,100811,100918,101045
11,MW2780-1,,084446,084603,084826,085015,085320,085404,085459,085605,085659,085911,090006,090145,090453,090833,091000,091044,091203,091309,091437,091521,091722,091922,092124,092219,092348,092516,092611,092825,092921,093016,093207,093252,093325,093442,093814,094004,094133,094230,094347,094420,094548,094643,095044,095203,095353,095648,095804,095943,100049,100144,100230,100633,100811,101001,101107,101214,101257,101458,101604,101658,101752,101920,102438,102724,102958,103147,103336,103442,103623,103707,103848,103954,104122,104252,104409
12,MW3430-1,090111,092325,092611,092825,093016,093144,093241,093336,093442,093526,093644,093729,093909,094252,094715,094905,095000,095106,095150,095331,095415,095615,095804,100016,100049,100303,100443,100538,100749,100833,100907,101023,101118,101150,101257,101604,101804,101920,102026,102215,102259,102502,102619,102735,103042,103209,103526,103656,103730,103954,104111,104155,104631,104906,105106,105225,105404,105521,105711,105830,105947,110031,110221,110831,111148,111422,111550,111708,111858,112026,112142,112321,112438,112627,112807,112935
13,MS2259-1,,090358,090537,090653,090748,090949,091106,091247,091309,091353,091510,091616,,092018,092348,092516,092611,092741,,093016,093038,093230,093336,093548,093644,,093942,094016,094144,094241,094314,094420,094453,094515,094621,094916,094949,095203,095247,095415,095448,095626,095804,100230,,,100800,100918,101056,101203,101246,101319,,101931,102110,102215,102321,102438,,102640,102735,102902,,103431,103753,104038,104049,104347,104609,104653,,,,,105236,105342
14,MW2856-1,,094241,094358,094515,094748,095000,095106,095224,095404,095437,095553,095648,095753,100133,100516,100633,100706,100811,100856,101056,101128,101425,101625,101836,101909,102121,102237,102332,102502,102557,102629,102724,102746,102808,102924,103253,103442,103634,103717,103859,103932,104122,104252,104726,104844,105055,105437,105616,105745,110009,110115,110159,110639,110904,111104,111221,111338,111506,111624,111752,111942,112048,112215,112700,112957,113241,113420,113655,113833,113939,114131,114310,114500,114712,114818,114946
15,MW5645-0,095224,101836,102037,102204,102438,102808,102852,102947,103042,103136,103253,103358,103537,103921,104325,104452,104537,104642,104726,104917,105012,105203,105404,105616,105638,105841,105947,110042,110159,110308,110342,110438,110500,110555,110701,111042,111243,111506,111602,111741,111803,112015,112120,112416,112700,112829,113136,113231,113325,113537,113643,113716,114215,114427,114617,114723,114851,115008,115136,115254,115422,115528,115655,120159,120509,120805,120923,121040,121157,121316,121422,121624,121730,122003,122226,122354
16,MW3053-1,,100348,100527,100706,101023,101203,101246,101330,101614,101647,101836,101920,102121,102535,102947,103114,103147,103253,103358,103537,103612,103815,104017,104218,104252,104441,104547,104631,104855,104950,105106,105203,105247,105353,105510,105830,105947,110115,110221,110331,110415,110628,110724,110926,111126,111254,111517,111613,111814,112037,112142,112226,112627,112840,113052,113136,113252,113409,113537,113655,113800,113844,114002,114500,114745,115147,115305,115422,115539,115707,115804,120032,120159,120425,120520,120626
17,MW2390-2,,103612,103932,104144,104420,104631,104906,105012,105236,105331,105543,105649,105756,110234,110639,110809,110853,111020,111104,111221,111254,111433,111635,111858,111953,112204,112321,112427,112606,112649,112722,112851,112913,112946,113103,113420,113610,113811,113939,114131,114215,114449,114555,114829,114946,115136,115411,115517,115549,115815,115931,120021,120604,121018,121157,121349,121528,121613,121752,121847,122014,122120,122259,122807,123113,123255,123424,123541,123649,123817,124008,124137,124254,124425,124543,124701
18,MW3496-2,,105353,105638,105852,110245,110650,110926,111159,111349,111506,111719,111814,111953,112416,112829,112935,113019,113136,113219,113336,113420,113610,113800,114014,114047,114237,114343,114449,114650,114723,114756,114935,115019,115136,115243,115611,115753,115920,120104,120255,120306,120520,120626,120934,121135,121254,121646,121752,121941,122058,122215,122248,122807,123040,123232,123340,123457,123616,123755,123850,124019,124115,124232,124756,125105,125400,125551,125646,125814,130048,130216,130354,130544,130701,130903,131031
19,MS5097-2,,111506,111730,111942,112048,112343,112606,112733,113030,113147,113303,113358,113526,113950,114332,114438,114522,114650,114734,114913,114957,115209,115422,115655,115753,115956,120104,120211,120339,120414,120447,120626,120637,120710,120828,121146,121411,121602,121708,121847,121920,122142,,122606,122756,122935,123232,123351,123457,123711,123828,123901,124328,124605,124756,124904,125021,125127,125317,125400,125506,125551,125741,130227,130555,130755,130840,131020,131220,131432,131527,131647,131850,132052,132253,132431
20,MW2780-2,,113219,113347,113643,113844,114109,114332,114449,114807,114946,115147,115338,115539,120008,120403,120520,120604,120721,120817,120945,121040,121231,121422,121719,121803,121941,122226,122310,122427,122511,122555,122650,122734,122902,123008,123340,123530,123744,123923,124042,124126,124305,124414,124701,124937,125043,125422,125518,125707,125943,130048,130132,130555,130755,130936,131052,131158,131304,131454,131614,131743,131850,132029,132548,133033,133510,133715,133843,134000,134128,134246,134426,134616,134820,135010,135212
21,MS2259-2,115041,115147,,115549,115815,115920,120008,120414,120509,120553,120732,120839,121422,121803,122131,122310,122332,122534,122617,,,,123220,123413,123446,123627,123755,123839,124042,124137,124232,124350,124425,124447,124554,124926,125455,,,125707,125803,125954,130048,130533,,,131147,131304,131410,131636,131732,131805,132231,132420,132559,132705,132844,,,133236,133342,133459,133556,134045,134353,134904,135032,135138,135256,135435,,135731,135943,140038,140239,140512
22,MW3430-2,120436,121040,121231,121624,121741,122058,122343,122628,123040,123135,123340,123457,123616,124232,124639,124756,124831,124937,125021,125211,125306,125506,125741,125943,130015,130154,130310,130354,130701,130733,130829,130947,131031,131103,131231,131527,131636,131805,132007,132157,132242,132548,132643,133320,133556,133810,134056,134224,134353,134459,134605,134637,135200,135457,135635,135742,135859,140005,140133,140217,140323,140417,140555,141032,141350,141720,141921,142050,142337,142516,142610,142754,142910,143145,143303,143445
23,MW2856-2,,123329,123508,123649,124031,124458,124617,124723,124948,125127,125317,125433,125602,130004,130405,130522,130606,130744,130840,131009,131052,131242,131443,131720,131828,132018,132124,132219,132431,132537,132654,132833,132927,133044,133225,133556,133810,134056,134224,134404,134437,,,,135402,135508,135804,135859,140038,140301,140417,140501,140947,141149,141350,141540,141646,141742,141944,142039,142157,142304,142432,142910,143241,143614,143658,143837,144027,144208,144422,144550,144753,145048,145238,145408
24,MW5645-1,,125506,125656,125910,130026,130332,130438,130606,130755,130936,131209,131348,131505,131923,132336,132453,132527,132654,132727,133000,133044,133236,133448,133651,133726,133905,134034,134118,134257,134342,134437,134543,134616,134736,134853,135138,135223,135351,135457,135646,135910,140122,140239,140628,140830,140947,141306,141423,141551,141815,141921,142006,142410,142707,142849,143006,143145,143241,143411,143518,143658,143731,143859,144422,144742,145059,145143,145346,145441,145610,145811,150036,150153,150428,150534,150745
25,MW2390-3,130914,131304,131432,131625,131754,132135,132219,132336,132527,132727,133011,133139,133203,133810,134320,134532,134626,134820,134904,135043,135138,135402,135635,135848,135921,140100,140250,140355,140523,140628,140723,140807,140852,140947,141127,141507,141646,141848,141944,142124,142505,142910,143039,143347,143625,143837,144231,144400,144529,144804,144942,145026,145632,145854,150120,150321,150450,150618,150840,151009,151126,151233,151435,152040,152858,153556,153712,153957,154158,154505,154644,154919,155058,155312,155451,155640
26,MW3496-3,133106,133331,133448,133748,133916,134139,134426,134532,134747,134937,135200,135318,135340,135753,140155,140301,140334,140428,140512,140650,140734,141010,141222,141434,141507,141646,141837,141944,142135,142219,142337,142432,142516,142643,142805,143050,143217,143336,143456,143709,144049,144337,144456,144719,144848,145004,145300,145419,145632,145905,150003,150058,150556,150914,151126,151306,151445,151603,151806,151923,152040,152146,152326,152847,153640,154114,154231,154516,154644,154919,155047,155334,155501,155651,155746,155906
27,MS5097-3,134758,135624,140038,140250,140501,140830,141010,141328,141529,141709,141921,142124,142253,142754,143217,143434,143529,143658,143837,144005,144049,144253,144456,144731,144826,144942,145121,145205,145346,145452,145654,145811,145905,150025,150153,150523,150723,150914,151042,151401,151626,151850,152007,152644,152836,152931,153259,153404,153556,153819,153936,154030,154611,154858,155036,155153,155312,155451,155618,155713,155822,155906,160025,160545,161125,161719,161837,162006,162135,162350,162509,162639,162745,162945,163136,163304
28,MW2780-3,140947,141306,141529,141753,142006,142231,142505,142707,143123,143325,143540,143731,143943,144326,144753,144953,145026,145132,145227,145419,145514,145705,145916,150058,150153,150332,150439,150545,150818,150852,151020,151126,151210,151328,151529,151850,152007,152146,152326,152814,153120,153404,153510,153841,154041,154253,154644,154814,154909,155131,155345,155418,155906,160120,160249,160418,160512,160618,160808,160924,161041,161147,161315,161753,162208,162818,162945,163136,163304,163454,163611,163750,163856,164014,164153,164333
29,MS2259-3,,143336,143434,143603,174414,144122,144433,144539,175209,144953,145216,175622,145514,150036,150439,150606,150745,150914,180947,181147,151317,151614,151817,152018,152124,152315,152527,152622,152836,153014,153248,153415,153459,153629,153756,154114,154253,154549,154706,155226,155356,155629,155759,185132,185332,160512,160840,160946,161125,161359,161527,161635,162231,162520,162701,162851,163008,163136,163326,192331,163600,163644,163823,164311,164701,165147,165254,165527,165823,170003,170131,,195010,171011,171033,195458
30,MW3430-3,,,145951,150259,150701,151042,151306,151445,151743,152007,152146,152337,152505,152909,153510,153723,153830,153936,154030,154231,154326,154611,154836,155058,155131,155334,155451,155534,155713,155759,155855,160120,160204,160344,160512,160840,161008,161147,161315,161922,162231,162520,162701,163030,163304,163432,163728,163856,164120,164355,164523,164606,165136,165359,165600,165727,165856,170025,170152,170259,170406,170501,170641,171203,171530,171743,171933,172122,172250,172441,172609,172758,172916,173213,173415,173531
31,MW2856-3,151328,151552,151721,152007,152231,152527,152655,152825,153036,153204,153404,153556,153734,154242,155142,155301,155345,155512,155607,155746,155833,160036,160300,160502,160534,160756,160935,161019,161209,161253,161411,161624,161657,161741,161911,162254,162436,162650,162829,163315,163655,163918,164025,164153,164333,164406,164808,164924,165041,165315,165505,165549,170119,170406,170545,170725,170831,171000,171117,171235,171352,171447,171615,172122,172441,172715,172831,172949,173128,173415,173521,173700,173820,174033,174234,174436
32,MW3053-2,,153723,153947,154253,154549,154858,155120,155238,155439,155629,155906,160003,160131,160512,161125,161315,161337,161454,161624,161804,161911,162135,162339,162531,162555,162756,162945,163041,163231,163337,163454,163706,163801,163907,164025,164439,164617,164946,165136,165621,170036,170406,170512,171150,171436,171541,171859,172005,172217,172503,172631,172726,173235,173521,173722,173831,173937,174055,174234,174341,174447,174521,174711,175147,175432,175717,175835,180015,180227,180440,180546,180735,180925,181147,181256,181446
33,MW5645-2,,155810,155928,160355,160924,161157,161231,161454,161730,161848,162113,162208,162316,162712,163136,163410,163505,163706,163812,164003,164047,164428,164639,164851,164935,165114,165243,165410,165643,165716,165812,165929,170014,170203,170310,170608,170736,170842,171011,171403,171626,171849,171954,172144,172312,172452,172748,172905,173022,173309,173459,173542,174021,174245,174447,174532,174649,174755,174923,175029,175158,175242,175432,175930,180227,180535,180640,180757,181053,181424,181614,181743,181911,182219,182304,182433
34,MW2390-4,,161741,162006,162220,162436,162628,162840,163125,163443,163549,163739,163823,164003,164344,164745,164924,164957,165136,165232,165410,165432,165643,165856,170108,170141,170322,170501,170534,170758,170904,171011,171203,171246,171425,171615,171954,172111,172356,172514,172642,173000,173224,173331,173638,173831,174021,174425,174554,174638,174934,175103,175209,175717,175930,180059,180205,180311,180440,180557,180651,180808,180841,181031,181530,181922,182337,182539,182645,182825,182953,183132,183311,183428,183746,183841,183958
35,MW3496-4,163315,163538,163728,163951,164153,164417,164523,164639,164808,164913,165114,165158,165315,165727,170131,170248,170310,170439,170545,170714,170810,171000,171150,171330,171403,171541,171710,171816,171922,172016,172111,172206,172239,172419,172525,172758,172949,173055,173224,173331,173448,173808,173937,174341,174458,174638,174945,175051,175220,175505,175622,175655,180205,180429,180640,180746,180852,181009,181147,181233,181340,181413,181508,182029,182337,182550,182707,182814,182953,183143,183249,183417,183523,183757,183852,184021
36,MS5097-4,,165654,165845,170057,170322,170641,170714,171022,171257,171436,171648,171933,172100,172441,172927,173055,173150,173309,173353,173542,173638,173842,174117,174447,174521,174616,174755,174851,175040,175125,175209,175348,175432,175505,175611,175919,180205,180429,180502,180640,180702,180914,181031,181402,181603,181743,182146,182315,182433,182707,182847,182953,183406,183556,183746,183852,184021,184127,184317,184446,184540,184657,184804,185300,185701,185902,190032,190211,190350,190509,190615,190732,190900,191038,191242,191410
37,MW2780-4,,171637,171732,171922,172038,172301,172514,172642,172854,172938,173139,173258,173331,173711,174055,174234,174245,174436,174521,174700,174744,175018,175315,175516,175549,175717,175846,175942,180143,180216,180300,180356,180429,180513,180640,180947,181115,181340,181435,181541,181636,181837,181932,182337,182506,182634,182953,183059,183226,183512,183651,183735,184200,184424,184551,184731,184826,185016,185121,185216,185311,185354,185522,190032,190318,190542,190732,190911,191016,191207,191316,191410,191516,191611,191706,191834
38,MW3430-4,,175633,175835,180015,180121,180334,180546,180713,181031,181137,181424,181508,181658,182103,182455,182645,182751,182920,182953,183205,183300,183501,183735,183936,184010,184148,184328,184435,184646,184742,184837,184954,185016,185059,185216,185555,185745,185957,190032,190149,190233,190414,190509,190838,191049,191242,191549,191706,191823,192141,192247,192331,192839,193103,193244,193350,193456,193614,193804,193910,194016,194111,194216,194713,195054,195352,195520,195709,195827,200018,200134,200251,200345,200607,200830,200947
39,MW2856-4,,181647,181815,182040,182242,182634,182718,182825,183026,183110,183322,183406,183545,183936,184349,184540,184624,184804,184910,185059,185154,185416,185650,185924,190009,190211,190328,190436,190721,190816,190911,191144,191242,191410,191549,191939,192046,192258,192415,192531,192615,192839,192946,193148,193401,193540,193826,193932,194027,194300,194450,194534,195054,195308,195447,195614,195720,195827,195956,200101,200218,200313,200451,200936,201211,201412,201541,201720,201838,201944,202051,202219,202316,202521,202605,202745
40,MW5645-3,183757,183925,184148,184328,184446,184646,184837,185005,185132,185238,185533,185628,185734,190149,190542,190732,190816,190943,191027,191218,191253,191516,191739,191950,192035,192236,192353,192437,192615,192721,192817,192946,193019,193052,193159,193551,193647,193826,193921,194038,194122,194249,194355,194607,194746,194842,195210,195308,195425,195531,195720,195805,200251,200440,200618,200713,200830,200958,201116,201200,201329,201423,201541,202113,202425,202616,202819,202936,203052,,,,,203918,204003,204141
41,MW3053-3,,190403,190615,190816,191016,191253,191454,191600,191706,191812,191950,192108,192247,192637,193030,193232,193255,193412,193529,193720,193826,194027,194216,194418,194512,194652,194831,194948,195210,195256,195403,195553,195636,195816,195922,200251,200451,200651,200757,200903,201010,201138,201307,201732,201911,202007,202339,202448,202521,202756,202903,202936,203421,203706,203907,204046,204214,204320,204459,204553,204734,204830,205009,205531,205932,210155,210324,210430,210536,210703,210820,210948,211105,211309,211509,211626
42,MW2390-5,,192342,192531,192743,193137,193306,193412,193507,193636,193731,193859,194005,194122,194512,194915,195054,195126,195245,195330,195458,195603,195838,200050,200324,200356,200546,200702,200746,200903,200947,201032,201149,201222,201350,201507,201805,201955,202135,202242,202350,202425,202605,202700,203041,203231,203348,203655,203813,204003,204247,204426,204510,204958,205246,205436,205541,205709,205826,210016,210049,210155,210240,210408,211010,211341,211626,211745,211851,212019,212135,212304,212421,212516,212717,212920,213026
43,MW3496-5,,194629,194831,195021,195116,195341,195436,195531,195636,195754,195900,195956,200112,200440,200830,200947,201021,201127,201222,201350,201445,201636,201816,202007,202040,202219,202339,202425,202627,202711,202745,202841,202947,203041,203147,203516,203622,203739,203845,203940,204003,204225,204320,204734,204925,205020,205308,205414,205509,205731,205815,205859,210313,210536,210703,210820,210916,210959,211116,211213,211331,211415,211520,212019,212432,212717,212857,213015,213205,213417,213511,213629,213735,213841,214020,214136
44,MS5097-5,,200757,200841,201021,201043,201340,201412,201507,201614,201732,201900,201955,202135,202521,202852,203030,203103,203209,203242,203454,203549,203802,204035,204258,204331,204426,204531,204615,204841,204925,205020,205115,205202,205257,205414,205709,205910,210049,210217,210324,210346,210452,210558,210726,210937,211043,211341,211425,211542,211756,211935,212030,212432,212644,212813,212920,213026,213109,213238,213332,213428,213511,213618,214104,214444,214750,214950,215057,215236,215415,215510,215616,215711,215912,215956,220124
45,MW2780-5,,203326,203516,203739,203940,204225,204320,204415,204543,204649,204819,205009,205137,205541,210016,210217,210302,210452,210609,210737,210820,211021,211246,211520,211615,211756,212041,212135,212326,212421,212505,212621,212717,212835,213015,213406,213618,213746,213841,214031,214104,214305,214422,214833,215047,215152,215553,215711,215840,220102,220220,220316,220855,221128,221413,221541,221743,221910,222100,222155,222323,222407,222556,223156,223548,223824,223941,224142,224249,224417,224511,224639,224808,225031,225147,225422
46,MW3430-5,205731,205848,210049,210313,210419,210737,210926,211032,211139,211320,211436,211604,211756,212135,212549,212749,212835,213015,213058,213311,213406,213556,213808,214020,214053,214220,214316,214400,214600,214644,214728,214844,214928,215003,215119,215426,215616,215806,215912,220029,220102,220210,220316,220654,220811,220844,221213,221329,221519,221743,221848,221932,222502,222735,222913,223040,223146,223253,223409,223515,223611,223655,223846,224406,224734,224925,225104,225209,225316,225433,225539,225646,225754,230006,230207,230314
47,MW3053-4,,212633,212835,213015,213120,213355,213544,213629,213757,213925,214053,214209,214400,214801,215214,215354,215459,215616,215700,215829,215912,220135,220338,220549,220610,220811,220939,221044,221235,221329,221413,221457,221541,221708,221837,222206,222312,222546,222713,222818,222851,222957,223113,223526,223739,223835,224058,224216,224311,224427,224606,224701,225104,225327,225517,225602,225709,225816,225955,230028,230145,230229,230336,230825,231131,231419,231535,231703,231757,231925,232021,232115,232232,232549,232717,232844
48,MW2390-6,214706,214801,214928,215141,215258,215521,215638,215850,215956,220102,220243,220410,220549,220950,221341,221457,221541,221708,221753,221932,222016,222228,222440,222651,222724,222851,223018,223113,223242,223326,223358,223515,223611,223739,223857,224227,224438,224712,224819,224936,225009,225125,225232,225635,225816,225922,230251,230409,230549,230803,230941,231025,231525,231757,232010,232126,232221,232326,232506,232600,232706,232800,232927,,,,,,,,,,,,,
49,MW3496-6,,221329,221530,221719,221815,222122,222345,222502,222629,222818,222957,223124,223208,223537,223941,224058,224131,224238,224344,224500,224544,224723,224947,225136,225220,225349,225455,225550,225709,225754,225827,225944,230017,230050,230145,230431,230549,230741,230836,230952,231025,231131,231240,231725,231903,232053,232305,232422,232600,232706,232844,232917,,,,,,,,,,,,,,,,,,,,,,,,
50,MS5097-6,,,224511,224701,224756,224947,225031,225114,225220,225316,225506,225550,225624,225944,230325,230431,230527,230622,230657,230836,230908,231110,231313,231514,231547,,231747,231852,232021,232053,232126,232221,232253,232411,232538,232855,232938,233106,233200,233317,233350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
