,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA6345-0,,,,,,,,,,,,070107,070215,070321,070459,070605,070700,070754,070859,071015,071120,071436,071635
1,AA7312-0,,,,,,,,070107,070711,070816,070910,071048,071215,071320,071530,071635,071741,071824,071943,072110,072226,072500,072638
2,MW4647-0,,,,,070107,070248,070520,070700,071614,071803,071859,072037,072215,072332,072544,072638,072754,072955,073101,073206,073344,073700,073816
3,AA7286-0,,,070107,070142,070510,070638,070838,070943,071943,072048,072142,072310,072428,072544,072732,072816,072911,073133,073206,073333,073554,073837,073933
4,AA7637-0,070107,070754,070932,071203,071530,071814,072048,072153,073206,073300,073406,073543,073710,073816,074018,074050,074207,074312,074355,074512,074556,074829,074913
5,AA7721-0,070107,070120,070310,070649,071037,071236,071331,071447,072555,072627,072732,072911,073050,073155,073322,073427,073543,073710,073826,073943,074145,074501,074606
6,MS4934-0,,,,,070331,070459,070711,070816,071719,071824,071921,072059,072226,072332,072555,072649,072754,072955,073101,073217,073344,073710,073826
7,MW4229-0,,,071203,071331,071719,071932,072215,072500,073311,073427,073522,073649,073816,073922,074050,074134,074229,074428,074534,074650,074745,075030,075113
8,MR7938-0,,,,,071458,071614,071910,072037,072944,073050,073133,073300,073417,073511,073638,073743,073837,074007,074112,074250,074344,074650,074745
9,MW4781-0,,,071824,072215,072343,072616,072849,072944,073922,074112,074207,074344,074501,074606,074756,074851,074946,075157,075251,075408,075545,075850,075946
10,AA74-92-0,,072215,072428,072816,073133,073438,073605,073910,074946,075102,075157,075335,075451,075556,075723,075829,075946,080102,080207,080324,080356,,
11,AA7479-0,,072816,073050,073355,073638,073816,074050,074145,075124,075230,075324,075440,075607,075723,075902,075957,080102,080229,080334,080451,080545,,
12,AA6832-0,073028,075052,075419,075818,080040,080251,080523,,,,,,,,,,,,,,,,
13,AA7530-0,074007,074334,074556,074935,075219,075556,075734,075850,,,,,,,,,,,,,,,
14,MP6359-0,,075640,075839,080145,080451,,,,,,,,,,,,,,,,,,
15,AA7759-0,080218,080555,,,,,,,,,,,,,,,,,,,,,
