,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4041-0,,,,,,,,,,,,,,,,,,,,,,,,,070109,070155,070239
1,MX4159-0,,,,,,,,,,,,,,,,070109,070122,070206,070250,070429,070545,070937,071104,071305,071349,071506,071550
2,MX4338-0,,,,,,,,,,,,070109,070144,070250,070407,070451,070618,070734,070808,070853,071009,071400,071506,071646,071751,071918,071951
3,MX4365-0,,,,,,,,,,070109,070206,070724,070819,070926,071053,071148,071316,071455,071602,071624,071751,072108,072235,072426,072531,072658,072730
4,MX4383-0,,070109,070217,070301,070323,070523,070629,070651,070808,071009,071232,071730,071834,071940,072035,072108,072224,072415,072458,072542,072647,073002,073140,073351,073456,073550,073646
5,MX4458-0,070109,,071856,071940,072046,072319,072520,072614,072814,072929,073308,073823,073918,074003,074108,074140,074257,074342,074415,074510,074604,074934,075144,075301,,075607,075651
6,MX4388-0,070418,070734,070958,071020,071042,071243,071400,071506,071646,071824,072035,072603,072708,072814,072929,073024,073203,073340,073423,073506,073602,073929,074119,074319,074415,074532,074637
7,MX4535-0,072246,,,072531,072542,072857,072940,073002,073118,073257,073506,073939,074024,074108,074202,074235,074342,074415,074437,074615,074721,075028,075155,075418,075534,075723,075807
8,MX3651-0,072940,073402,073646,073718,073834,074035,074246,074342,074521,074721,074944,075429,075534,075640,075745,075840,075956,080144,080217,080301,080418,080702,080915,,,081315,081421
9,MX3783-0,073856,074140,074415,074532,074615,074816,075017,075112,075228,075334,075556,080112,080217,080333,080451,080534,080651,080745,080829,080904,081020,081337,081537,081821,081926,082043,082137
10,MX4021-0,074805,075123,075312,075418,075501,075640,075807,075901,080050,080155,080356,080853,080958,081053,081147,081231,081410,081537,081620,081704,081821,082115,082210,082327,082432,082548,082621
11,MX4041-1,075607,075934,080101,080144,080206,080407,080545,080640,080829,081020,081220,081737,081853,081926,082043,082126,082305,082400,082443,082610,082737,083043,083305,083527,083643,083759,083845
12,MX4159-1,080545,,081220,081326,081359,081559,081726,081821,082032,082232,082505,083032,083159,083232,083400,083443,083621,083748,083845,083855,084013,084353,084553,084741,084846,085013,085045
13,MX4338-1,081431,,082010,082043,082115,082316,082454,082548,082726,082843,083104,083559,083643,083748,083906,084002,084119,084213,084246,084415,084520,084814,084940,085045,085235,085330,085353
