,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,070107,070216,070322
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,,070107,070216,070431,070536,070652,070746
2,MX4159-0,,,,,,,,,,,,,,,,,070107,070131,070142,070311,070441,070819,070947,071147,071315,071431,071515
3,MX4338-0,,,,,,,,,,,070107,070311,070408,070514,070630,070735,070903,071020,071103,071231,071409,071715,071842,071959,072105,072211,072306
4,MX4365-0,,,,,,,,070107,070216,070357,070609,071125,071220,071325,071442,071537,071653,071748,071832,071959,072149,072528,072749,073011,073116,073232,073316
5,MX4383-0,,,,070107,070131,070357,070441,070630,070735,070830,071020,071558,071653,071759,071915,072010,072138,072316,072400,072444,072611,073000,073149,073349,073443,073548,073622
6,MX4388-0,070216,070609,070809,070852,070914,071147,071231,071315,071453,071621,071832,072316,072411,072517,072611,072706,072811,072905,072949,073011,073149,073443,073548,073655,073801,073857,073940
7,MX4458-0,070431,071515,071748,071904,071948,072316,072400,072539,072727,072854,073105,073622,073717,073822,074014,074035,074213,074340,074424,074445,074601,074907,075034,075224,075330,075435,075508
8,MX4535-0,071653,072400,072644,072800,072833,073054,073305,073421,073559,073655,073929,074445,074539,074644,074750,074856,075034,075151,075224,075319,075446,075857,075951,080140,080235,080351,080446
9,MX3651-0,072916,073400,073644,073801,073844,074035,074119,074257,074434,074539,074739,075235,075341,075457,075614,075657,075835,075941,080024,080108,080235,080635,080752,080941,081036,081152,081224
10,MX3783-0,073951,074340,074623,074706,074728,074940,075045,075235,075402,075540,075752,080307,080413,080519,080635,080741,080930,081025,081119,081224,081352,081709,081826,081953,,082248,082332
11,MX4041-1,,075824,080057,080140,080329,080540,080741,080846,081036,081224,081636,082227,082354,082522,082732,082815,083005,083143,083237,083415,083604,083922,084122,084426,084604,084730,084803
12,MX4021-1,,080402,080730,080908,080930,081141,081330,081436,081625,081826,082038,082605,082659,082815,082954,083110,083259,083354,083448,083615,083742,084216,084353,084604,084658,084814,084858
13,MX4159-1,080602,080952,081235,081330,081403,081603,081731,081815,082016,082227,082500,082954,083049,083227,083343,083426,083553,083742,083815,083848,083954,084353,084520,084719,084825,084931,085003
14,MX4383-1,081403,083553,083900,083954,084027,084216,084415,084458,084658,084752,085131,085639,085745,085829,085941,090046,090213,090340,090424,090446,090540,090908,091025,091225,091330,091447,091552
15,MX4338-1,081614,081742,082038,082205,082248,082500,082648,082743,082932,083121,083521,084049,084143,084321,084437,084542,084719,084825,084909,085014,085155,085449,085606,085745,085908,090003,090035
16,MX4365-1,,082637,082954,083059,083121,083321,083437,083637,083815,083922,084321,084836,084953,085121,085217,085333,085511,085606,085650,085712,085829,090202,090402,090624,090730,090857,090941
17,MX4458-1,083911,085355,085745,085857,090035,090308,090518,090719,090857,091025,091425,091931,092025,092131,092320,092404,092530,092741,092824,092910,093017,093334,093514,093631,,093951,094024
18,MX4388-1,084049,084404,084647,084730,084858,085121,085206,085355,085500,085606,085941,090446,090540,090657,090814,090908,091036,091152,091236,091319,091414,091658,091804,092047,092142,092226,092310
19,MX4598-0,085427,,100546,100714,100757,101041,101231,101336,101536,101654,102021,102621,102716,102832,102959,103054,103223,103351,103435,103551,103741,104108,104229,104345,104453,104621,104704
20,MX4535-1,085533,090213,090551,090646,090802,091036,091258,091330,091541,091658,092025,092530,092636,092741,092921,093017,093207,093357,093430,093514,093620,093951,094046,094215,094320,094426,094521
21,MX4551-0,090802,091130,091531,091625,091709,092036,092237,092436,092625,092836,093101,093642,093800,093929,094057,094153,094353,094510,094553,094626,094742,095121,095228,095441,095536,095652,095746
22,MX3651-1,091130,091815,092109,092226,092404,092625,092814,092921,093123,093301,093705,094226,094320,094510,094553,094637,094827,094911,094954,095110,095228,095514,095714,095852,100009,100136,100219
23,MX3783-1,092058,092719,092932,093017,093134,093345,093547,093654,093907,094108,094521,095016,095110,095228,095408,095503,095641,095819,095852,095925,100042,100357,100525,100735,100830,100946,101019
24,MX4021-2,092719,093929,094247,094342,094521,094816,094933,095121,095301,095536,095947,100514,100619,100735,100914,101008,101157,101314,101358,101525,101705,102043,102254,102526,102632,102759,102854
25,MX4041-2,,094732,095217,095344,095536,095903,100053,100158,100357,100608,101019,101547,101705,101905,102021,102115,102315,102420,102515,102643,102759,103212,103424,103613,103730,103909,103952
26,MX4159-2,,095441,095841,100020,100103,100335,100452,100546,100746,101008,101220,101737,101843,102010,102137,102221,102348,102442,102515,102643,102810,103234,103435,103613,103803,103931,104014
27,MX4338-2,100830,101041,101409,101452,101621,101854,102010,102126,102315,102453,102905,103435,103540,103658,103825,103931,104047,104302,104357,104526,104643,105033,105243,105444,105643,105820,105915
28,MX4365-2,,101832,102137,102159,102315,102559,102748,102937,103137,103307,103508,104047,104156,104334,104526,104632,104759,104853,104916,105000,105105,105411,105643,105904,110031,110137,110209
29,MX4383-2,102548,102937,103351,103519,103708,104036,104302,104408,104548,104726,104927,105559,105715,105904,110031,110159,110347,110526,110620,110748,110854,111159,111338,111528,111625,111741,111803
30,MX4458-2,103148,104504,104759,104916,105000,105232,105433,105632,105810,105948,110148,110726,110821,110927,111043,111127,111244,111444,111517,111603,111719,112047,112237,112415,112543,112659,112743
31,MW3974-0,103212,103613,104003,104036,,,104842,104949,,105348,,110104,110159,,110515,110609,110715,110916,110959,111127,111244,111625,111920,,112120,112237,112331
32,MP5823-0,104853,105411,105820,105937,110137,110431,110609,110715,110916,111032,111422,111953,112109,112510,112637,112732,112900,113132,113217,113249,113406,113722,113838,114030,114136,114241,114325
33,MX4388-2,105726,110009,110242,110315,110347,110620,110759,111010,111159,111412,111625,112058,112153,112459,112615,112732,112849,112943,113027,113048,113154,113428,113544,113744,113911,114018,114041
34,MP5807-0,110009,111614,111953,112036,112215,112510,112659,112816,113005,113249,113500,114114,114220,114336,114504,114600,114728,114835,114908,115046,115215,115531,115626,115741,115919,120015,120121
35,MX4551-1,110420,110948,111338,111506,111550,111942,112130,112331,112459,112637,112849,113450,113605,113744,113944,114041,114220,114431,114515,114611,114717,115057,115259,115520,115658,115825,115919
36,MX4535-2,112331,112543,112838,112921,113059,113344,113500,113544,113744,113911,114314,114846,114952,115118,115320,115426,115615,115741,115836,120003,120121,120428,120555,120817,120922,121027,121110
37,MX4021-3,112710,120733,121142,121249,121416,121710,121848,122005,122206,122430,122830,123431,123558,123717,123906,124022,124236,124425,124520,124647,124825,125131,125342,125521,125650,125817,125850
38,MX3651-2,113355,113638,114136,114252,114442,114857,115024,115226,115448,115741,115952,120501,120628,120806,120943,121037,121238,121427,121521,121553,121659,122016,122239,122418,122524,122619,122724
39,MX3783-2,114717,115024,115459,115531,115658,115930,120132,120227,120439,120617,121005,121521,121626,121815,121910,122016,122144,122344,122441,122514,122641,122947,123052,123335,123453,123622,123644
