,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2856-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070136,070442,070715,070916,071022,071138,071233
1,MW3053-0,,,,,,,,,,,,,,,,070111,070147,070303,070347,070515,070559,070737,070949,071211,071349,071432,071538,071715,071821,072010,072043,072137,072231,072315,072336,072506,072802,073002,073140,073225,073341,073435
2,MW5346-0,,,,,070111,070325,070431,070526,070704,070748,070854,071011,071211,071538,071926,072043,072115,072220,072304,072422,072455,072644,072857,073108,073225,073319,073424,073541,073658,073835,073919,074025,074142,074204,074236,074341,074636,074815,074921,075027,075154,075227
3,MS2259-0,070111,071421,071549,071759,072043,072411,072444,072601,072739,072835,073013,073119,073140,073457,073846,074003,074047,074204,074247,074414,074447,074625,074859,075059,075143,075216,075310,075415,075521,075721,075754,075826,075943,080015,080048,080205,080532,080720,,080952,081058,081131
4,MW5645-0,073625,074625,074815,074954,075216,075605,075732,075826,075943,080037,080227,080259,080332,080658,081058,081236,081322,081450,081544,081724,081808,081945,082208,082441,082558,082642,082758,082936,083031,083231,083325,083420,083547,083641,083703,083830,084148,084253,084514,084620,084736,084820
5,MS1935-0,,,,,,,,074003,074204,074236,074436,074508,074614,074921,075259,075415,075510,075616,075648,075826,075910,080121,080310,080532,080637,080731,080836,081014,081109,081225,081300,081355,081427,081511,081607,081902,082218,082503,082652,082758,082914,083020
6,MS2365-0,080238,080521,080731,080920,081142,081416,081511,081607,081735,081829,081924,082007,082102,082419,082820,082936,082958,083053,083209,083304,083336,083525,083714,083914,084009,084053,084137,084326,084431,084547,084631,084652,084747,084820,084842,084947,085315,085358,085609,085714,085809,085842
7,MW2390-0,080437,082135,082419,082547,082725,082958,083209,083325,083547,083630,083735,083830,084020,084337,084714,084853,084925,085041,085125,085242,085326,085515,085725,085937,090031,090126,090221,090326,090409,090620,090703,090736,090830,090903,091019,,091302,091408,091557,091703,091819,091902
8,MW2856-1,,083946,084221,084348,084547,084758,084853,084958,085136,085220,085358,085431,085620,085926,090304,090503,090536,090652,090736,090936,091008,091135,091346,091546,091630,091724,091819,091946,092030,092145,092229,092324,092407,092451,092513,092618,092924,093135,093324,093429,093524,093556
9,MW3053-1,,090326,090536,090736,090946,091230,091452,091557,091841,091924,092124,092156,092240,092557,092935,093051,093135,093229,093313,093451,093535,093724,093946,094135,094240,094325,094420,094609,094653,094904,094936,095020,095158,095220,095242,095358,095726,095842,100126,100231,100336,100420
10,MW5346-1,,092135,092346,092608,092902,093240,093345,093451,093651,093746,093935,094041,094157,094537,094926,095053,095137,095303,095409,095536,095619,095758,100115,100304,100358,100453,100558,100714,100757,100935,101019,101102,101230,101314,101441,101536,101831,101947,102148,102232,102349,102411
11,MS2259-1,,093946,094251,094503,094758,095137,095220,095358,095525,095619,095820,095948,100021,100409,100808,100935,101019,101135,101219,101336,101441,101620,101914,102115,102159,102232,102421,102505,102549,102811,102905,102949,103106,103127,103211,103316,103611,103834,,104215,104332,104406
12,MS1935-1,,095842,100104,100315,100736,101135,101336,101452,101748,101842,102053,,,102549,102927,103055,103138,103327,103349,103549,103644,103856,104120,104332,104428,104512,104618,104807,104851,105052,105147,105359,105515,105537,105611,105716,110043,110211,110411,110528,110623,110728
13,MW3116-0,,102232,102454,102749,102927,103338,103622,103801,103929,104048,104226,104321,104556,104945,105337,105454,105559,105727,105811,110011,110138,110444,110706,110857,110941,111035,111152,111331,111425,111647,111753,111909,111942,112025,112058,112225,112509,112647,112920,113004,113109,113152
14,MW5645-1,,104406,104651,104935,105041,105348,105621,105905,110254,110422,110623,110824,111046,111509,111931,112130,112225,112415,112509,112709,112837,113131,113414,113637,113720,113815,113909,114036,114131,114321,114404,114501,114556,114639,114756,114913,115230,115430,115618,115723,115839,115923
15,MS2365-1,,110517,110706,110908,111214,111552,111815,112003,112214,112320,112458,112625,112658,113014,113403,113531,113626,113742,113909,114014,114058,114404,114618,114818,114913,115008,115102,115230,115314,115441,115535,115608,115702,115734,115807,115923,120208,120335,120430,120546,120641,120725
16,MW2390-1,,112141,112342,112614,112920,113214,113509,113659,114109,114131,114310,114426,114639,115008,115357,115546,115629,115745,115850,120030,120124,120335,,,,,,,121330,121457,121540,121626,121721,121826,121953,122100,122535,122735,122841,123020,123115,123159
