,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7195-0,072742,073002,073238,,073827,,074230,074335,075325,075409,075612,075739,075856,080013,080108,080151,080351,080457,080556,070105,081016,081205
1,AA7706-0,,,,,,,,,,,,,070105,070201,070302,070356,070513,070557,070714,070820,071031,071212
2,AA7492-0,,,,,,,,070105,070334,070429,070619,070736,,071020,071053,071148,071247,071354,071521,071742,072003,072131
3,MR7964-0,,,,,,,070105,070128,071137,071223,071426,071553,071658,071858,071931,072014,072109,072218,072324,072508,072731,072857
4,AA6952-0,,,,,070105,,070201,070251,071332,071437,071636,071804,071909,072047,072142,072240,072357,072508,072614,072657,073002,073024
5,AA7488-0,,,070105,070418,070652,070820,071020,071137,072120,072218,,072531,072636,072752,072847,072941,073046,073151,073259,073405,073617,073721
6,AA7149-0,070524,071009,071321,071636,071942,072142,072357,072508,073511,073617,073827,073954,074101,074252,074357,074503,074641,074746,074902,075146,075358,075506
7,AA7121-0,,071931,072153,072542,072825,073056,073248,073416,074335,074441,074641,074746,074913,075052,075209,075314,075517,075601,075717,075801,080046,080256
8,AA7101-0,,,,,,,,,073932,074017,074207,074314,074420,074641,074724,074830,075008,075124,075220,075347,075633,075750
9,AA7248-0,073932,073943,074314,074557,074841,,075146,075253,080340,080457,080650,080825,080922,081111,081205,081251,081429,081535,081619,081746,082031,082221
10,MW3346-0,,,,,,,,,074757,074902,075041,075220,075325,075432,075528,075601,075706,075801,075856,075939,080224,080318
11,AA7536-0,,074841,075146,075443,075823,080013,080213,080318,081335,081429,,081819,081913,082043,082148,082232,082337,082421,082504,082559,082822,083011
12,AA7522-0,075601,075845,080013,080340,080639,080755,081005,081111,082126,082232,,082559,082704,082811,082917,083022,083139,083240,083335,083545,083807,083912
13,AA7706-1,075717,081934,082148,082504,082642,082833,083117,083408,084323,084417,,,084816,085048,085132,085216,085416,085521,085615,085743,085942,090131
14,AA7322-0,080617,080911,081154,081451,081641,081840,082031,082159,083139,083230,,083545,083618,083745,083818,083923,084017,084122,084239,084356,084606,084816
15,AA7492-1,,082949,083230,083545,083839,,084217,084334,085310,085416,085605,085721,085815,085942,090048,090153,090300,090417,090501,090556,090817,090923
16,AA6952-1,,,084301,084616,084900,085132,085426,085543,090556,090629,,091038,091122,091301,091344,091449,091700,091754,091849,091954,092227,092344
17,AA7488-1,084816,085110,085321,085743,090026,090249,090523,090756,091733,091827,,092133,092206,092344,092449,092605,092713,092829,092946,093157,093433,093539
18,AA7149-1,090014,,090912,091144,091511,,091910,092017,092935,093030,093234,093401,093445,093646,093742,093859,094028,094145,094254,094505,094716,094832
19,AA7101-1,091511,091700,091921,092206,092605,092757,093114,093401,094400,094433,094654,094832,094905,095137,095244,095349,095559,095653,095750,100000,100228,100355
20,AA7121-1,092250,092808,093008,093401,093753,094006,094349,094455,095548,095631,095855,100033,100116,100301,100355,100500,100711,100816,100921,101121,101431,101642
21,AA7195-1,,,094220,094527,094832,,095255,095515,100555,100627,100900,100943,101038,101231,101326,101409,101525,101631,101736,101852,102146,102314
22,AA7248-1,,095211,095548,095906,100228,100616,100754,101220,102146,102231,102430,102608,102702,102851,103007,103112,103252,103357,103502,103724,103958,104114
23,AA7536-1,,100355,100616,100910,101242,101525,,102135,103230,103346,103557,103746,103819,104019,104103,104213,104413,104529,104645,104835,105128,105249
24,AA7522-1,101536,101609,101924,102208,102503,102651,102923,103218,104158,104256,,104551,104645,104824,104918,105034,105202,105311,105356,105607,105839,110029
25,AA7322-1,102503,102829,103241,103546,103841,103958,104213,104602,105618,105701,,110029,110124,110255,110400,110455,110633,110750,110846,111056,111320,111425
26,AA7706-2,103925,104813,105139,,105934,110134,110433,110728,111753,111848,,112229,112334,112523,112628,112733,112900,113016,113121,113332,113604,113731
27,AA7488-2,104802,113227,113648,114014,114309,114510,114743,115332,120345,120430,,120903,120947,121149,121223,121351,121507,121636,121719,121815,122015,122131
28,AA7492-2,110255,,110728,111117,111404,111859,112131,112556,113531,113615,113815,113953,114036,114214,114320,114448,114627,114754,114848,115015,115215,115321
29,AA6952-2,,,112037,112451,112849,113154,113405,113542,114943,115048,115249,115427,,115709,115803,115930,120046,120152,120301,120514,120831,120947
30,AA7149-2,114426,114543,114732,115059,115459,115742,120014,120152,121423,121529,121731,,,,122249,122333,122511,122616,122732,122920,123153,123259
31,AA7121-2,115310,115648,120057,120430,120841,121127,121351,121613,122554,122700,,123048,123131,123415,123459,123616,123732,123849,123943,124049,124345,124557
32,AA7195-2,,120936,121434,121657,121943,122427,122605,122848,123932,124027,124216,124335,124419,124546,124712,124819,124913,125018,125102,125341,125625,125804
33,AA7536-2,122405,,122754,123048,123343,123827,,124154,125223,125341,125552,125720,125815,130026,130143,130303,130452,130620,130725,130842,131136,131255
34,AA7522-2,123710,123838,124111,124356,124651,124808,125123,125424,130346,130430,,130758,130904,131136,131255,131401,131602,131708,131802,131940,132151,132308
35,AA7706-3,124216,125837,130218,,130736,131009,131306,131635,132531,132603,,132932,133027,133205,133322,133511,133649,133805,133900,134016,134312,134502
36,AA7322-2,,124934,125145,125530,125742,125954,130241,130525,131550,131613,,131919,131951,132119,132224,132319,132531,132636,132731,132910,133122,133300
37,AA7492-3,,131041,131255,131602,131846,132246,132414,132910,133817,133849,134038,134154,134301,134502,134546,134758,134947,135115,135158,135326,135559,135750
