,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
38,AA7488-3,131339,133322,133628,,134301,134440,134747,135253,140131,140203,,140521,140605,140744,140851,141028,141156,141334,141417,141545,141828,141933
39,AA6952-3,131730,132246,132614,132954,133333,133755,,134726,135801,135907,140153,140259,140416,140554,140649,140828,141028,141145,141250,141355,141628,141828
40,AA7149-3,134132,,134926,135137,135610,135812,140036,140700,141734,141839,142111,142311,142355,142605,142710,142837,142943,143110,143215,143416,143731,143837
41,AA7121-3,135527,135907,140214,140532,140956,141156,141450,142216,143448,143553,,144004,144120,144309,144425,144636,144846,145002,145118,145308,145635,145824
42,AA7195-3,140902,,141545,141806,142205,142616,142743,143354,144353,144509,144646,144835,144951,145213,145318,145434,145529,145646,145729,145846,150141,150239
43,AA7536-3,,142543,142815,143121,143427,143815,143848,144342,145329,145402,145551,145708,145813,145951,150036,150141,150312,150429,150523,150628,150902,151020
44,AA7522-3,,143932,144142,144425,144657,144835,145013,145434,150545,150650,150840,150957,151031,151242,151359,151526,151737,151831,151948,152115,152347,152557
45,AA7706-4,,145434,145708,150119,150407,150618,150924,151231,152325,152430,152619,152746,152840,153018,153112,153231,153336,153442,153558,153759,154104,154221
46,AA7492-4,150407,150513,150755,151115,151431,151715,151948,152148,153145,153218,,153547,153631,153759,153853,153958,154148,154305,154349,154528,154802,174722
47,AA7248-2,151115,151453,151820,152137,152441,152757,152934,153101,154317,154349,,154729,154813,155013,155107,155150,155308,155414,155519,155635,155845,160002
48,AA6952-4,151820,152053,152347,152619,153029,153304,153453,153620,154716,154802,154951,155203,155257,155435,155541,155646,155740,155856,155950,160046,160341,160519
49,AA7101-2,,152724,153134,153504,153831,154021,154232,154506,155541,155635,155834,160014,160058,160308,160352,160446,160602,160720,160814,160942,161236,161447
50,AA7560-0,153134,153347,153704,154010,154232,154434,154740,155045,160203,160246,160519,160647,160742,160910,161015,161120,161226,161342,161436,161709,161941,162142
51,AA7149-4,154126,154243,154506,154802,155203,155341,,155802,160731,160804,,161109,161204,161309,161353,161425,161520,161625,161720,161858,162131,162311
52,MW5537-0,155403,160058,160541,160848,161309,161447,161658,162131,163157,163303,163516,163644,163739,163844,163928,164013,164108,164202,164246,164457,164742,164942
53,AA7488-4,160414,160551,160825,161226,161509,161658,161847,162322,163303,163336,163538,163706,163750,163855,163939,164024,164224,164318,164403,164508,164742,164942
54,AA7121-4,,,,,160825,161236,161447,161803,162914,163008,,163314,163347,163516,163559,163706,163750,163855,163950,164119,164318,164424
55,AA7195-4,,161752,161920,162153,162512,,162925,163230,164202,164235,164541,164646,164719,164858,164920,165015,165204,165320,165404,165447,165648,165732
56,AA7536-4,,162237,162946,163208,163644,163939,164035,164318,165426,165458,,165804,,,170144,170228,170344,170440,170545,170746,170956,171123
57,AA7322-3,163549,,,,,,,,,,,,,,,,,,,,,171923
58,AA7522-4,,164447,164826,165109,165426,165742,170016,170312,171355,171439,,171818,171912,172017,172112,172217,172355,172501,172555,172755,173038,173143
59,AA7706-5,165120,165426,165637,170016,170301,170451,170735,171040,172017,172112,172301,172450,172534,172712,172755,172838,173038,173143,173239,173344,173606,173700
60,AA7248-3,171344,171523,171745,172039,172312,172439,172734,173216,174259,174353,174606,174744,174817,174943,175027,175146,175324,175429,175524,175745,180018,180146
61,AA6952-5,171955,172312,172555,,,173711,173859,174153,175240,175313,175513,175650,175818,175946,180030,180136,180242,180348,180444,180600,180814,180952
62,AA7101-3,,173016,173355,173638,173932,174204,174427,175040,180136,180219,180422,180538,180622,180825,180931,181025,181225,181330,181435,181551,181848,182016
63,AA7560-1,173627,173848,174153,174511,174711,174922,175240,175756,180716,180750,181003,181130,181225,181403,181435,181529,181731,181848,181942,182153,182415,182542
64,AA7149-5,174120,,174711,174954,175251,175556,175840,180253,181330,181403,,181720,181742,181931,182016,182121,182248,182342,182448,182553,182847,182952
65,AA7488-5,175302,180942,181119,181551,181858,182048,182353,183214,184330,184403,184602,184729,184814,185003,185035,185130,185225,185341,185446,185551,185845,185950
66,AA7121-5,,175650,180030,180253,180516,180825,181119,181540,182658,182753,,183119,183203,183424,183519,183614,183709,183815,183858,183952,184203,184308
67,AA7195-5,182005,,182720,183036,183319,,184003,184341,185602,185635,185813,185950,190024,190224,190329,190435,190613,,190803,190951,191213,191340
68,AA7536-5,,183446,183731,184109,184447,,,185246,190246,190340,190613,190740,190803,190951,191045,191150,191308,191351,191445,191550,191835,192003
69,AA7322-4,,184718,185035,,185540,185719,190013,190329,191413,191445,,191813,191857,192108,192152,192329,192518,192623,192740,192941,193225,193403
70,AA7522-5,184941,190119,190402,190740,191129,191308,191635,191941,192941,193046,,193403,193447,193614,193709,193837,193942,194059,194204,194342,194625,194753
71,AA7706-6,191740,192047,192435,192729,192908,193151,193458,193614,194542,194636,194825,194919,195003,195245,195350,195456,195615,195732,195848,195953,200225,200426
72,AA7492-5,193625,193826,194143,194415,194614,,195057,195224,200131,200203,,200459,200532,200648,200754,200838,201026,201121,201216,201406,201638,201827
73,AA6952-6,,195603,195815,200037,200331,200626,200721,200838,201816,201900,202100,202312,202406,202555,202649,202744,202945,203050,203228,203450,203852,203957
74,AA7560-2,200721,200954,201301,201733,201943,202122,202345,202522,203641,203714,203946,204136,204221,204442,204547,204704,204841,204958,205102,205324,205630,205841
75,AA7149-6,,202544,202733,202945,203133,203418,203619,203757,204747,204831,,205135,205218,205335,205440,205557,205702,205808,205852,210042,210304,210515
76,AA7121-6,,204232,204431,204714,205019,205146,205429,205557,210536,210631,210841,211007,211102,211240,211324,211429,211556,211701,211756,211935,212208,212407
77,AA7195-6,,210009,210220,210442,210746,,,211451,212251,212334,,212650,212744,212850,212956,213101,213156,213302,213408,213440,213745,213933
78,AA7706-7,,211502,211712,212008,212146,212302,212523,212711,213651,213745,213933,214028,214111,214240,214323,214418,214628,214733,214816,214921,215142,215320
79,AA7492-6,,,213007,213240,213524,,213817,214133,215026,215120,,215436,215530,215635,215741,215825,215930,220025,220120,220229,220514,220609
80,AA6952-7,,,214921,215204,215436,,220003,220503,221547,221631,221852,222009,222052,222208,222303,222357,222629,222757,222914,223041,,223302
81,AA7560-3,215930,220229,220525,220958,221041,221136,221430,221620,222546,222618,222819,222946,223102,223240,223313,223418,223556,223712,223806,223954,224215,224342
82,AA7149-7,221347,221725,221925,222114,222346,,222724,222914,223933,224005,,224248,224320,224425,224531,224626,224720,224816,224910,225058,225319,225508
83,AA7121-7,,223229,223440,223712,223933,224143,224331,224647,225617,225723,225913,230007,230102,230218,230312,230429,230619,230735,230841,230935,231208,231408
84,AA7195-7,,,225257,225457,225701,225934,230007,230124,231019,231051,231241,231408,231513,231724,231808,231851,231946,232041,232135,232241,232502,
85,AA7706-8,230145,230440,230546,230852,231102,231146,231346,231440,232440,232546,,,,,,,,,,,,
86,AA7492-7,231230,231513,231819,232113,232313,,,,,,,,,,,,,,,,,
