,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4856-0,,,,,,,,,,,070102,070335,070440,070556,070701,070733,070817,071058
1,MW5594-0,,,,,,,,,070102,070440,070556,071814,071929,072014,072119,072140,072245,072537
2,MW4366-0,,070618,070828,070954,071058,071131,071226,071320,071416,071835,072024,073110,073353,073530,073635,073728,073854,074301
3,MW4503-0,,,072400,072620,072735,072839,073016,073110,073215,073656,074020,075243,075513,075617,075722,075816,075909,080256
4,MW4619-0,,,,,074146,074229,074417,074510,074543,075127,075430,080424,080644,080810,080916,080958,081041,081345
5,MW4647-0,075023,075117,075430,075639,075743,075816,075920,080003,080046,080446,080738,081836,081951,082118,082223,082306,082421,082630
6,MW5275-0,080518,080644,080854,081031,081124,081230,081345,081439,081511,081940,082118,083141,083422,083559,083715,083758,083913,084216
7,MW4856-1,081439,,081951,082234,082338,082421,082525,082619,082713,083256,083454,084635,084907,085045,085200,085254,085359,085827
8,MW5645-0,082349,082547,082838,083036,083141,083246,083412,083505,083548,084101,084248,085305,085535,085651,085755,085827,085943,090350
9,MW5132-0,082525,083548,083924,084050,084205,084259,084426,084530,084603,085139,085326,090424,090705,090820,090936,091019,091051,091449
10,MW5594-1,084354,084458,084802,084846,084951,085045,085200,085243,085337,085817,090004,091229,091355,091438,091553,091636,091730,091928
11,MW4366-1,085452,085557,085900,090026,090141,090235,090424,090507,090550,091008,091218,092357,092638,092742,092846,092940,093106,093536
12,MW4503-1,,090632,090957,091051,091229,091322,091521,091626,091708,092148,092512,093536,093817,094005,094109,094153,094340,094705
13,MW4619-1,,092105,092418,092616,092721,092836,092908,092951,093056,093608,093900,094832,094958,095145,095300,095405,095520,095937
14,MW4825-0,092930,093128,093442,093536,093712,093817,093921,094027,094120,094737,094947,100136,100429,100627,100742,100836,100940,101315
15,MW4647-1,094027,094120,094435,094622,094737,094832,094936,095030,095102,095635,095905,100815,100930,101106,101211,101243,101326,101556
16,MW5275-1,095030,095134,095415,095552,095707,095801,095948,100103,100157,100753,100940,102108,102225,102340,102445,102528,102622,102936
17,MW4856-2,095905,,100344,100501,100605,100637,100720,100825,100858,101326,101535,102843,103030,103218,103322,103405,103510,103720
18,MW5132-1,101859,102600,102904,102947,103113,103145,103218,103301,103344,103804,103954,105045,105320,105508,105614,105709,105741,110003
19,MW4366-2,105435,105518,105752,105918,110013,110046,110118,110235,110339,110810,110948,112130,112257,112414,112519,112612,112706,112915
20,MW4619-2,,111042,111407,111555,111700,111732,111858,111952,112037,112457,112738,113930,114224,114402,114507,114539,114654,115042
21,MW4825-1,112508,112551,113020,113052,113231,113303,113356,113450,113522,114119,114339,115557,115849,120026,120141,120256,120339,120633
22,MW4503-2,,114014,114245,114402,114517,114600,114654,114759,114905,115431,115734,121031,121220,121357,121502,121607,121733,122227
23,MW5645-1,115723,,,,,,,,,,,,,,,,,
24,MW4647-2,115849,120109,120402,120623,120738,120832,121020,121114,121220,121650,121932,123159,123358,123545,123640,123733,123910,124318
25,MW5275-2,122025,122119,122416,122510,122626,122719,122929,123033,123137,123701,123849,125103,125348,125535,125651,125744,125838,130225
26,MW4856-3,123910,,124318,124518,124633,124705,124833,124916,125031,125557,125827,131031,131316,131504,131608,131701,131827,132130
27,MW5594-2,125942,130036,130340,130413,130507,130550,130726,130810,130905,131421,131536,132758,132904,133102,133208,133301,133427,133709
28,MW4366-3,132140,132307,132632,132854,132947,133052,133229,133323,133406,133908,134046,135320,135614,135812,135927,140010,140125,140442
