,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
24,AA7323-1,,,094614,,095340,095445,095730,095836,101225,101330,,101835,101951,102202,102308,102435,102624,102730,102813,103024,103246,103413
25,AA7637-1,101151,101352,101802,102151,102624,102752,103013,103118,104318,104436,104636,104814,104919,105047,105057,105247,105342,105457,105603,105824,110058,110203
26,AA7322-1,102235,102635,102857,103213,103540,103657,103835,104046,105057,105214,,,105635,105813,105907,110014,110141,110257,110351,110602,110848,111004
27,AA7530-2,103751,104213,104458,,105309,105603,105751,110025,111141,111320,,111837,111931,112205,112311,112438,112544,112700,112817,113016,113239,113429
28,AA7440-2,105214,105552,105824,110131,110635,111004,111225,111403,112649,112900,113156,113429,113545,113734,113840,113956,114146,114304,114359,114526,114841,115019
29,AA7173-2,110403,110720,110909,111141,111509,111636,111859,112132,113239,113356,,113745,113829,113840,114040,114231,114442,114558,114642,114852,115146,115304
30,AA7488-2,112849,113156,113534,,114421,114631,115008,115242,120410,120527,120800,121010,121210,121304,121421,121537,121704,121830,121947,122052,122348,122537
31,AA7149-2,114051,114359,114620,114957,115442,115703,115947,120125,121148,121254,121442,121704,121747,121936,122052,122158,122315,122420,122526,122631,122914,123020
32,AA7492-2,,115558,115936,120337,120611,120927,121304,121421,122631,122736,,123115,,123453,123504,123726,123919,124036,124203,124308,124624,124815
33,AA7323-2,,120948,121304,121704,,122315,122558,122841,123952,124047,124308,124424,124530,124742,124859,125005,125154,125310,125405,125605,125920,130049
34,AA7637-2,123442,123610,123941,124247,124646,124848,125121,125259,130155,130228,130501,130617,130722,130849,130922,131205,131428,131555,131650,131828,132050,132250
35,AA7322-2,124635,124731,125026,125426,,,130100,130249,131406,131501,,131901,131955,132155,132250,132355,132532,132649,132734,132937,133210,133401
36,AA7440-3,125710,125859,130121,130501,130943,131154,131501,131627,132649,132756,133021,133200,,133317,133445,133743,133956,134122,134238,134439,134724,134936
37,AA7173-3,,131027,131428,131712,132006,132250,132605,132937,133956,134101,134311,134428,134535,134735,134808,135009,135125,135242,135358,135547,135853,135959
38,AA7488-3,133233,133540,133815,,134546,134808,135115,135325,140337,140443,140704,140919,141013,141151,141257,141520,141658,141815,141920,142025,142320,142439
39,AA7149-3,,134619,134903,135242,135557,135820,140148,140315,141236,141341,,141731,141836,142109,142214,142439,142624,142732,142848,143112,143413,143624
40,AA7492-3,,135619,140232,140835,141046,141458,,142109,143330,143435,,144110,,,144508,144625,144738,144906,145000,145149,145434,145603
41,AA7323-3,140749,140951,141541,141931,142247,142450,142721,143038,144226,144402,,144844,144949,145255,145401,145539,145657,145816,145910,150104,150317,150508
42,AA7637-3,,143950,144237,144625,144949,145116,145434,145743,150843,150939,151200,151332,,151415,151533,151945,152102,152218,152346,152537,152825,153014
43,AA7440-4,,145910,150126,150414,150756,151106,151554,151901,153058,153216,,153745,153807,153829,153948,154229,154440,154618,154723,154943,155216,155332
44,AA7173-4,150939,151106,151426,151639,152051,152303,152847,153216,154451,154535,154735,154900,154954,155121,155205,155354,155448,155616,155659,155851,160138,160309
45,AA7367-0,,151606,151945,152430,152836,153014,153510,153756,154900,154943,155205,155321,155415,155627,155723,155902,160057,160211,160323,160435,160753,160953
46,AA7322-3,152707,152836,153310,,154121,154418,154629,154910,155945,160019,,160424,160457,160732,160826,160931,161040,161145,161307,161402,161657,161804
47,AA7488-4,153343,153510,153829,154146,154608,154838,155027,155321,160629,160708,,161006,161051,161307,161340,161518,161657,161826,161931,162123,162358,162505
48,AA7149-4,153745,154324,154629,154838,155227,155510,155745,155912,162112,162156,162336,162515,162548,162811,162855,162950,163130,163236,163331,163425,163703,163831
49,AA7706-2,,160519,161028,,162028,162304,162621,163001,165219,165241,165443,165602,165647,165807,165913,165957,170146,170302,170357,170536,170758,170947
50,AA7323-4,161646,162123,162631,,163542,163925,,,171009,171031,,171338,171410,171625,171724,171840,172051,172207,172252,172545,172752,172952
51,AA7492-4,,,,,161952,162156,162432,162610,164516,164600,164843,164939,165106,165219,165335,165432,165647,165756,165902,170040,,170324
52,AA7536-1,162822,163014,163436,,,,164738,164906,172018,172124,,172513,,172814,172857,173016,173133,173238,173345,173544,173808,173902
53,AA7248-1,163628,163842,164243,164654,165241,165602,165734,170019,173238,173334,,173819,173913,173924,174046,174249,174516,174621,174727,174950,175239,175355
54,AA7637-4,164433,164727,165033,165357,170040,170156,170504,170758,174549,174654,174918,175050,175155,175406,175511,175628,175744,180040,180134,180345,180702,180853
55,AA7101-2,165000,170357,170653,171042,171454,171913,172752,173100,175923,180018,180251,180440,180557,180618,180735,181010,181139,181257,181352,181541,181827,181954
56,AA7173-5,,171515,172007,172252,172941,,173523,173840,180408,180440,,180757,180842,181054,181117,181319,181446,181625,181709,181743,182005,182110
57,AA6952-1,,172716,173049,173407,173735,,,,181257,181341,181541,181732,,182016,182027,,182353,182510,182637,182756,183029,183211
58,AA7322-4,173038,173439,173840,174203,174738,174907,175228,175417,181625,181658,,,182016,182204,182248,182353,182510,182615,182732,182946,183222,183435
59,AA7488-5,174236,174337,174643,175002,175522,175733,180018,180335,182049,182121,182332,182521,182615,182745,182841,183018,183200,183306,183401,183551,183827,184005
60,AA7149-5,,175817,180251,180702,181117,181403,181732,182049,183732,183816,184005,184111,184205,184417,184512,184639,184746,184852,184946,185146,185357,185513
61,AA7492-5,,182448,182935,183233,183529,183816,184049,184405,185956,190102,,190442,190537,190548,190822,191047,191214,191330,191457,191603,191922,192217
62,AA6979-0,,182830,,183636,183954,,184439,,,,,,,,,,,,,,,193925
63,AA7101-3,,,,,,,,,,,,,,,,,,,,182852,,
64,AA7323-5,184428,184957,185336,,190102,190442,190738,191047,192828,192923,193206,193406,193511,193659,193743,193936,194116,194232,194305,194609,194813,194929
65,AA7536-2,185723,190123,190421,190653,191014,,191457,191647,193311,193450,193743,193850,,194221,194327,194506,194644,194751,194835,194940,195235,195329
66,AA7706-3,,,,,,,,,,,,,,,,185934,190123,190251,190346,190548,190833,191047
67,AA7248-2,,191658,192300,192616,192912,193311,193417,193554,194706,194813,,195203,195308,195329,195519,195730,195857,200013,200130,200329,200624,200707
68,AA7173-6,193805,194243,194434,194740,195013,195129,195340,195508,200435,200519,200707,200813,200907,201044,201106,201233,201349,201506,201601,201655,202011,202138
69,AA6952-2,200108,200318,200551,200928,201222,201623,201655,201801,202737,202842,,203148,203304,203504,203537,203620,203736,203852,203936,204041,204246,204436
70,AA7488-6,201506,201728,202127,202516,202737,202958,203148,203504,204330,204403,,204647,204732,204912,205018,205102,205157,205302,205346,205535,205736,205820
71,AA7149-6,,203126,203504,203747,204019,204159,204509,204647,205557,205703,205904,205958,210055,210139,210255,210435,210624,210729,210835,210907,211139,211235
72,AA7323-6,,205418,205619,,210117,210350,210530,210740,211646,211741,211940,212047,212141,212341,212426,212615,212732,212839,212934,213112,213408,213513
73,AA7440-5,,,211541,211835,212131,212330,212553,212709,213757,213841,214040,214207,214334,214440,214523,214640,214758,214914,215008,215146,215440,215546
74,AA7173-7,212934,213039,213241,213503,213725,213946,214207,214418,215429,215523,215703,215818,215924,220145,220217,220334,220417,220534,220650,220829,221101,221228
75,AA6952-3,214239,,214747,215103,215429,,215829,215946,220850,220923,221101,221218,,221533,221607,221735,221851,222008,222052,222146,222356,222534
76,AA7488-7,215935,220156,220617,220923,221156,221312,221607,221841,222808,222913,223113,223229,223334,223501,223606,223649,223900,224016,224100,224216,224520,224658
77,AA7149-7,,221618,221946,222208,222545,222640,222840,222935,223922,223955,,224237,224342,224509,224542,224647,224839,224956,225050,225134,225356,225451
78,AA7492-6,,223345,223733,224006,224310,224614,224743,224850,225912,230008,230208,230336,230431,230608,230714,230819,230936,231041,231159,231350,231701,231756
79,AA7323-7,224839,224956,225229,225629,225850,,230231,230347,231256,231340,231507,231617,231701,231817,231853,232004,232059,232153,232251,232503,232716,232903
80,AA7440-6,230851,,231307,231617,231916,232131,232335,232539,,,,,,,,,,,,,,
81,AA7173-8,,231932,232110,232324,232611,232813,233008,,,,,,,,,,,,,,,
