,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,,,,070107,070249,070510,070648
1,AA74-92-0,,,,,,,,070107,070710,070814,070858,,071142,071237,071405,071521,071543,071732,071838,071954,072143,,
2,MW4705-0,,,,,,,,070107,070710,070825,070920,071047,071226,071320,071449,071543,071700,071910,072005,072132,,,
3,MR7964-0,,,,,,070107,070216,070321,071342,071449,071532,071700,071805,071910,072121,072204,,,,,,,
4,AA6952-0,,,,,070107,,070205,070310,071204,071331,071427,071554,071743,071848,072059,072143,072248,,,,,,
5,AA69-59-0,,,070107,,070753,070942,071215,071405,,,,,,,,,,,,,,,
6,MW4781-0,,070107,071131,071438,071743,071954,072204,,,,,,,,,,,,,,,,
7,AA74-39-0,,070427,070710,071109,071416,071616,071859,072143,,,,,,,,,,,,,,,
8,MS4750-0,,,,,071215,071310,071532,071816,,,,,,,,,,,,,,,
9,AA6345-0,071248,,,,,,,,,,,,,,,,,,,,,,
10,MW4647-0,071259,071416,071543,071921,072059,072248,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,071543,071754,072026,072204,,,,,,,,,,,,,,,
12,AA7032-0,071816,072143,,,,,,,,,,,,,,,,,,,,,
