,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
23,AA7706-2,100956,101407,101628,102018,102241,102441,102735,102912,103953,104100,,104416,104510,104659,104806,104912,105039,105155,105241,105513,105831,105937
24,AA7195-2,102513,,,103406,103500,,,103953,104934,105028,105217,105335,105441,105608,105641,105748,105831,105937,110021,110242,110503,110557
25,AA7101-2,,104005,104311,104626,104912,105134,105419,105641,110810,110915,111136,111324,111440,111652,111746,111903,112052,112157,112325,112514,112746,112924
26,AA7536-2,105017,105335,105546,105915,110242,110452,110748,111052,112430,112514,,112957,113113,113335,113429,113609,113652,113831,113925,114158,114421,114610
27,AA7248-2,,,111357,111535,111819,112125,112146,112314,113346,113440,113641,113725,113809,114053,114158,114303,114442,114548,114642,114748,115020,115126
28,AA7149-2,,112336,112558,112841,113040,,113357,113630,114537,114653,,115042,115137,115359,115504,115630,115738,115844,115938,120035,120312,120512
29,AA6952-2,,114009,114303,114610,114809,,115220,115504,120406,120501,,120817,120901,121051,121134,121230,121346,121503,121558,121726,122041,122146
30,AA7488-2,115220,115315,115536,,120046,120203,120439,120711,121820,121914,122136,122337,122434,122602,122708,122827,122955,123100,123206,123420,123632,123759
31,MW4640-2,120617,120945,121241,121620,121736,121925,122146,122409,123358,123431,123621,123715,123759,123926,124011,124106,124222,124339,124436,124543,124744,124912
32,AA7322-2,,122551,122657,123049,123241,123442,123654,123959,125018,125050,,125335,125429,125606,125639,125723,125841,125946,130052,130208,130441,130608
33,AA7101-3,123525,123916,124200,124508,124838,125145,125335,125617,130619,130702,130935,131041,131157,131420,131536,131641,131913,132030,132135,132241,132524,132618
34,AA7536-3,124755,125112,125451,,130136,130252,130419,130819,131935,132008,,132335,132430,132556,132650,132851,133018,133135,133230,133358,133631,133810
35,AA7248-3,,130052,130735,130946,131242,,131703,132008,132934,133052,,,,133653,133810,133958,134136,134256,134403,134508,134721,134806
36,AA7149-3,,131913,132102,132303,132639,132818,132956,133241,134435,134531,134755,134912,135017,135239,135322,135626,135753,135910,140005,140154,140415,140605
37,AA6952-3,133052,133325,133548,133914,134233,134446,134721,135007,140154,140259,,,,140902,140956,141134,141335,141440,141545,141651,141934,142040
38,AA7488-3,134614,134828,135112,,135637,135742,140026,140532,141640,141745,141944,142123,142207,142347,142431,142547,142759,142915,143021,143148,143434,143551
39,MW4640-3,135848,140353,140554,140902,141007,141134,141324,141807,142759,142832,143032,143306,143412,143635,143825,144015,144215,144333,144428,144639,144902,145007
40,AA7322-3,141545,141912,142241,142514,142715,142937,143306,143814,145007,145052,,145454,145550,145849,145954,150111,150311,150428,150522,150722,150936,151053
41,AA7101-4,143010,143349,143657,143930,144259,144450,144733,145230,150417,150511,150807,150947,151104,151244,151339,151636,151742,152047,152214,152402,152709,152908
42,AA7536-4,144512,144607,145029,145400,145636,,150027,150344,151221,151328,,151753,151825,151952,152036,152341,152529,152636,152731,152941,153235,153425
43,AA7248-4,145837,,150333,150555,150903,,,151814,153003,153151,,,,153825,153858,154047,154141,154308,154425,154624,154908,155024
44,AA7149-4,151042,151401,151551,151858,152131,152257,152540,152847,153814,153847,154047,154236,154341,154541,154635,154814,154930,155046,155152,155403,155604,155709
45,AA7195-3,,152246,152529,152752,153013,153151,153319,153614,154613,154719,,155024,155118,155319,155352,155520,155731,155847,155931,160120,160321,160437
46,AA6952-4,152803,153107,153446,153636,153836,154130,154214,154530,155553,155625,,160003,160036,160236,160332,160448,160543,160659,160753,160849,161122,161238
47,AA7188-0,,153814,154003,154236,154508,154635,154919,155225,160521,160554,160805,160943,161027,161216,161310,161458,161658,161825,161932,162152,162447,162637
48,AA7488-4,154446,154751,155056,,155731,155953,160225,160510,161720,161752,162026,162214,162331,162520,162616,162753,162943,163100,163154,163323,163617,163817
49,MW4640-4,155509,155942,160225,160626,160816,160954,161300,161603,162753,162859,163111,163250,163345,163501,163534,163733,163911,164016,164110,164239,164450,164618
50,AA7322-4,161216,161448,161731,162152,162352,162509,162732,162859,163954,164059,,164417,164534,164735,164808,164924,165039,165155,165314,165535,165818,165934
51,AA7101-5,163111,163356,163733,163943,164239,,164735,165028,170101,170133,,170429,170524,170757,170852,171019,171218,171346,171440,171545,171818,171913
52,AA7536-5,,164122,164356,164651,164913,,165314,165429,170333,170407,,170702,170757,170935,171041,171157,171346,171451,171618,171757,172008,172102
53,AA7706-3,164724,164945,165241,165502,,165956,170206,170502,171429,171451,171650,171757,171840,171934,172030,172113,172231,172347,172442,172737,172947,173053
54,AA7248-5,,,170101,170301,170502,,,171240,172207,172242,,172609,,,172926,173020,173126,173326,173410,173549,173800,173949
55,AA7492-0,,170502,170724,171019,171251,,171650,171808,172642,172715,172915,173020,173105,173210,173315,173410,173504,173611,173706,173949,174244,174403
56,AA7149-5,171113,171157,171346,171618,171851,172124,172347,172515,173517,173549,,,,174149,174244,174328,174509,174615,174709,174803,175057,175235
57,AA7195-4,,,172019,172336,172537,172704,,173053,173938,174011,174211,174328,174414,174531,174615,174752,174858,175003,175057,175141,175415,175509
58,AA6952-5,172207,172431,172653,173042,173326,,173811,174055,175225,175318,175458,175603,175658,175847,175931,180047,180236,180352,180446,180551,180847,181108
59,AA7188-1,,173549,173727,174000,174233,174403,174553,174709,175847,175931,180131,180258,180341,180541,180646,180803,180920,181047,181202,181351,181635,181836
60,AA7488-5,174520,174731,175003,175342,,175731,180014,180131,181152,181224,,181614,181657,181847,181952,182109,182308,182435,182541,182742,183017,183134
61,MW4640-5,175836,180109,180308,180656,180836,181003,181246,181413,182403,182457,182657,182816,182911,183134,183239,183344,183511,183629,183723,183936,184220,184421
62,AA7322-5,181235,181646,181909,182257,182446,182719,182933,183217,184348,184443,,184810,,185115,185220,185326,185442,185609,185715,185947,190253,190358
63,AA7101-6,182446,182827,183155,183355,183640,183839,184021,184137,185231,185315,185526,185642,185748,185958,190115,190242,190442,190546,190702,190945,191242,191348
64,AA7706-4,183901,184115,184410,184747,184937,185053,185253,185420,190536,190641,190818,190945,191029,191253,191358,191504,191704,191831,191925,192137,192400,192538
65,AA7492-1,185420,185537,185904,190148,190442,190756,190913,191050,192305,192422,192654,192831,192915,193126,193243,193421,193611,193727,193854,193959,194244,194424
66,AA7536-6,190807,190935,191207,191515,191831,192010,192159,192316,193410,193443,,193800,193843,194043,194200,194244,194435,194540,194645,194742,195005,195059
67,AA7248-6,,,192538,192831,193042,,,193822,194753,194827,,195111,195227,195415,195459,195553,195709,195816,195859,200004,200204,200331
68,AA7149-6,,193738,193916,194138,194424,194634,194911,195038,200215,200237,200426,200542,200603,200731,200815,200920,201025,201130,201224,201330,201613,201719
69,AA6952-6,,195332,195647,195921,200142,200458,200531,200753,201805,201837,202017,202145,202231,202425,202520,202603,202753,202909,203003,203203,203456,204108
70,AA7488-6,201057,201319,201603,202028,202253,202447,202753,203025,204024,204108,204413,204530,204718,204910,204953,205058,205236,205341,205446,205625,205920,210025
71,MW4640-6,202804,202815,203308,203646,203825,203941,204151,204307,205403,205457,205646,205815,205858,210058,210152,210247,210437,210555,210648,210921,211131,211320
72,AA7322-6,204718,204953,205214,205541,205815,205941,210152,210511,211530,211614,211815,212026,212120,212225,212309,212416,212554,212648,212743,212955,213229,213334
73,AA7536-7,,210437,210721,210954,211258,211447,211646,211930,212850,212945,213123,213229,213334,213534,213618,213734,213840,213934,214029,214302,214502,214618
74,AA7248-7,,212214,212427,212710,212901,213302,213429,213607,214545,214618,214745,214851,214945,215112,215156,215323,215428,215533,215628,215755,215954,220354
75,AA7149-7,213545,213702,213923,214156,214408,214702,214913,215040,220028,220100,,220407,220450,220650,220755,220839,221017,221134,221228,221439,221732,221849
76,AA6952-7,,,215428,215744,215944,,,220650,221827,221859,222121,222153,222237,222403,222436,222603,222646,222804,222848,222931,223214,223257
77,AA7488-7,220639,220911,221123,221511,221721,221827,222016,222142,223130,223235,223446,223635,223731,223952,224036,224130,224351,224518,224634,224824,225056,225213
78,MW4640-7,222110,222425,222625,223014,223235,223435,223646,223804,224940,225023,225224,225351,225456,225658,225732,225816,230005,230133,230228,230311,230521,230649
79,AA7322-7,223753,223941,224130,224540,224813,224951,225245,225412,230427,230521,230733,230910,231015,231121,231206,231313,231429,231546,231640,231818,232040,232156
80,AA7536-8,,225635,225827,230122,230427,,230910,231037,232102,232228,,,,,,,,,,,,
81,AA7248-8,,231121,231313,231535,231745,,232156,232301,,,,,,,,,,,,,,
