,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,,,,,070117,070216
1,AA7637-0,,,,,,,,,,,,,,070117,070132,070205,070300,070355,070502,070630,070757,071106,071248
2,MW4705-0,,,,,,,,070117,070344,070502,070557,070735,070915,071000,071140,071237,071344,071533,071628,071744,071902,072209,
3,AA74-92-0,,,,,,,,070117,070524,070618,070714,,071022,071055,071248,071344,071427,071555,071701,071828,071913,072220,
4,AA6952-0,,,,,,,070117,070154,071203,071310,071416,071544,071734,071850,072008,072114,072158,,,,,,
5,MR7964-0,,,,,,070117,070205,070311,071406,071449,071533,071701,071817,071924,072136,072242,,,,,,,
6,MS4750-0,,,070117,070216,070852,071151,071355,071522,,,,,,,,,,,,,,,
7,AA69-59-0,,070117,070322,070852,071055,071310,071533,071839,,,,,,,,,,,,,,,
8,MW3346-0,,,,070439,,,,,,,,,,,,,,,,,,,
9,AA7286-0,070746,070915,071300,071544,071902,072136,,,,,,,,,,,,,,,,,
10,AA74-39-0,,,070819,071106,071544,071828,072209,,,,,,,,,,,,,,,,
11,MW4825-0,071011,071355,071712,072019,072253,,,,,,,,,,,,,,,,,,
12,AA7871-0,,071106,,,,,,,,,,,,,,,,,,,,,
13,MW3204-0,,,,,071723,072019,072220,,,,,,,,,,,,,,,,
14,AA7032-0,071902,072125,,,,,,,,,,,,,,,,,,,,,
