,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4619-0,,,,,,,,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1
1,MW4647-0,,,,-1,-1,3,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1
2,MW4825-0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1
3,MR7735-0,,,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1
4,MW4846-0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1
5,MW5097-0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1
6,MW4366-0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1
7,MW4619-1,,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1
8,MW4825-1,-1,-1,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1
9,MW4647-1,,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1
10,MW4846-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1
11,MW5097-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1
12,MW4366-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1
13,MW4619-2,-1,-1,-1,,-1,3,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1
14,MW4825-2,-1,-1,2,-1,-1,-1,4,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1
15,MW4846-2,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1
16,MW4647-2,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
17,MW5097-2,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1
18,MW4366-2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1
19,MW4647-3,-1,-1,1,-1,-1,3,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
20,MW4720-0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,-1,1,-1
21,MW5097-3,-1,-1,1,-1,-1,4,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1
22,MW4366-3,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
23,MW4557-0,-1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
24,MW4647-4,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,-1,1,-1,1,4,1,1,1,1,-1
25,MW4781-0,-1,-1,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
26,MW4720-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,1,-1
27,MW5084-0,,-1,1,-1,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
28,MW5097-4,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
29,MW4557-1,,,,,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
30,MW4619-3,-1,-1,1,,-1,2,4,1,1,-1,-1,,-1,1,1,1,1,1,3,1,1,1,-1
31,MW4647-5,-1,-1,-1,-1,-1,4,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
32,MW4720-2,-1,-1,1,-1,-1,5,4,1,1,-1,-1,-1,-1,-1,1,-1,1,1,3,1,1,1,-1
33,MW4781-1,-1,-1,1,-1,-1,,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
34,MW5084-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,-1,1,-1
35,MW5097-5,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,1,-1
36,MW4619-4,,-1,-1,,-1,-1,2,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1
37,MW4557-2,,,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1
38,MW4647-6,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,2,1,1,1,-1
39,MW5084-2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
40,MW4557-3,,,-1,-1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1
41,MW4647-7,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,2,1,-1,1,-1
42,MW5084-3,-1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1
