,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MX1135-0,,,,,,,,,,,070059,070132,070225,070330,070445,070600,070705,070841,070945,071111,071217,071300,071353,071519,071821,072050,072215,072330,072445,072653,072808,072840,072934,073006,073038,073131,073256,073350
1,MZ3978-0,,070059,070225,070456,070643,071039,071144,071300,071508,071738,071853,072435,072549,072653,072830,072934,073038,073256,073401,073515,073631,073714,073807,073954,074307,074536,074723,074837,074952,075214,075330,075423,075506,075527,075621,075643,075808,075913
2,MZ3987-0,070059,071239,071602,071749,072258,072643,072736,072851,073016,073214,073328,073839,073943,074048,074235,074400,074453,074701,074805,074931,075128,075214,075236,075413,075725,080050,080248,080352,080518,080612,080727,080759,080852,080924,080946,081028,081154,081247
3,MZ4072-0,072247,072600,072808,072923,073318,073642,073756,073900,074048,074224,074339,074827,074942,075046,075202,075246,075341,075559,075632,075808,075902,075935,075956,080132,080457,080601,080842,080946,081100,081143,081247,081330,081412,081444,081527,081559,081713,081756
4,MZ4228-0,073631,073724,074015,074141,074536,074859,075014,075117,075257,075445,075549,080050,080143,080248,080414,080508,080601,080759,080903,081039,081204,081236,081330,081455,081817,081954,082131,082235,082350,082526,082630,082702,082755,082806,082849,082910,083025,083118
5,MW5936-0,,075402,075559,075757,075924,080111,080237,080414,080633,080852,081028,081548,081641,081735,081900,082005,082048,082224,082318,082432,082526,082619,082723,082859,083235,083351,083527,083632,083758,083852,084006,084049,084132,084214,084246,084318,084445,084507
6,MZ3559-0,080446,080852,081007,081143,081319,081713,081839,081943,082059,082318,082443,082931,083035,083150,083256,083351,083455,083715,083808,083934,084017,084100,084225,084340,084643,084830,085038,085132,085247,085424,085538,085632,085715,085725,085830,085851,090006,090100
7,MZ3825-0,082443,082547,082744,082920,083035,083340,083444,083549,083654,083808,083924,084424,084528,084632,084747,084852,084945,085142,085237,085402,085456,085528,085600,085725,090017,090214,090413,090507,090622,090758,090903,090945,091007,091049,091132,091154,091258,091330
8,MX1213-0,085226,085352,085632,085746,085830,090132,090225,090340,090539,090726,090830,091352,091434,091549,091715,091831,091935,092142,092246,092424,092517,092600,092715,092831,093205,093403,093704,093808,093913,094101,094205,094247,094330,094351,094435,094507,094633,094716
9,MX1135-1,090246,090424,090539,090715,090852,091132,091330,091413,091517,091715,091841,092403,092456,092549,092704,092808,092914,093122,093216,093320,093413,093456,093517,093632,093945,094143,094319,094424,094529,094705,094810,094853,094935,094957,095029,095101,095216,095258
