,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MR8583-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070146
1,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070135,070302,070335,070546,070618,070651,070745,070756,070911,071037,071309,071459,071616,071742,071858,071930
2,MS2095-0,,,,070102,070219,070513,070640,070745,070900,070954,071120,071237,071332,071648,072035,072202,072256,072400,072454,072620,072703,072818,073038,073309,073404,073447,073613,073739,073844,074009,074103,074157,074345,074428,074449,074615,074918,075044,075138,075326,075430,075607
3,MS1903-0,070702,071919,072140,072317,072515,072839,072944,073059,073215,073309,073426,073530,073707,074042,074417,074604,074647,074752,074857,075023,075055,075243,075502,075722,075754,075837,075952,080119,080223,080403,080446,080518,080601,080644,080717,080843,081208,081355,081543,081659,081814,081940
4,MS1953-0,073520,074417,074615,074846,075106,075502,075556,075711,075920,080036,080213,080318,080456,080811,081219,081345,081439,081543,081659,081803,081846,082035,082213,082444,082548,082631,082747,082913,083007,083216,083309,083343,083542,083626,083648,083753,084140,084244,084413,084540,084656,084846
5,MS2365-0,,080623,080800,080959,081146,081439,081637,081731,081951,082035,082223,082339,082433,082747,083111,083248,083320,083448,083553,083709,083753,084003,084201,084424,084519,084602,,084823,084857,085045,085150,085213,085339,085401,085433,085548,085854,090010,090115,090209,090324,090419
6,MR8583-1,082704,082808,083028,083205,083405,083803,083825,083951,084035,084118,084234,084328,084446,084823,085213,085350,085433,085559,085632,085810,085854,090032,090302,090523,090606,090700,090816,090941,091024,091150,091245,091318,091401,091422,091454,091610,091902,092007,092226,092320,092416,092542
7,MS1044-1,,085213,085422,085559,085926,090147,090346,090513,090732,090837,091024,091108,091150,091516,091913,092039,092122,092226,092333,092459,092542,092708,092940,093149,093244,093337,093453,093608,093702,093911,094005,094048,094153,094214,094236,094351,094706,094821,095031,095208,095303,095451
8,MS2095-1,,092416,092708,092857,093055,093348,093536,093640,093817,093900,094016,094120,094308,094634,095031,095157,095241,095418,095501,095640,095712,095922,100152,100413,100446,100539,100644,100759,100843,101053,101157,101240,101344,101417,101500,101615,101950,102118,102211,102431,102536,102734
9,MS1903-1,,095640,095839,100120,100340,100716,100811,100916,101157,101302,101510,101553,101741,102118,102452,102629,102723,102911,103016,103206,103249,103447,103708,103932,104005,104048,104218,104323,104355,104627,104721,104815,104911,104954,105015,105130,105435,105602,105825,105940,110035,110256
10,MP5991-0,,102045,102201,102409,102619,102933,103154,103321,103509,103614,103751,103932,104005,104334,104721,104848,104932,105037,105120,105236,105319,105507,105709,105929,110035,110118,110224,110329,110424,110529,110612,110655,110800,110843,111010,111137,111441,111618,111755,111900,112004,112214
11,MS1953-1,,104131,104334,104555,104900,105141,105236,105341,105614,105658,105919,110013,110151,110518,110905,111021,111114,111243,111348,111546,111640,111911,112120,112319,112425,112519,112634,112750,112846,113002,113055,113149,113223,113255,113327,113432,113746,113902,114132,114238,114332,114520
12,MS2365-1,,110435,110717,110937,111210,111618,111640,111745,111943,112037,112214,112308,112402,112728,113117,113234,113338,113504,,,,,114154,114354,114437,114531,,,,,123149,,,,,,,,,144151,144255,
13,MR8583-2,112750,113106,113410,113547,113746,114143,114310,114448,114541,114624,114750,114836,114951,115339,115725,115902,120017,120143,120216,120404,120447,120636,120813,121044,121127,121212,121349,121453,121525,121745,121839,121933,122038,122111,122132,122238,122543,122709,125056,125139,125255,125442
14,MS1044-2,,120100,120321,120458,120729,121159,121306,121442,121536,121630,121829,121911,122122,122510,122846,123013,123117,123257,123350,123527,123610,123809,124018,124238,124333,124417,124555,124721,124825,124951,125045,125139,125255,125327,125442,125620,130006,130121,130340,130456,130611,130833
15,MS2095-2,,123214,123412,123548,123946,124406,124511,124627,124742,124825,124951,125106,125255,125620,130006,130142,130236,130413,130507,130633,130716,130916,131125,131327,131421,131504,131620,131714,131808,131933,132038,132132,132228,132301,132333,132439,132720,132825,133045,133139,133246,133351
16,MS1953-2,,130716,130843,131053,131233,131558,131725,131829,132121,132228,132428,132543,132731,133117,133506,133654,133758,133935,134030,134207,134322,134544,134836,135055,135138,135222,135327,135503,135546,135713,135807,135900,135954,140027,140153,140311,140615,140803,140920,141118,141239,141427
17,MR8583-3,140522,140605,140814,141035,141250,141604,141719,141824,142046,142140,142318,142424,142529,142844,143242,143430,143523,143700,143743,143909,143952,144201,144505,144714,144807,144850,145016,145132,145226,145438,145531,145625,145729,145812,145845,150012,150411,150526,150745,150850,151120,151614
18,MS1044-3,143021,143053,143358,143606,143837,144201,144327,144454,144818,144850,145110,145205,145343,145729,150127,150255,150338,150515,150619,150818,150901,151059,151333,151604,151647,151740,151906,152021,152115,152303,152346,152440,152534,152606,152743,152910,153330,153434,153643,153748,154029,154501
19,MS2095-3,145005,150223,150349,150630,150850,151237,151321,151510,151740,151845,152115,152220,152346,152743,153140,153341,153434,153600,153715,153903,153946,154229,154533,154743,154849,154943,155109,155225,155308,155445,155538,155644,155716,155749,155821,155938,160338,160515,,160900,161141,161627
20,MS5082-0,153351,153445,153841,154051,154302,154606,154711,154805,155058,155203,155329,155423,155612,155959,160410,160558,160651,160850,160922,161058,161152,161424,161659,161919,162014,162057,162234,162350,162446,162622,162716,162833,162916,162948,163114,163234,163526,163702,163901,164038,164205,164531
21,MS1953-3,155318,155600,155821,160010,160222,160630,160734,160839,161015,161109,161236,161330,161456,161814,162140,162317,162403,162528,162622,162749,162833,163053,163244,163443,163526,163609,163713,163829,163934,164111,164216,164259,164354,164437,164614,164719,165056,165236,165528,165622,165716,170029
22,MX1517-0,,161951,162108,162256,162550,162854,162948,163104,163327,163443,163652,163829,163912,164238,164625,164813,164908,165045,165200,165351,165434,165643,165914,170134,170230,170336,170451,170606,170649,170859,171004,171047,171140,171239,171300,171437,171802,172000,172127,172232,172358,172556
23,MW4762-0,162108,165200,165318,165506,165632,165925,170134,170241,170430,170523,170732,170816,170910,171239,171657,171824,171917,172054,172137,172325,172420,172628,172816,173036,173130,173215,173320,173425,173508,173656,173750,173905,173948,174033,174210,174315,174652,174900,175227,175310,175417,175449
24,MS1044-4,,,172420,172639,173047,173342,173603,173718,173826,173916,174044,174127,174253,174630,175016,175153,175238,175428,175500,175700,175826,180035,180317,180526,180620,180713,180850,181006,181110,181236,181352,181456,181602,181646,181812,182011,182347,182514,182735,182850,183017,183132
25,MS2095-4,,175533,175743,175952,180129,180411,180641,180807,181006,181059,181309,181413,181507,181834,182231,182431,182525,182713,182756,183006,183110,183321,183604,183813,183845,183939,184043,184148,184242,184430,184534,184628,184743,184816,184859,185026,185351,185517,,185903,185957,190040
26,MS5082-1,,182746,182912,183100,183321,183625,183730,183845,184126,184158,184430,184524,184617,185015,185424,185611,185654,185831,185935,190113,190156,190355,190616,190858,190941,191035,191139,191318,191412,191611,191705,191809,191935,192009,192030,192156,192448,192553,192803,192858,193024,193128
27,MX1517-1,,185705,185759,185914,190102,190439,190605,190710,190919,191013,191151,191246,191423,191820,192207,192322,192405,192604,192636,192813,192919,193117,193318,193516,193621,193704,193758,193902,193934,194101,194156,194300,194355,194429,194512,194616,194908,195056,195233,195338,195431,195630
28,MS1953-4,,191318,191506,191705,191809,192207,192311,192416,192625,192730,192941,193013,193150,193505,193830,194008,194051,194156,194239,194355,194439,194616,194836,195045,195150,195233,195316,195431,195525,195702,195756,195900,200015,200059,200203,200318,200601,200706,200844,200949,201104,201210
29,MW4762-1,194710,195002,195233,195410,195504,195734,195932,200037,200236,200329,200540,200612,200738,201104,201503,201629,201806,202015,202120,202257,202351,202550,202749,203009,203041,203102,203218,203323,203355,203554,203700,203733,203859,203941,204024,204140,204422,204548,204757,204934,205050,205248
30,MS2095-5,201032,210630,210735,210902,211154,211435,211540,211635,211750,211855,212010,212053,212125,212449,212834,212950,213033,213147,213231,213408,213502,213650,213911,214120,214203,214256,214350,214507,214601,214705,214810,214831,214957,215040,215123,215300,215604,215719,,215928,220024,220233
31,MS1044-5,,202601,202727,202936,203156,203417,203628,203722,203837,203941,204140,204234,204306,204714,205111,205248,205331,205519,205613,205750,205822,210033,210231,210442,210526,210609,210703,210818,210902,211028,211132,211226,211424,211508,211540,211707,212032,212147,212323,212449,212615,212741
32,MS1953-5,213816,214026,214152,214318,214622,214852,214946,215051,215311,215355,215542,215636,215708,220013,220348,220453,220525,220651,220756,220922,221005,221142,221340,221549,221642,221725,221808,221923,222018,222122,222205,222248,222331,222353,222425,222540,222834,223000,223115,223241,223345,223533
