,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
49,MW4705-4,150647,150825,151624,152045,152426,152616,152905,153204,154318,154350,154631,154806,154850,155140,155300,155418,155556,155723,155840,160007,160246,160458
50,AA7248-2,151430,151624,151905,152140,152616,152949,153054,153226,154318,154403,,154806,154901,155140,155300,155429,155556,155701,155829,160007,160246,160458
51,AA6952-4,,152129,152437,152641,153259,,,154027,155107,155203,,155534,155618,155745,155829,155934,160051,160158,160246,160353,160637,160800
52,AA7530-3,,152641,153215,,154117,154245,154610,154934,160051,160125,160331,160509,160604,160833,160942,161039,161156,161334,161440,161514,161736,161935
53,AA7488-4,153226,153346,153737,154140,154519,154620,154955,155324,160414,160509,,160748,160822,161016,161101,161218,161334,161440,161504,161652,161859,161957
54,AA7149-4,,,154545,154850,155250,155450,155923,160102,161250,161334,161525,161714,161808,161957,162105,162228,162324,162445,162552,162756,163034,163149
55,MW5191-0,155203,155335,155618,155934,160447,160710,160929,161101,162052,162135,,162456,162608,162723,162845,163023,163138,163245,163339,163533,163825,164036
56,AA7214-4,,160136,160425,160811,161334,161453,161831,162019,163001,163058,163245,163606,163706,163835,163930,164025,164223,164332,164435,164645,164935,165140
57,AA7367-0,160425,160553,160942,161229,161846,162135,162434,162608,163630,163706,163919,164111,164234,164412,164518,164634,164724,164836,164935,165035,165247,165402
58,AA7195-4,161831,162052,162324,162700,163223,,163752,163941,164935,165011,,,,165708,165812,165856,170030,170137,170220,170348,170610,170759
59,AA7536-4,,162217,163058,163511,164234,,,164836,165918,170019,,170359,170431,170621,170715,170905,171054,171200,171256,171350,171647,171837
60,AA7322-3,,163719,163919,164507,165011,165247,165657,165823,170759,170832,,171223,171307,171412,171507,171550,171742,171859,171955,172155,172417,172544
61,AA7522-4,164200,164344,164724,165056,165519,165635,165907,170209,171223,171307,,171658,171753,171921,172006,172122,172300,172406,172501,172555,172852,172958
62,AA7101-2,165107,165551,165746,170004,170526,170821,171412,171603,172702,172746,173008,173146,173252,173441,173546,173631,173831,173949,174105,174340,174552,174731
63,AA7706-5,165845,170220,170537,170854,171138,171350,171826,171944,172841,172914,173103,173230,173325,173441,173557,173703,173841,173959,174116,174149,174414,174603
64,MW4705-5,171022,171211,171625,172006,172311,172439,172936,173114,174211,174246,174457,174636,174742,174955,175100,175229,175419,175536,175703,175757,180041,180241
65,AA7248-3,171539,,172155,172450,172936,,173514,173831,174955,175039,175302,175419,175452,175652,175819,180008,180125,180230,180347,180546,180757,180924
66,AA6952-5,172122,172450,172713,172936,173441,173703,174105,174246,175441,175514,,,,180041,180136,180325,180431,180830,180924,181146,181346,181441
67,AA7530-4,172757,173241,173503,,174127,174340,174658,175017,180052,180147,180347,180536,180641,180808,180913,181030,181146,181251,181346,181552,181912,182031
68,AA7488-5,173631,174127,174530,,175302,175547,175841,180136,181251,181335,,181656,181729,181923,182031,182207,182341,182447,182543,182800,183056,183227
69,AA7149-5,,175313,175630,175925,180125,180314,180608,180903,182053,182156,182341,182447,182532,182700,182811,182908,183046,183155,183311,183405,183651,183742
70,AA7214-5,,180546,180946,181346,181729,182053,182352,182649,183826,183921,184130,184316,184422,184607,184702,184826,184943,185053,185136,185346,185622,185742
71,AA7367-1,181346,181838,182042,182447,182835,183343,183715,183957,185158,185251,185452,185600,185643,190011,190106,190216,190345,190507,190613,190801,191022,191214
72,AA7195-5,182403,182521,183217,,183815,184141,184400,184607,185622,185705,185859,190022,190106,190228,190313,190507,190712,190811,190917,191011,191337,191442
73,AA7536-5,184036,184231,184435,184741,185251,185705,185754,190117,191227,191326,191601,191651,191757,192048,192202,192307,192435,192612,192718,192942,193255,193454
74,AA7322-4,184349,185516,185754,190117,190334,190624,190927,191238,192350,192424,192645,192826,192920,193211,193317,193433,193632,193810,193926,194147,194419,194641
75,AA7522-5,185718,190540,191107,191326,191702,191831,192244,192612,193737,193821,,194158,194231,194347,194441,194547,194714,194810,194904,194959,195232,195348
76,AA7101-3,191150,191831,192202,192424,192732,192931,193223,193538,194609,194641,194832,194937,195021,195232,195337,195421,195537,195642,195737,195948,200221,200348
77,AA7706-6,,193454,193759,194125,194314,194441,194747,195053,200210,200243,200443,200610,200704,200927,201010,201116,201327,201432,201537,201737,201958,202137
78,MW4705-6,195337,195453,195905,200232,200515,200642,200905,201127,202242,202325,202536,202652,202757,203031,203136,203241,203419,203557,203651,203818,204122,204322
79,AA7149-6,201504,201947,202231,202536,202820,203031,203408,203524,204522,204605,204742,204910,204954,205249,205343,205438,205522,205639,205724,205840,210112,210322
80,AA7214-6,203735,203944,204112,204439,204721,204827,205100,205217,210133,210206,,210500,210533,210659,210742,210847,210942,211046,211151,211340,211600,211717
81,AA7195-6,205924,210018,210427,210659,210952,211307,211506,,212535,212635,212832,213028,213101,213239,213345,213439,213655,213757,213856,213954,214246,214420
82,MW4705-7,212103,212241,212513,212954,213206,213439,213735,213907,215002,215118,215342,215459,215554,215743,215859,220015,220217,220351,220501,220619,220948,221126
83,AA7706-7,,,,212252,212513,212619,212905,213039,214016,214059,214246,214357,214431,214620,214706,214752,214930,215024,215129,215259,215459,215554
84,AA6952-6,,213943,214409,214620,214930,215320,215436,215532,220537,220619,220808,220948,221020,221126,221221,221315,221522,221638,221721,221859,222121,222318
85,AA7488-6,215815,220026,220249,,220830,221031,221221,221431,222521,222616,222749,222921,223026,223142,223236,223403,223603,223708,223752,223932,224215,224321
86,AA7149-7,,221442,221910,222110,222403,222627,222838,222932,223826,223921,224121,224226,224310,224520,224553,224648,224838,224955,225049,225237,225458,225552
87,AA7214-7,222921,223320,223741,224015,224342,224509,224732,224900,225730,225803,,230129,230224,230436,230519,230624,230802,230908,231024,231129,231331,231437
88,AA7195-7,,224922,225132,225342,225647,225929,230013,230129,231140,231225,231425,231603,231636,231825,231919,232014,232120,232224,232341,232613,232857,233436
89,AA7706-8,230129,230436,230729,231024,231236,231437,231731,231847,232835,232929,233118,233237,233331,233531,233626,233720,,,,,,
90,MW4705-8,,232014,232235,232645,232835,232940,233237,233353,,,,,,,,,,,,,,
91,AA6952-7,233056,,233531,233742,,,,,,,,,,,,,,,,,,
