,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,070103,070138,070257,070330
1,MX4383-0,,,,,,,,,,,,,,,,,,,,,,,070103,070235,070341,070458,070531
2,AA7699-0,,,,,,,,,,,070103,070330,070509,070615,070710,070816,070933,071029,071113,071235,071403,071803,071941,072119,072246,072351,072447
3,MS1935-0,,,,,,,,,,070103,070212,070743,070838,071029,071113,071146,071330,071414,071447,071614,071803,072130,072340,072509,072604,072720,072816
4,MX4365-0,,,,,,,,,,070103,070212,070827,070922,071029,071124,071202,071403,071436,071509,071625,071730,072035,072224,072414,072520,072604,072659
5,MS5234-0,,,,070103,070116,070403,070447,070626,070816,071007,071224,071741,071908,071941,072057,072152,072318,072458,072542,072626,072805,073142,073350,073603,073647,073731,073836
6,MX3783-0,070103,070319,070521,070710,070743,071007,071213,071257,071458,071635,071836,072351,072447,072553,072709,072816,072932,073048,073121,073255,073413,073731,073931,074130,074319,074435,074519
7,AA7539-0,070235,,070944,071018,071051,071246,071403,071447,071709,071836,072046,072542,072637,072753,072921,072954,073110,073306,073339,073435,073541,073920,074047,074235,074340,074457,074540
8,MW3291-0,071319,,071814,071941,072057,072329,072520,072626,072827,073048,073317,073909,074025,074152,074330,074413,074603,074751,074835,074930,075107,075446,075603,075825,075931,080047,080141
9,AA7749-0,073048,073424,073625,,073836,074203,074257,074402,074603,074803,,075530,075635,075752,075847,,080228,080344,080427,080500,080638,081016,,,081536,081653,081758
10,MX4598-0,,,,,,,,,,073909,074130,074613,074719,074814,075002,075045,075214,075352,075508,075625,075752,080120,080249,,080649,080838,080954
11,AA7931-0,073942,074814,075151,075257,075341,075646,075825,080047,080249,080406,080617,081132,081242,081358,081514,081620,081726,081936,082030,082114,082255,082625,082815,083027,083121,083251,083345
12,MX4614-0,,074003,074319,074413,074446,074729,074835,074930,075118,075341,075551,080036,080206,080311,080355,080449,080617,080744,080817,080911,081027,081347,081452,,081820,081936,082020
