,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW5142-0,,,,,,,,,,,,,,,,,,,,,070110,070323,070453
1,MW4557-0,,,,,,,,,,,,070110,070156,070251,070453,070537,070643,070854,070959,071116,071327,071624,071858
2,MW4619-0,,,,,,,070110,070123,070949,071043,071138,071305,071444,071550,071708,071741,071847,072037,072142,072308,072435,072707,072813
3,MW4647-0,,,,,,070110,070156,070323,071327,071412,071506,071635,071803,071909,072037,072131,072236,072341,072424,072551,072645,072858,073037
4,MW3430-0,,,,070110,070156,070312,070537,070716,071602,071635,071730,071835,071941,072058,072214,072257,072341,072457,072602,072718,072825,073048,073227
5,MW4705-0,,,070110,070156,070358,070621,070905,071021,071930,072037,072142,072330,072518,072634,072802,072909,073015,073216,073323,073501,073607,073935,074136
6,MW4781-0,,,070358,070621,070843,,071350,071506,072518,072645,072740,072909,073026,073131,073312,073406,073501,073651,073746,073902,073946,074304,074409
7,AA7149-0,070442,,,071401,071602,071824,072014,072152,073120,073216,073312,073428,073534,073640,073840,073924,073957,074115,074209,074325,074358,074642,074809
8,MW4837-0,071054,071316,071624,072014,072236,072424,072656,072825,073757,073851,073946,074115,074242,074336,074558,074653,074747,074958,075052,075219,075347,075631,075726
9,MP6403-0,071730,072931,073120,073355,073651,073808,073957,074126,075114,075208,075303,075409,075514,075621,075726,075905,080011,080149,080255,080424,080552,080858,081048
10,AA6625-0,,071930,072246,072645,072952,073312,073511,073651,074747,074914,075020,075158,075335,075452,075715,075832,075938,080149,080255,080424,080541,080858,081026
11,MR7938-0,,,,,,,,072025,073015,073131,073216,073344,073501,073556,073651,073757,073851,074104,074158,074325,074347,074631,074758
12,MW4856-0,,,072718,072952,073153,073333,073618,073935,074936,075031,075125,075208,075347,075503,075715,075810,075916,080021,080116,080233,080350,080708,080803
13,MW5594-0,073957,074220,074547,074831,075042,075241,075503,075737,080730,080825,080920,081026,081142,081249,081405,081459,081606,081744,081850,081955,082145,082357,082547
14,MW5124-0,,,,074231,074442,074620,074925,075125,080149,080244,080338,080457,080635,080730,080847,080953,081121,081332,081437,081606,081744,082112,082217
15,MW4366-0,074809,075031,075347,075653,075832,080116,080424,080719,081744,081901,081955,082112,082239,082347,082525,082631,082736,082936,083041,083200,083338,083549,083643
16,AA7480-0,075347,075536,075916,080200,080435,080635,080920,081110,082207,082312,082409,,082642,082747,082925,083041,083222,083400,083516,083643,083759,084031,084209
17,MW5142-1,080043,080435,080708,081110,081521,081628,081901,082228,083200,083305,083400,083516,083633,083737,083915,084009,084125,084313,084420,084526,084738,085010,085116
18,MW4705-1,080836,081322,081521,082039,082312,082442,082736,083020,084020,084125,084230,084409,084559,084716,084927,085032,085159,085348,085454,085614,085753,090059,090259
19,MW4557-1,,,082145,082653,083041,083316,083527,083705,084738,084905,085000,085105,085242,085325,085517,085625,085730,085909,090015,090142,090354,090626,090909
20,MW4619-1,,082653,082831,,083444,083716,083947,084147,085221,085325,085421,,085657,085730,085920,090026,090215,090427,090543,090721,090942,091258,091425
21,AA7149-1,083505,083727,083926,084158,084504,084727,085010,085148,090226,090331,090416,090532,090648,090732,090858,091004,091120,091341,091457,091613,091741,092014,092214
22,MW4647-1,083904,084209,084442,084811,085021,085242,085517,085646,090942,091047,091130,091309,091436,091508,091741,091847,092014,092246,092414,092509,092738,093010,093126
23,AA6625-1,084727,085043,085304,085614,085858,090131,090416,090626,091603,091719,091814,091942,092108,092235,092458,092548,092738,092959,093105,093221,093336,093653,093809
24,MW4781-1,,,085825,090142,090438,090637,090826,090942,092025,092119,092203,,092425,092537,092705,092810,092904,093021,093137,093315,093525,093758,093936
25,MW4837-1,090237,090532,090847,091203,091508,091624,091931,092235,093347,093431,093514,093642,093820,093903,094019,094125,094220,094420,094526,094653,094830,095114,095240
26,MW4856-1,,091741,091931,092257,092548,092810,093054,093347,094515,094609,094653,094841,094936,095020,095135,095240,095347,095515,095631,095736,095936,100209,100420
27,MW5124-1,,093032,093304,093653,094114,094253,094547,094714,095736,095809,095852,100009,100137,100220,100420,100514,100620,100715,100821,100937,101104,101326,101431
