,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7214-0,,,,,,,,,,,,,,,,,070106,070215
1,AA7195-0,,,,,,,,,,,070106,070531,,,071002,071107,071214,071458
2,AA7536-0,,,,,,,,,070106,070552,070647,071823,071929,072046,072151,072235,072319,072717
3,AA7522-0,070106,070310,070647,070846,071024,071107,071225,071352,071436,072013,072202,073530,073740,073952,074119,074236,074414,074845
4,AA7322-0,,071118,071330,071436,071603,071646,071845,071940,072013,072424,072706,073751,073856,074119,074236,074319,074425,074856
5,AA7706-0,,072212,072424,072529,072656,072750,072825,072919,073014,073446,073740,074751,075013,075225,075341,075425,075458,075909
6,MW4705-0,073014,073236,073614,073824,073931,074003,074214,074308,074414,074907,075129,080405,080638,080829,080936,081052,081209,081514
7,AA6952-0,073931,074319,074613,074835,075002,075045,075225,075341,075425,080047,080438,081609,081820,082019,082156,082251,,083017
8,AA7488-0,,075730,080025,080226,080342,080427,080616,080711,080755,081336,081631,082649,082923,083144,083250,083344,083439,083946
9,AA7149-0,080331,080554,080852,081031,081157,081231,081325,081431,081525,082124,082323,083711,083935,084207,084313,084440,084523,085027
10,AA7101-0,081547,081642,082008,082051,082207,082302,082512,082639,082734,083311,083501,084806,085049,085311,085427,085510,085627,090101
11,AA7214-1,082356,,082850,083028,083155,083239,083355,083501,083555,084345,084545,085933,090217,090417,090533,090639,090756,091123
12,AA7248-0,082418,,084922,085038,085205,085311,085500,085637,085734,,090450,091810,,,092317,092425,092542,093028
13,AA7195-1,083355,083818,084030,084218,084345,084450,084606,084723,084806,,085923,,091217,091420,091526,091631,091715,093322
14,AA7536-1,085416,085500,085901,090028,090206,090301,090344,090428,090512,,090850,092542,092817,093038,093144,093300,093405,093753
15,AA7522-1,090312,090617,090945,091112,091228,091325,091548,091653,091759,092458,092723,094036,094320,094531,094647,094803,094919,095458
16,AA7530-0,091252,091515,091821,092021,092159,092234,092425,092509,092604,093133,093427,094657,094952,095140,095247,095341,095509,095932
17,AA7322-1,092414,092542,092900,093028,093227,093322,093449,093543,093627,094130,094342,095509,095752,095859,100048,100131,100225,100744
18,AA7706-1,093322,093616,093920,094014,094141,094236,094425,094531,094614,095119,095552,100817,101101,101302,101408,101452,101619,102124
19,MW4705-1,094458,094520,094908,095108,095236,095330,095425,095530,095614,100142,100426,101619,102052,102240,102357,102525,102608,103148
20,AA6952-1,095247,095258,095921,100109,100215,100309,100521,100615,100710,,101714,102746,103043,103306,,103530,103615,104228
21,AA7488-1,,100532,100901,101007,101134,101218,101324,101419,101525,102146,102452,103552,103901,104133,104300,104405,104449,104733
22,AA7149-1,101240,101557,101925,102103,102208,102240,102430,102525,102619,103233,103412,104722,104901,105040,105155,105251,105346,105831
23,AA7214-2,102346,102619,102926,103021,103137,103210,103401,103456,103541,104112,104249,105357,105714,105904,110020,110115,110253,110548
24,AA7101-1,103115,103401,103659,103817,103934,104007,104028,104133,104217,104817,105101,110347,110642,110852,111019,111125,111219,111901
25,AA7195-2,,104427,104901,105101,,105302,105452,105619,105714,,110620,111701,,,112355,112451,112617,113005
26,AA7536-2,,110336,110526,110747,110841,110925,111052,111146,111230,,111712,,,113731,113838,113943,114120,114613
27,AA7522-2,111052,111219,111723,111901,112050,112123,112344,112451,112545,113216,113427,114845,115056,115309,115425,115519,115635,120307
28,AA7322-2,112101,112239,112606,112806,112955,113049,113143,113321,113405,113849,114120,115150,115403,115614,115730,115802,115846,120518
29,AA7530-1,113343,113553,113849,113943,114110,114142,114309,114403,114457,115002,115225,120234,120351,120518,120612,120655,120717,121308
30,AA7706-2,114929,115150,115436,115614,115730,115802,115856,120013,120057,120634,120930,122027,122309,122509,122614,122709,122803,123131
31,MW4705-2,120434,120623,121036,121319,121424,121530,121637,121804,121848,122353,122647,125333,125605,125828,125944,130100,130217,130608
32,AA6952-2,121826,122121,122447,122636,122803,122909,123047,123216,123322,,124230,131104,131515,,131915,132055,132201,132529
33,AA7488-2,,123311,123616,123723,123851,123934,124040,124124,124208,124756,125101,131653,131915,132055,132201,132234,132402,132751
34,AA7149-2,124335,,124901,125028,125133,125227,125322,125427,125532,130122,130323,132201,132446,132657,132803,132858,133025,133353
35,AA7214-3,125723,125850,130144,130323,130429,130524,130619,130820,130926,131432,131559,133015,133225,133436,133541,133625,133720,134121
36,AA7195-3,130747,,131559,,131948,132022,132201,132351,132446,,133236,134332,134639,134924,135030,135114,135158,135746
37,AA7536-3,132708,,133203,133404,133509,133604,133803,133952,134026,,134851,140014,140207,140412,140518,140624,140701,141041
38,AA7522-3,133752,133952,134343,134617,134734,134807,135052,135224,135309,135918,140141,141507,141757,142114,142231,142336,142526,143047
39,AA7322-3,134924,135019,135331,135530,135651,135746,135851,140024,140108,140624,140924,142042,142325,142537,142655,142739,142824,143334
40,AA7706-3,135840,140035,140334,140508,140634,140712,140840,140958,141030,141551,141830,143036,143323,143548,143653,143737,143843,144231
41,MW4705-3,140902,141603,141924,142031,142158,142231,142431,142548,142655,143229,143429,144803,145101,145352,145510,145627,145734,150103
42,AA7488-3,143407,143548,143915,144042,144158,144253,144526,144654,144813,145341,145700,150901,151220,151507,151640,151757,151906,152307
43,AA7149-3,144537,,145028,145157,145319,145414,145627,145756,145901,150414,150604,151854,152150,152426,152543,152651,152746,153328
44,AA6952-3,,,,,,,,,,,144933,150030,150425,,150637,150745,150850,151336
45,AA7214-4,145935,,150510,150701,150807,150901,151045,151241,151358,151949,152201,153404,153710,153933,154535,154642,154803,155247
46,AA7195-4,151220,,151854,152011,152127,152201,152342,152532,152616,,153616,,155355,155711,160007,160106,160237,160929
47,AA7536-4,153031,,153543,153710,153815,153849,153933,154116,154201,154726,154929,160416,160554,160856,161016,161123,161251,161544
48,AA7522-4,153933,154235,154620,154803,154950,155035,155233,155439,155544,160139,160354,161807,162122,162437,162555,162716,162823,163604
49,AA7101-2,154803,155111,155416,155544,155711,155756,155901,160128,160237,,161240,162402,162654,162911,163027,163151,163236,163810
50,AA7706-4,,160033,160354,160615,160724,160800,161005,161112,161155,161701,161952,163203,163448,163650,163759,163915,164010,164530
51,AA7248-1,161450,,161941,162146,162251,162338,162607,162749,162823,,163915,,165543,165845,170033,170200,170243,170632
52,MW4705-4,,,161512,161628,161745,161856,162122,162325,162437,163051,163322,164901,165204,165500,165648,165812,165952,170411
53,AA6952-4,161734,,162338,162542,162705,162800,162911,163105,163140,163748,164043,165438,165710,165952,170105,170200,170305,170832
54,AA7530-2,,162943,163300,163448,163604,163726,163853,164010,164043,164551,164912,170043,170316,170538,170704,170821,170927,171507
55,AA7488-4,,163650,163958,164151,164257,164333,164518,164635,164709,165300,165532,170621,170905,171138,171245,171350,171445,171848
56,AA7149-4,164319,,164730,164923,165037,165153,165321,165427,165521,170021,170232,171730,172026,172331,172436,172530,172635,173141
57,MW5191-0,165153,165449,165823,170021,170138,170243,170338,170454,170548,171138,171401,172530,172825,173046,173203,173309,173446,173910
58,AA7214-5,165952,,170654,170854,171011,171116,171223,171423,171456,172026,172226,173320,173614,173921,174037,174142,174248,174816
59,AA7367-0,,171127,171412,171636,171741,171837,172059,172226,172320,172814,173013,174955,175313,175547,175651,175746,175851,180609
60,AA7195-5,171753,171932,172247,172436,,172635,172803,172908,172941,173457,173710,175419,175651,175902,175957,180103,180220,180749
61,AA7536-5,172718,173057,173236,173435,173552,173657,173805,173932,174015,174647,174911,181128,181403,181801,181900,181955,182150,182726
62,AA7322-4,172751,173457,174059,174248,174404,174447,174658,174816,174922,180525,181203,182653,182942,183333,183521,183626,183802,184315
63,AA7522-5,174142,174731,175016,175240,175346,175419,175547,175702,175746,181551,181837,183239,183521,183802,183929,184039,184133,184543
64,AA7706-5,175408,175608,175829,180030,180209,180242,180420,180620,180714,181933,182410,184014,184254,184533,184649,184803,184859,185343
65,AA7101-3,180019,180337,180641,180855,181044,181203,181308,181435,181551,182642,183442,184921,185238,185501,185639,185754,185932,190557
66,MW4705-5,181011,181022,181319,181508,181631,181812,182139,182410,182505,183941,184605,185932,190212,190502,190607,190729,190900,191456
67,AA7248-2,,,181900,182117,182234,182323,182642,183036,183143,,185226,190313,,190806,190933,191039,191206,191731
68,AA6952-5,182258,182410,182726,182847,183058,183120,183344,183648,183739,185617,190126,191519,191731,192016,192121,192249,192437,193018
69,AA7530-3,,183058,183333,183442,183605,183714,183907,184207,184304,190513,190900,192217,192511,192741,192851,193006,193107,193552
70,AA7488-5,,184348,184649,184826,184943,185032,185259,185628,185754,191050,191540,192804,193140,193425,193541,193658,193814,194225
71,AA7149-5,185354,,185838,190043,190201,190228,190324,190715,190839,191803,191922,193151,193436,193720,193825,193941,194036,194457
72,AA7214-6,190629,,191206,191255,191402,191456,191658,191933,192005,192655,192851,194141,194414,194624,194740,194835,194951,195237
73,AA7367-1,,,,,192741,192829,192923,193341,193436,194025,194247,195447,195741,200047,200214,200321,200447,200858
74,AA7195-6,193247,193519,193720,193836,193941,194047,194308,194414,194541,195025,195331,200509,,200836,201013,201129,,201614
