,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070117,070132,070618
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,070117,070238,070607,070713,070949,071055,071332,071438,071744,071900,072006,072438
2,MW5898-0,,,,,,,,,,,,,,,,,,,,070117,070132,070227,070332,070450,070607,070651,071118,071427,071533,071712,071828,071944,072227,072449,072616,072722,073059
3,MW3098-0,,,,,,,,,,,,,070117,070227,070512,070629,070735,070757,071000,071237,071332,071416,071533,,,,072344,072700,072805,073026,073149,073338,073642,074009,074137,074253,074927
4,MW3116-0,,,,,,,070117,070132,070216,070321,070417,070512,070651,070915,071310,071354,071500,071544,071722,071944,072027,072111,072227,072333,072511,072605,073026,073305,073400,073621,073809,074115,074336,074938,075127,075243,080236
5,MZ3559-0,070545,070651,070852,070915,070949,071033,071055,071139,071215,071332,071416,071511,071650,071817,072144,072322,072543,072627,072733,073048,073137,073232,073410,073537,073726,073748,074220,074525,074641,074916,075211,075515,075800,080036,080309,080426,081342
6,MZ3734-0,071544,071701,071839,071911,071933,072006,072049,072133,072227,072333,072438,072543,072733,072859,073149,073410,073527,073559,073748,074020,074115,074220,074336,074525,074725,074820,075243,075548,075749,080120,080447,080615,080753,081120,081331,081732,083639
7,MW3060-0,072638,072754,072932,073004,073026,073121,073137,073211,073316,073443,073527,073642,073831,074104,074503,074631,074853,074949,075127,075453,075620,075844,080109,080247,080520,080604,081026,081626,081827,082206,082406,082639,082841,083203,083341,084526,090223
8,MZ3978-0,073831,073915,074104,074126,074147,074220,074242,074325,074409,074514,074620,074736,074949,075149,075504,075620,075728,075822,075950,080247,080320,080415,080532,080753,080942,081015,081510,081848,082016,082606,082722,082926,083054,083448,083606,084643,090212
9,MZ3825-0,074831,074927,075032,075105,075127,075200,075221,075254,075338,075504,075620,075728,075907,080036,080341,080426,080659,080742,081004,081247,081448,081554,081732,081943,082217,082311,082755,083116,083258,083617,083756,084040,084313,084548,084857,090223,091345
10,MZ3987-0,075811,075855,080014,080058,080142,080214,080236,080309,080331,080447,080532,080709,080858,081058,081448,081626,081732,081805,081932,082249,082438,082544,082830,083021,083330,083341,083902,084324,084621,085141,085258,085438,085618,085830,090023,091027,092233
11,MX1213-0,,080836,081026,081047,081109,081131,081152,081247,081309,081459,081554,081710,081838,082038,082406,082617,082722,082755,082959,083225,083352,083606,083851,084145,084441,084515,085035,085342,085640,090012,090139,090447,090658,091111,091238,091905,092857
12,MZ4228-0,081848,082005,082144,082227,082249,082333,082406,082449,082533,082649,082744,082830,083150,083319,083650,083829,084102,084145,084335,084716,085002,085119,085416,085651,085841,085916,090351,090804,091155,091557,091726,091854,092011,092316,092423,092550,093345
13,MZ4072-1,082711,082830,083010,083032,083116,083150,083214,083258,083341,083459,083555,083712,083902,084113,084419,084621,084727,084812,085119,085533,085713,085808,090012,090150,090329,090351,090858,091227,091418,091810,091916,092055,092222,092445,092645,092803,093618
14,MZ3556-0,083701,083807,083924,083956,084018,084051,084113,084207,084302,084452,084548,084654,084919,085130,085500,085618,085852,085948,090201,090530,090625,090720,090836,090953,091155,091300,091748,092033,092254,092729,092857,093119,093501,093912,094041,094241,094618
15,MW5936-0,084441,084526,084716,084749,084824,084857,084941,085046,085141,085320,085438,085555,085746,090000,090351,090447,090658,090753,090931,091205,091312,091418,091653,091905,092105,092211,092645,093047,093240,093807,093955,094313,094546,094956,095134,095302,095830
16,MZ3956-1,084846,085320,085500,085533,085555,085640,085702,085808,085905,090023,090139,090245,090436,090658,090942,091049,091300,091356,091630,092000,092116,092211,092412,092601,092718,092751,093229,093512,093850,094502,094640,094924,095218,095629,095735,095830,100337
17,MX1197-0,090245,090256,090436,090457,090530,090552,090614,090658,090731,090836,090931,091027,091300,091440,091737,091832,092105,092138,092412,092634,092729,092803,093109,093302,093440,093512,094006,094324,094608,095702,095936,100315,100537,100937,101104,101159,101705
18,MW5898-1,090351,090931,091038,091122,091144,091216,091249,091323,091356,091502,091557,091715,091938,092138,092601,092645,092857,092941,093058,093323,093418,093523,093723,093923,094124,094230,094702,094934,095157,100254,100432,100726,100926,101254,101421,101559,102115
19,MW5966-0,092506,092550,092656,092729,092751,092814,092836,092919,092941,093119,093207,093313,093534,093745,094146,094324,094419,094513,094651,094934,095051,095134,095302,095451,095651,095724,100254,100621,100905,101505,101621,101748,102021,102421,102537,102810,103137
20,MW5943-0,093512,093629,093745,093807,093828,093901,093923,093955,094041,094146,094324,094430,094629,094745,095145,095251,095512,095607,095746,100032,100137,100254,100432,100621,100759,100831,101305,101821,102010,102421,102653,102937,103254,103621,103749,104014,104520
21,MW3098-1,,,,,,,,,,,,,,,,,,,,,095651,095702,095913,100053,100159,100232,100704,101210,101410,102137,102316,102526,102621,102853,103021,103221,103654
22,MW3215-0,,100715,100853,100926,100959,101032,101115,101159,101243,101516,101610,101737,102032,102232,102548,102621,102842,102948,103159,103420,103526,103632,103832,104014,104152,104247,104742,105121,105321,110123,110323,110555,110923,111345,111536,111822,112246
23,MW3060-1,101254,101421,101621,101643,101716,101737,101759,101842,101915,102053,102137,102232,102432,102621,103021,103148,103420,103515,103654,103929,104036,104130,104331,104447,104614,104709,105121,105532,105743,110544,110700,110944,111155,111609,111727,111907,112246
24,MZ3978-1,102316,102443,102610,102643,102705,102737,102759,102832,102904,102959,103043,103137,103359,103442,103716,103929,104152,104236,104342,104636,104709,104804,104931,105059,105259,105354,105816,110356,110555,111207,111323,111558,111749,112024,112130,112235,112613
25,MW3116-1,,,,,,,,,,,,,,,,,,,,,,,,,,,102443,102842,103032,103537,103654,103940,104130,104520,104709,104826,105310
26,MZ3825-1,103210,103315,103442,103515,103548,103621,103643,103727,103759,103917,104047,104203,104425,104658,105059,105227,105449,105522,105733,110007,110113,110240,110407,110555,110711,110818,111251,111620,111811,112246,112413,112624,112835,113108,113226,113343,113850
27,MZ3559-1,,,,,,,,,,,,,,,,,,,,,,,,,,,103420,103705,103843,104614,104742,104942,105227,105627,105805,110018,110356
28,MZ3734-1,,,,,,,,,,,,,,,,,,,,,,,,,103821,103854,104309,104720,104920,105711,105911,110156,110512,110923,111039,111229,111705
29,MZ3987-1,103917,104003,104130,104152,104214,104247,104309,104331,104403,104509,104552,104636,104859,105048,105343,105427,105649,105722,105900,110123,110218,110302,110439,110555,110755,110818,111312,111620,111811,112435,112541,112803,112908,113108,113226,113332,113712
30,MX1213-1,104859,104942,105048,105121,105142,105227,105248,105321,105416,105511,105616,105722,105911,110029,110450,110544,110807,110829,110955,111218,111251,111356,111620,111800,112003,112057,112541,112835,113035,113723,113850,114018,114156,114557,114713,114818,115232
31,MZ4228-1,105805,105944,110102,110156,110229,110251,110312,110407,110501,110617,110711,110807,111006,111101,111323,111440,111716,111800,111907,112235,112319,112413,112602,112730,112930,112952,113427,113650,113850,114557,114735,115018,115113,115536,115654,115748,120254
32,MZ4072-2,,110755,110912,110944,111006,111050,111122,111207,111240,111407,111451,111609,111822,112014,112246,112403,112635,112708,112919,113226,113332,113416,113650,113806,113923,113955,114420,114724,114913,115442,115621,115821,115915,120116,120254,120442,120831
33,MZ3556-1,111632,111811,111940,112014,112035,112108,112130,112224,112319,112435,112530,112646,112919,113119,113416,113522,113756,113839,114018,114313,114409,114514,114746,114924,115040,115135,115610,115737,115948,120558,120704,120842,121212,121601,121739,121907,122436
34,MW5936-1,112308,112424,112602,112646,112708,112741,112813,112857,112941,113141,113237,113332,113511,113639,113934,114051,114324,114420,114630,114945,115040,115147,115348,115525,115715,115759,120243,120558,120747,121201,121423,121634,121823,122119,122236,122330,123004
35,MX1197-1,,113310,113416,113449,113511,113533,113555,113639,113734,113901,113955,114040,114313,114420,114724,114851,115051,115147,115409,115643,115748,115842,120021,120159,120315,120421,120842,121201,121412,122152,122320,122447,122659,123109,123215,123510,124156
36,MP5834-0,114218,114409,114546,114630,114651,114724,114746,114840,114902,115051,115158,115304,115525,115632,115937,120127,120359,120515,120726,121021,121116,121212,121339,121506,121655,121717,122203,122425,122648,123405,123532,123648,123953,124241,124409,124642,124927
37,MW5966-1,115007,115113,115232,115304,115326,115420,115453,115536,115621,115726,115821,115904,120116,120210,120515,120653,120927,121021,121223,121517,121634,121739,121907,122035,122203,122258,122804,123047,123226,123953,124120,124304,124621,125033,125236,125353,125933
38,MW5943-1,115654,115759,115915,115948,120010,120116,120137,120232,120304,120504,120558,120653,120842,121032,121401,121444,121706,121801,122014,122330,122425,122520,122648,122826,122953,123037,123532,123848,124059,124810,124938,125106,125247,125755,125922,130100,130429
39,MZ3956-2,120021,120116,120243,120315,120337,120410,120431,120515,120548,120747,120842,120938,121116,121212,121655,121812,121907,121940,122152,122509,122604,122709,122826,122953,123058,123142,123605,123859,124156,125022,125139,125416,125533,125900,130006,130111,130724
40,MW5898-2,120032,121053,121212,121245,121307,121350,121412,121455,121528,121645,121739,121834,122035,122236,122604,122742,123004,123058,123237,123448,123543,123637,123754,123932,124110,124156,124653,124927,125225,130006,130111,130312,130546,130840,130946,131051,131513
41,MW3098-2,,122119,122236,122258,122320,122352,122436,122520,122553,122709,,,,,,,,,,,,,,,,,,,,,,,,,,,
