,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW5645-0,,,,,,,,,,,,,,,,,,,,,070111,070125,070242,070759,071032,071243,071337,071443,071610,071653,071759,071853,071958,072136,072230,072346
1,MS2365-0,,,,,,,,,070111,070125,070209,070253,070704,070905,071105,071232,071421,071515,071621,071715,071809,071842,071947,072452,072713,073028,073134,073312,073512,073606,073701,073805,073900,074059,074204,074259
2,MW2390-0,070111,071210,071305,071348,071548,071726,072053,072147,072303,072525,072608,072641,073050,073250,073450,073555,073701,073805,074005,074059,074204,074237,074331,074803,075035,075246,075413,075508,075635,075751,075857,080003,080057,080214,080319,080403
3,MW2856-0,072934,073017,073050,073156,073450,073544,073816,073932,074016,074121,074153,074237,074625,074825,075024,075152,075319,075352,075446,075541,075657,075740,075857,080330,080613,080803,080919,081013,081057,081151,081246,081330,081447,081614,081719,081824
4,MW3053-0,,,074720,074814,074941,075046,075425,075508,075625,075719,075813,075846,080308,080530,080719,080835,080930,081013,081130,081225,081352,081425,081541,082046,082330,082551,082718,082824,082918,083024,083129,083235,083413,083518,083636,083742
5,MW5346-0,080235,080341,080435,080530,080752,080846,081141,081258,081425,081530,081636,081709,082141,082351,082551,082718,082802,082908,083024,083151,083246,083340,083507,084014,084308,084529,084656,084824,084920,085015,085109,085214,085308,085425,085530,085613
6,MS2259-0,081951,082130,082213,082351,082645,082718,083056,083213,083424,083518,083636,083731,084246,084446,084635,084729,084931,085026,085214,085308,085436,085519,085646,090131,090354,090605,090710,090804,090931,091047,091142,091236,091352,091509,091616,091742
7,MS1935-0,083814,084141,084236,084341,084551,084613,084953,085109,085225,085319,085403,085436,085929,090153,090342,090427,090605,090637,090815,090920,091025,091120,091247,091731,092016,092320,092509,092730,092803,092857,093024,093140,093246,093413,093518,093719
8,MW5645-1,084835,085436,085530,085613,085729,085857,090225,090321,090416,090521,090637,090710,091225,091436,091659,091826,091942,092037,092204,092320,092520,092603,092730,093235,093456,093730,093941,094119,094318,094457,094623,094751,094908,095130,095308,095425
9,MS2365-1,091025,091203,091258,091403,091605,091742,092037,092153,092226,092509,092603,092636,093118,093319,093518,093646,093741,093824,093941,094057,094202,094245,094435,094919,095152,095404,095531,095625,095719,095825,095919,100035,100202,100414,100603,100731
10,MW2390-1,091931,093319,093402,093456,093719,093803,094140,094235,094318,094529,094623,094707,095130,095414,095658,095908,100024,100119,100245,100350,100508,100552,100658,101142,101415,101626,101742,101920,102004,102058,102214,102341,102446,102613,102729,102856
11,MW2856-1,095035,095119,095214,095308,095520,095603,095919,100035,100151,100403,100457,100541,101215,101604,101731,101848,101953,102109,102247,102352,102519,102540,102707,103150,103435,103718,103856,103940,104058,104320,104425,104541,104708,104930,105057,105225
12,MW3053-1,,,,,101426,101553,101942,102037,102225,102308,102403,102446,102918,103308,103508,103635,103740,103834,104003,104131,104225,104330,104447,104919,105152,105341,105519,105635,105845,105950,110046,110234,110352,110625,110803,111014
13,MW5346-1,102856,103045,103139,103308,103446,103602,103929,104025,104236,104508,104625,104708,105130,105352,105551,105719,105845,105918,110046,110151,110318,110414,110541,111025,111258,111447,111635,111741,111930,112118,112245,112424,112613,112941,113131,113341
14,MS2259-1,105203,105330,105424,105519,105741,105950,110245,110341,110508,110614,110720,110752,111341,111657,111908,112013,112151,112256,112424,112529,112707,112814,112931,113425,113658,113908,114003,114057,114246,114509,114647,114730,114846,115118,115246,115413
15,MS1935-1,111436,111741,111835,111919,112151,112307,112718,112825,112931,113152,113308,113403,114003,114257,114531,114708,114940,115045,115224,115329,115434,115550,115730,120235,120457,120728,120823,120950,121128,121246,121508,121710,121859,122122,122311,122524
16,MW3116-0,113930,113952,114108,114203,114426,114542,114908,115034,115151,115423,115614,115719,120307,120707,121012,121246,121519,121648,121848,122016,122155,122311,122502,122958,123303,123557,123703,123830,124051,124239,124428,124607,124745,124945,125133,125345
17,MW5645-2,115950,120446,120540,120645,120939,121106,121435,121541,121753,122027,122155,122249,122819,123053,123241,123358,123619,123757,123935,124051,124228,124312,124450,125006,125250,125512,125619,125735,125902,130146,130302,130430,130631,130843,131106,131233
18,MS2365-2,121815,121953,122049,122144,122300,122333,122630,122725,122914,122958,123104,123136,123546,123808,124040,124301,124417,124545,124723,124828,124945,125006,125155,125640,125913,130124,130302,130357,130503,130642,130748,130938,131106,131316,131505,131633
19,MW2390-2,123231,124228,124301,124406,124545,124702,124955,125122,125323,125439,125608,125640,130135,130346,130558,130715,130928,131127,131305,131410,131527,131611,131810,132254,132644,132916,133043,133211,133316,133443,133559,133748,133915,134126,134430,134703
20,MW2856-2,130313,130419,130452,130536,130726,130821,131127,131233,131400,131505,131611,131705,132210,132600,132738,132927,133127,133254,133410,133505,133621,133715,133853,134325,134631,134936,135052,135241,135502,135609,135725,135852,140115,140506,140655,140738
21,MW3053-2,132505,132644,132738,132822,133021,133138,133610,133715,133832,134053,134209,134253,134809,135135,135335,135537,135715,135820,135947,140054,140210,140306,140433,140931,141216,141438,141555,141701,141828,142028,142145,142356,142545,142841,143019,143218
