,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,-1
1,AA7279-0,,,,,,,,,,,,,,,3,1,1,1,1,1,1,1,2,1,1,1,-1
2,AA7450-0,,,,,,,,,,,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
3,MX3783-0,,,,,,,,,,,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
4,MX4458-0,,,,,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
5,MX4535-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
6,MX4551-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
7,AA7562-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
8,MX4598-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
9,MX4614-0,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,,1,1,1,-1
10,AA7920-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
11,AA7712-0,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
12,MX4021-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
13,AA7731-0,,1,1,1,1,1,1,-1,,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
14,MX4041-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
15,MX4338-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
16,AA7279-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
17,AA7393-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
18,MX4535-1,-1,,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
19,AA7450-1,,1,1,1,1,1,1,-1,3,-1,,1,1,1,,1,1,1,1,1,1,1,2,1,1,1,-1
20,MX3783-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,,1,-1
21,AA7559-0,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,-1
22,MX4458-1,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
23,MX4551-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
24,AA7562-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
25,MX4598-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
26,MW5425-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
27,MX4614-1,,1,1,1,1,1,1,-1,3,-1,1,1,,1,,1,1,1,1,1,1,1,2,1,1,1,-1
28,AA6374-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
29,AA7537-0,-1,1,1,1,1,1,1,-1,3,-1,,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
30,AA7920-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
31,AA7306-0,-1,,1,1,1,1,,-1,3,-1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,-1
32,AA7712-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
33,AA6942-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
34,AA7838-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
35,AA7731-1,-1,1,1,1,1,1,1,-1,3,,1,1,1,1,3,,1,1,1,1,1,1,2,,1,1,-1
36,AA7279-2,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
37,AA7539-0,-1,,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
38,MX4338-2,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
39,MX4021-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
40,MX4535-2,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
41,AA7393-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
42,MX4041-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
