,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,1,1,1,1,1,-1,1,1,-1
1,MX1582-0,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1
2,MX1708-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,2,1,-1,1,1,-1
3,MX1614-0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,2,1,-1,1,1,-1
4,MX1722-0,,1,3,3,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,4,1,1,1,1,-1
5,MX4068-0,,1,3,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1
6,MX1545-0,,1,1,2,1,3,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,3,1,1,-1,1,-1
7,MS2365-1,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,2,1,-1,1,1,-1
8,MX1582-1,,2,1,3,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,,-1,1,1,-1
9,MX1614-1,1,1,2,4,2,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,2,-1,1,1,1,1,1,-1,1,1,-1
10,MX1708-1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,3,1,1,1,-1
11,MX1698-0,,1,2,1,2,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,4,-1
12,MX4068-1,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1
13,MX1722-1,,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,2,-1,1,1,-1
14,MX1545-1,,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1
15,MS2365-2,,3,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
16,MX1582-2,,,,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1
17,MX1614-2,,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1
18,MX1708-2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,2,1,-1,1,1,1,1,-1,1,1,1,-1
19,MX1698-1,,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,-1,1,1,-1,1,1,-1
20,MX1722-2,,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1
21,MX1545-2,,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,-1
22,MS2365-3,,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,-1
