,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,-1,-1,-1
1,MW5132-0,,,,,,,,,,,1,1,-1,-1,-1,-1,-1,-1
2,MW5594-0,,,,,,,,1,1,1,1,1,-1,-1,-1,-1,-1,-1
3,MW4366-0,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1
4,MW4503-0,,-1,1,1,1,1,-1,1,1,1,1,4,1,-1,1,-1,-1,-1
5,MW4619-0,,1,1,1,1,1,-1,1,1,1,1,,1,1,1,-1,-1,-1
6,MP6361-0,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1
7,MW4557-0,4,1,1,1,2,2,-1,1,1,1,1,1,1,-1,1,-1,-1,-1
8,MW4781-0,4,1,1,,,1,1,1,1,,1,1,,1,1,-1,-1,-1
9,MW4837-1,1,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,-1,-1,-1
10,MW5132-1,1,1,1,1,1,1,1,1,1,-1,1,4,1,1,1,-1,-1,-1
11,MW5645-0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
12,MW5124-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
13,MW5594-1,4,1,1,1,1,1,1,1,1,-1,1,1,2,1,1,-1,-1,-1
14,MW4229-0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
15,MW4366-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
16,MW4503-1,,1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1
17,MW4705-0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
18,MP6361-1,1,1,1,1,-1,1,1,1,1,-1,1,1,3,1,1,-1,-1,-1
19,MW4619-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
20,MW4825-0,,,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
21,MW4557-1,1,1,1,1,1,1,1,1,1,-1,1,2,1,1,1,-1,-1,-1
22,MW4846-0,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,-1,-1,-1
23,MW4781-1,2,1,1,3,5,5,1,1,1,,1,2,-1,1,1,-1,-1,-1
24,MW4837-2,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
25,MW5132-2,1,1,1,1,1,1,1,1,1,-1,1,2,1,1,1,-1,-1,-1
26,MW5124-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1
27,MW5594-2,3,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
28,MW4229-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
29,MW4366-2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,-1,-1
30,MW4705-1,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1
31,MW4825-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
32,MW4503-2,,1,1,1,1,1,1,1,1,-1,1,2,1,1,1,-1,-1,-1
33,MW5112-0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
34,MW4557-2,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1
35,MW4781-2,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
36,MW4837-3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
37,MW5132-3,,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1
38,MW5594-3,1,1,1,1,1,1,1,1,1,-1,1,1,3,1,1,-1,-1,-1
39,MW4366-3,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1
40,MW4503-3,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
41,MW5112-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
42,MW4557-3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
43,MW4781-3,3,,1,1,1,1,1,1,1,,,,-1,1,1,-1,-1,-1
44,MW4837-4,1,1,1,1,1,1,1,1,1,-1,1,4,1,1,1,-1,-1,-1
45,MW5132-4,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
46,MW5594-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
47,MW4366-4,1,1,1,1,1,1,1,1,1,-1,1,4,1,1,1,-1,-1,-1
48,MW4503-4,,1,1,1,2,1,1,1,1,1,1,1,4,-1,1,-1,-1,-1
49,MW5112-2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1
50,MW4619-2,,1,1,1,1,1,1,1,1,-1,1,1,3,1,1,-1,-1,-1
51,MW4557-4,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
52,MW4781-4,1,,,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1
53,MW4825-2,1,1,1,1,1,1,1,1,1,-1,1,1,4,1,1,-1,-1,-1
54,MW4837-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
55,MW4846-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
56,MW5132-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
57,MW5645-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
58,MW5594-5,,,,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
59,MW4229-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
60,MW4366-5,1,1,1,1,1,1,1,1,1,-1,1,1,5,1,1,-1,-1,-1
61,MW5124-2,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
62,MW4503-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
63,MW5112-3,2,1,1,1,1,1,1,1,1,-1,1,1,3,1,1,-1,-1,-1
64,MW4825-3,,,,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
65,MW4619-3,,1,1,1,1,1,1,1,1,,1,1,5,1,1,-1,-1,-1
66,MW4557-5,1,1,1,1,1,1,1,1,1,-1,1,1,4,1,1,-1,-1,-1
67,MW4781-5,1,,1,1,1,1,1,1,1,1,,-1,2,1,1,-1,-1,-1
68,MW4837-6,1,1,1,1,1,1,3,1,1,-1,1,1,1,1,1,-1,-1,-1
69,MW5132-6,1,1,1,1,1,1,1,1,1,-1,1,1,2,1,1,-1,-1,-1
70,MW5645-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
71,MW5594-6,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1
