,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070521
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070121,070415,070510,070733,070901,071112,071240,071512,071725,071819,072136
2,MX1135-0,,084253,084422,084444,084506,084539,084550,084634,084729,,,,,070108,,,,,,,,,,,,,,,,,,,,,,,
3,MW3528-0,,,,,,,,,,,,,070108,070121,070404,070605,070711,070755,070945,071229,071301,071345,071428,071523,071630,071703,072126,072444,072538,072813,072919,073107,073214,073435,073541,073719,074155
4,MZ3559-0,070108,070901,071029,071050,071112,071156,071218,071301,071345,071501,071556,071641,071925,071947,072326,072454,072550,072644,072846,073118,073203,073257,073402,073519,073635,073730,074206,074522,074711,074933,075100,075259,075448,075700,075816,075944,080310
5,MW3343-0,070108,070215,070342,070437,070459,070543,070616,070649,070722,070839,070934,071101,071250,071407,071736,071925,072147,072220,072411,072706,072802,072824,072952,073107,073214,073257,073752,074111,074216,074450,074606,074838,074944,075154,075321,075437,075711
6,MZ3734-0,071501,071703,071819,071841,071914,071947,072020,072104,072126,072231,072348,072433,072655,072802,073046,073225,073341,073424,073613,073859,073954,074049,074249,074355,074533,074606,075038,075343,075448,075806,075933,080205,080310,080522,080649,080815,081204
7,MZ3740-0,072738,073002,073140,073203,073225,073308,073330,073402,073446,073602,073708,073814,074049,074122,074406,074617,074722,074744,074911,075205,075227,075310,075437,075532,075617,075711,080122,080405,080522,080721,080826,081026,081226,081530,081636,081846,082224
8,MZ3825-0,074038,074133,074249,074322,074344,074428,074450,074522,074555,074700,074806,074849,075110,075310,075617,075816,075922,075955,080111,080405,080438,080522,080638,080743,080921,080954,081447,081835,082003,082257,082352,082519,082624,082813,082941,083024,083352
9,MZ3956-0,075343,075448,075627,075711,075744,075816,075838,075911,080006,080111,080216,080321,080427,080616,080859,081015,081120,081215,081414,081657,081752,081835,082003,082141,082257,082352,082751,083057,083151,083414,083521,083638,083902,084052,084220,084253,084539
10,MZ3978-0,080511,080616,080743,080826,080859,080943,081004,081059,081142,081247,081341,081436,081603,081813,082108,082235,082457,082530,082729,082941,083014,083108,083213,083341,083436,083510,083946,084314,084422,084802,084908,085120,085309,085530,085709,085836,090146
11,MZ3987-1,081708,081835,082025,082047,082108,082141,082203,082246,082319,082435,082519,082646,082846,083035,083319,083426,083532,083605,083744,084008,084052,084147,084253,084422,084539,084612,085047,085342,085447,085709,085859,090007,090146,090539,090634,090707,090945
12,MZ4072-1,082130,083003,083141,083213,083257,083341,083403,083436,083532,083700,083806,083924,084125,084314,084612,084813,084930,085003,085120,085414,085458,085530,085709,085847,085944,090018,090444,090803,090923,091303,091411,091636,091804,092038,092206,092333,092817
13,MW3528-1,085436,085552,085731,085825,085836,085933,085955,090051,090124,090230,090325,090455,090645,090900,091146,091230,091454,091539,091731,092016,092100,092206,092333,092450,092607,092650,093133,093458,093648,094003,094216,094449,094639,095111,095217,095312,095703
14,MW3343-1,090455,090601,090740,090803,090825,090900,090923,090956,091040,091157,091326,091433,091625,091804,092111,092227,092501,092545,092734,092944,093038,093122,093248,093426,093553,093648,094121,094310,094417,094900,095006,095301,095451,095758,095925,100030,100502
15,MZ3559-1,090601,091859,092016,092100,092133,092227,092300,092406,092450,092556,092701,092839,093028,093205,093520,093542,093804,093909,094048,094310,094406,094500,094606,094733,094850,094922,095334,095546,095651,100030,100135,100314,100535,100840,101008,101302,101608
16,MZ3734-1,092850,092944,093122,093154,093216,093310,093332,093415,093437,093531,093659,093836,094048,094143,094500,094650,094911,095006,095100,095301,095356,095451,095640,095809,095947,100041,100513,100807,100935,101156,101324,101534,101702,102051,102302,102408,102746
17,MR8452-0,,,,,,,,,,,,093038,093227,093321,093604,093731,093825,093909,094048,094321,094406,094438,094555,094711,094817,094839,095301,095546,095651,100019,100124,100314,100357,100840,100946,101302,101608
18,MZ3740-1,094059,094227,094354,094417,094500,094544,094606,094650,094722,094828,094922,095006,095217,095323,095714,095758,100019,100103,100240,100513,100546,100640,100807,100935,101102,101146,101556,101818,101957,102302,102408,102535,102713,102957,103146,103251,103756
19,MZ3825-1,095239,095334,095451,095546,095557,095630,095640,095725,095747,095853,095947,100103,100314,100441,100735,100902,101008,101051,101302,101545,101702,101757,101935,102124,102240,102335,102746,103040,103219,103524,103651,103745,103946,104218,104356,104513,104914
20,MZ3956-1,100240,101356,101523,101619,101640,101735,101757,101829,101902,102008,102051,102157,102357,102503,102746,102935,103207,103302,103502,103702,103817,103902,104018,104156,104251,104335,104758,105126,105232,105454,105600,105800,105939,110321,110415,110459,110932
21,MW5898-0,100252,100335,100513,100535,100557,100651,100735,100818,100851,101019,101113,101240,101429,101556,101851,102018,102251,102324,102441,102746,102851,102946,103113,103240,103407,103513,103935,104302,104451,104831,104936,105148,105506,105833,105950,110110,110659
22,MZ3978-1,102441,102535,102702,102746,102808,102851,102913,102946,103018,103113,103219,103302,103451,103640,103913,104051,104324,104418,104524,104725,104809,104904,105009,105210,105338,105411,105906,110142,110332,110754,110932,111153,111414,111657,111824,112057,112543
23,MZ3987-2,103651,103817,104007,104102,104124,104218,104240,104313,104346,104502,104546,104641,104925,105020,105348,105549,105811,105906,110014,110237,110343,110437,110615,110743,110859,110932,111414,111613,111813,112247,112405,112711,112946,113347,113505,113600,114127
24,MZ4072-2,104335,104947,105115,105159,105221,105316,105411,105443,105549,105717,105811,105906,110121,110215,110532,110659,110932,111037,111309,111613,111719,111813,111951,112141,112259,112343,112807,113041,113242,113727,113906,114232,114433,114706,114857,115003,115521
25,MW5943-0,105811,110037,110215,110248,110321,110405,110437,110521,110615,110732,110848,111016,111258,111457,111845,112002,112236,112321,112532,112744,112840,112935,113041,113209,113347,113433,113855,114054,114222,114600,114739,115025,115131,115521,115636,115922,120312
26,MR8452-1,110921,111048,111215,111248,111309,111352,111414,111447,111541,111657,111802,111918,112119,112203,112543,112733,112957,113030,113253,113516,113600,113738,113916,114054,114200,114243,114717,114919,115120,115437,115604,115826,120006,120450,120545,120724,121053
27,MW3528-2,112225,112259,112427,112521,112605,112700,112722,112807,112840,112957,113052,113220,113410,113516,113844,114044,114305,114422,114644,114941,115036,115142,115321,115426,115604,115658,120122,120345,120545,120757,120925,121042,121253,121643,121800,121917,122447
28,MZ3559-2,112711,114739,114919,115014,115036,115120,115142,115247,115332,115510,115604,115720,115922,120028,120355,120512,120724,120840,121020,121253,121421,121538,121705,121906,122057,122202,122657,123035,123237,123605,123743,123900,124027,124237,124405,124459,125121
29,MW5966-0,,113421,113600,113622,113644,113738,113800,113844,113916,114138,114232,114338,114538,114644,115014,115152,115415,115532,115636,120006,120144,120250,120406,120556,120735,120829,121253,121611,121811,122202,122329,122447,122730,122952,123057,123151,123753
30,MW5936-0,114254,115848,120017,120111,120133,120217,120239,120312,120355,120556,120640,120808,121031,121136,121421,121611,121832,121928,122130,122402,122508,122625,122814,122930,123046,123140,123616,123900,124110,124554,124659,124859,125059,125343,125510,125711,130051
31,MW3343-2,120640,120851,121053,121125,121158,121253,121314,121359,121505,121643,121738,121917,122130,122329,122646,122857,123140,123259,123521,123837,123954,124048,124259,124448,124605,124627,125059,125332,125521,125955,130219,130503,130630,131029,131135,131239,131505
32,MX1084-0,,121939,122046,122130,122152,122235,122307,122351,122436,122614,122708,122814,123013,123215,123521,123637,123911,124016,124132,124416,124521,124627,124816,125026,125154,125237,125722,125933,130135,130558,130757,130902,131051,131336,131516,131645,132330
33,MW5898-1,122941,123013,123140,123226,123248,123320,123342,123426,123459,123616,123710,123826,124059,124227,124543,124743,125015,125132,125310,125605,125711,125806,125922,130029,130208,130252,130757,130957,131250,131559,131751,131929,132131,132435,132624,132919,133723
34,MZ3734-2,123605,123743,123922,124016,124048,124132,124205,124237,124321,124521,124615,124721,125015,125121,125427,125521,125755,125911,130102,130430,130558,130703,130935,131113,131229,131312,131751,132024,132225,132602,132729,133024,133227,133644,133757,133924,134511
35,MP6380-0,124459,124532,124732,124827,124848,124932,125015,125048,125132,125354,125459,125605,125817,125955,130303,130441,130703,130841,131051,131410,131454,131549,131707,131824,132002,132047,132530,132835,133035,133406,133618,133830,134102,134333,134522,134711,135150
36,MZ3740-2,125204,125459,125616,125700,125733,125828,125911,130008,130040,130241,130357,130441,130714,130902,131135,131229,131443,131549,131802,132024,132109,132203,132352,132519,132635,132719,133141,133450,133644,133957,134131,134416,134533,134911,135033,135118,135614
37,MZ3825-2,130608,130714,130841,130935,130957,131040,131102,131135,131229,131410,131454,131549,131835,131918,132236,132457,132740,132908,133108,133450,133544,133644,133819,133913,134102,134143,134700,134922,135235,135749,135904,140137,140235,140642,140747,140915,141309
38,MZ3956-2,132024,132152,132330,132424,132457,132551,132635,132708,132802,133057,133153,133311,133534,133659,134217,134355,134627,134849,135033,135508,135614,135716,135937,140122,140224,140320,140747,141005,141258,141653,141835,142118,142211,142554,142652,142848,143534
39,MZ3978-2,133057,133153,133322,133355,133417,133450,133512,133618,133659,133841,133946,134131,134355,134449,134743,134922,135033,135150,135436,135716,135810,135904,140042,140235,140342,140427,140854,141204,141407,141848,141958,142158,142316,142810,142933,143049,143451
40,MW5943-1,134300,134438,134616,134711,134743,134849,134933,135033,135107,135308,135425,135626,135832,140020,140405,140620,140843,141026,141215,141504,141620,141714,141848,142020,142158,142211,142714,143027,143321,143929,144109,144214,144520,144807,144931,145152,145447
41,MZ3987-3,135425,135639,135810,135843,135915,140009,140031,140122,140203,140342,140438,140553,140854,141037,141331,141536,141820,141926,142158,142517,142619,142714,142912,143027,143205,143310,143740,144047,144414,144829,145025,145236,145614,145807,145923,150028,150622
42,MW5966-1,,141120,141258,141432,141442,141536,141558,141631,141703,141835,141926,142031,142211,142254,142641,142836,143103,143216,143332,143658,143802,143907,144058,144236,144342,144425,144920,145319,145520,145945,150158,150433,150633,151000,151116,151240,151441
