,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7637-0,,,,,,,,,,,,,070107,070143,070311,070406,070512,070607,070712,070830,071042,071337,071443
1,MW4705-0,,,,,,,,070107,070523,070640,070745,070903,071030,071125,071315,071421,071516,071718,071823,071951,072026,,
2,AA74-92-0,,,,,,,,070107,070712,070841,070936,071104,071242,071348,071516,071612,071707,071856,071951,072121,,,
3,AA6952-0,,,,,,070107,070205,070300,071125,071231,071326,071432,071600,071656,071823,071856,071951,072048,072143,,,,
4,MR7964-0,,,,,070107,070121,070354,070512,071359,071432,071516,071645,071812,071856,072026,072121,072227,,,,,,
5,AA69-59-0,,,070107,,070556,070756,071030,071220,072205,072300,,,,,,,,,,,,,
6,AA7286-0,070107,070947,071136,071527,071718,071951,072205,,,,,,,,,,,,,,,,
7,AA74-39-0,,070249,070712,070958,071359,071656,071845,072015,,,,,,,,,,,,,,,
8,MS4750-0,,,,,071125,071253,071538,071834,,,,,,,,,,,,,,,
9,MW3430-0,,,,071125,,,,,,,,,,,,,,,,,,,
10,MW4825-0,071220,071432,071750,072132,,,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,071432,071612,071856,072026,,,,,,,,,,,,,,,
12,AA7871-0,,071516,,,,,,,,,,,,,,,,,,,,,
13,AA7706-0,,,,071918,,,,,,,,,,,,,,,,,,,
14,MW4781-0,,,072205,,,,,,,,,,,,,,,,,,,,
