,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,070109,070431,070715,070926,071104,071221,071254,071338,071422,071517,071624,071751,071856,072014
1,MS2095-0,,,,,,,,,070109,070313,070345,070431,070948,071148,071349,071455,071613,071708,071834,071929,072036,072108,072236,072730,073002,073118,073203,073329,073519,073552,073657,073740,073835,073929,074025,074141
2,MR8583-0,070726,071020,071115,071159,071316,071506,071729,071813,071918,072003,072058,072141,072531,072730,072930,073045,073139,073235,073342,073403,073458,073541,073635,074119,074353,074510,074658,074753,074847,074931,075047,075213,075246,075458,075603,075720
3,MS1953-0,071210,072836,072951,073056,073318,073353,073624,073719,073824,073907,073950,074035,074437,074720,074858,074953,075108,075152,075318,075404,075458,075531,075636,080119,080342,080604,080720,080814,080847,080930,081035,081140,081203,081404,081458,081603
4,MS2243-0,,074731,074826,074931,075141,,075531,075625,075814,075919,075952,080035,080510,080720,080930,081035,081140,081236,081353,081458,081542,081636,081741,082224,082437,082531,082637,082731,082837,082932,083037,083142,083236,083330,083426,083554
5,MS2365-0,074836,080416,080531,080625,080742,080825,081214,081319,081415,081509,081553,081636,082140,082342,082520,082626,082731,082816,082942,083037,083142,083236,083342,083837,084059,084215,084332,084427,084510,084605,084711,,084901,085112,085229,085334
6,MS1903-0,,082318,082415,082520,082709,082816,083048,083204,083415,083509,083554,083637,084026,084226,084405,084459,084543,084627,084755,084850,084934,085029,085145,085628,085839,085944,090123,090218,090323,090418,090533,090639,090755,090900,091016,091121
7,MS2025-0,082742,084143,084237,084343,084627,084806,085112,085218,085418,085512,085606,085700,090251,090501,090722,090911,091038,091143,091321,091415,091510,091605,091721,092236,092554,092805,092943,093048,093216,093321,093459,093604,093658,093825,094003,094108
8,MS1044-1,083910,085501,085555,085639,085912,085955,090218,090312,090428,090650,090744,090805,091216,091415,091627,091721,091815,091859,092004,092109,092215,092236,092331,092827,093037,093249,093354,093459,093636,093731,093825,093930,094036,094203,094319,094415
9,MS2095-1,091448,091616,091710,091805,091932,092120,092426,092521,092616,092710,092743,092827,093238,093448,093636,093742,093909,093941,094108,094203,094257,094353,094520,094951,095213,095319,095415,095542,095710,095805,095910,100016,100121,100226,100342,100458
