,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070116,070152
1,MX1105-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070116,070152,070441,070536,070725,071051
2,MX1135-0,,,,,,,,,,,,,,,,,,,,,070116,070141,070241,070357,070536,070630,071113,071429,071535,071841,072032,072245,072351,072719,072836,072952,073454
3,MW5853-0,,,,,,,,,,,,,,070116,070203,070230,070441,070514,070714,070914,070946,071040,071207,071335,071452,071535,071948,072245,072340,072602,072708,072803,072931,073142,073304,073337,073825
4,MZ3556-0,070116,070152,070314,070408,070430,070504,070525,070609,070652,070820,070925,071019,071229,071345,071713,071904,072127,072223,072445,072708,072741,072836,072931,073047,073153,073231,073657,073909,074015,074300,074405,074711,075050,075327,075455,075517,075857
5,MZ3559-0,070809,070903,071019,071051,071113,071146,071218,071251,071324,071452,071546,071641,071830,072022,072318,072434,072540,072613,072741,072952,073047,073142,073253,073410,073505,073602,074015,074321,074416,074700,074817,075006,075254,075646,075803,075908,080441
6,MZ3734-0,071713,071830,071948,072022,072043,072116,072127,072212,072245,072402,072456,072602,072730,072825,073142,073231,073326,073359,073516,073814,073858,073931,074048,074300,074354,074438,074900,075134,075243,075422,075539,075824,080048,080313,080452,080631,080822
7,MZ3740-0,073003,073058,073231,073242,073304,073337,073359,073432,073505,073613,073657,073742,073942,074037,074321,074427,074533,074606,074806,075017,075101,075156,075305,075422,075603,075636,080037,080356,080514,080833,080950,081213,081403,081626,081742,081931,082321
8,MZ3825-0,074048,074143,074311,074343,074405,074449,074511,074544,074628,074733,074838,074922,075123,075327,075613,075814,075930,080014,080144,080356,080503,080536,080653,080759,080950,081001,081457,081826,081942,082310,082416,082638,082922,083122,083323,083418,083756
9,MZ3956-0,075134,075316,075433,075455,075517,075625,075646,075719,075752,075930,080037,080155,080419,080441,080715,080822,080928,080950,081151,081519,081603,081709,081837,,082226,082310,082744,083100,083250,083440,083607,083839,084017,084206,084337,084455,084846
10,MZ3978-0,080345,080609,080748,080844,080906,081001,081023,081107,081151,081257,081424,081541,081720,081826,082204,082416,082533,082627,082805,083133,083217,083312,083523,083723,083901,083956,084433,084739,085035,085408,085546,085746,085924,090349,090507,090623,091227
11,MZ3987-1,081720,081837,082004,082037,082059,082131,082153,082237,082310,082427,082544,082627,082805,082911,083229,083418,083702,083734,083945,084254,084337,084433,084611,084750,084941,085024,085452,085735,085935,090233,090349,090601,090813,091026,091153,091300,091746
12,MX1105-1,082911,083049,083217,083250,083302,083345,083407,083451,083523,083640,083734,083829,084028,084232,084549,084633,084857,084930,085046,085346,085430,085524,085630,085808,085946,090042,090456,090802,090953,091406,091523,091702,091851,092102,092231,092455,092953
13,MX1135-1,,084421,084527,084600,084611,084717,084739,084835,084930,085058,085219,085335,085535,085725,090029,090222,090456,090550,090717,091037,091120,091216,091344,091545,091746,091808,092242,092645,092824,093239,093420,093716,094014,094239,094358,094602,095241
14,MW5853-1,,085535,085703,085735,085746,085851,085913,085957,090029,090147,090255,090349,090601,090802,091131,091216,091333,091406,091640,091851,091946,092052,092231,092411,092539,092623,093048,093301,093442,093918,094047,094313,094454,094657,094825,095059,095420
15,MZ3556-1,090813,090858,091037,091109,091120,091216,091238,091333,091406,091512,091618,091713,091956,092102,092326,092422,092517,092601,092718,093015,093110,093154,093334,093526,093621,093654,094120,094324,094516,095037,095154,095336,095537,095738,095855,100036,100556
16,MZ3559-1,,,092030,092052,092113,092146,092220,092253,092326,092433,092528,092634,092813,092953,093239,093323,093431,093526,093643,093856,093940,094036,094251,094431,094551,094624,095037,095526,095727,100153,100344,100523,100629,101027,101143,101406,101946
17,MZ3734-1,092920,093048,093154,093217,093250,093334,093420,093503,093537,093643,093750,093856,094058,094313,094551,094646,094858,094953,095059,095409,095453,095548,095716,095832,100003,100047,100502,100755,100901,101523,101651,101935,102125,102512,102630,102831,103302
18,MZ3740-1,094036,094204,094324,094346,094431,094528,094551,094624,094708,094836,094920,095026,095252,095420,095705,095800,100014,100058,100238,100523,100618,100701,100828,100933,101049,101143,101651,101819,102008,102439,102619,102736,102939,103203,103409,103547,104009
19,MZ3825-1,095347,095409,095526,095548,095610,095632,095716,095800,095843,100003,100047,100131,100311,100513,100828,101038,101143,101227,101428,101724,101819,101902,102019,102147,102259,102321,102758,103045,103240,103547,103704,103946,104042,104431,104547,104747,105135
20,MW5898-0,100300,100356,100502,100534,100607,100650,100712,100755,100828,101006,101111,101205,101428,101556,183617,183824,184105,184201,184431,184943,185136,185248,185538,185745,185951,190046,190550,190920,191438,192500,192705,192941,193254,193513,193646,193950,194440
21,MZ3956-1,101227,101333,101512,101545,101607,101702,101735,101819,101840,102008,102103,102236,102406,102619,102928,103118,103345,103420,103536,103758,103841,103957,104125,104336,104514,104557,105030,105328,105517,105906,110012,110225,110434,110813,110930,111130,111732
22,MZ3978-1,102343,102545,102702,102736,102758,102855,102917,103001,103034,103140,103240,103324,103503,103653,103936,104053,104304,104409,104608,104808,104914,105019,105157,105339,105506,105539,110012,110340,110601,110952,111130,111405,111616,111932,112111,112241,112811
23,MZ3987-2,103525,103704,103841,103925,103946,104042,104115,104147,104220,104336,104431,104630,104757,104935,105255,105350,105611,105706,105906,110106,110214,110257,110434,110612,110717,110802,111227,111605,111805,112027,112155,112421,112600,112822,112939,113139,113556
24,MX1105-2,103736,104652,104819,104841,104935,105030,105041,,,,105455,105549,105811,110012,110413,110507,110728,110802,110930,111310,111405,111449,111605,111732,111900,111943,112359,112633,112822,113321,113428,113630,113841,114134,114254,114559,115106
25,MW5943-0,105611,105644,105749,105833,105855,105949,110012,110055,110138,110246,110402,110456,110728,110858,111203,111405,111638,111711,111943,112220,112337,112410,112527,112705,112822,112855,113321,113652,113841,114145,114359,114632,114928,115150,115258,115542,115941
