,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,AA6760-0,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,-1,-1
1,AA7712-0,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,-1
2,AA7708-0,,,,,,,,,,,,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1
3,AA7559-0,,,,,,,,,2,,,,,1,,,1,1,1,1,1,1,1,-1,,-1,-1
4,AA6942-0,,,,1,1,-1,1,-1,1,-1,-1,1,1,1,,1,1,,,1,1,1,,1,1,1,-1
5,AA7749-0,-1,1,1,,,1,1,-1,,,1,1,-1,1,,,1,1,,1,1,3,1,,1,1,-1
6,AA7764-0,-1,1,1,1,1,2,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
7,AA7539-0,-1,1,1,-1,-1,2,1,-1,2,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,-1
8,AA7931-0,-1,1,1,1,1,1,1,-1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
9,MX4535-0,-1,1,1,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,4,-1
10,MX4021-0,,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
11,AA7712-1,-1,1,2,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
12,AA7708-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
13,AA6760-1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
14,AA7559-1,,,,2,1,2,1,-1,2,-1,,1,1,1,,,1,1,1,1,1,1,1,1,1,4,-1
15,AA6942-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,,1,,1,1,1,1,1,1,1,,,,-1
16,AA7749-1,-1,1,1,1,2,2,1,-1,,,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,-1
17,AA7764-1,,1,1,1,1,3,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
18,AA7539-1,-1,1,1,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
19,AA7450-0,-1,1,2,1,2,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
20,AA7931-1,-1,1,1,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
21,MX4535-1,,1,1,1,1,1,1,-1,1,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1
22,MX4021-1,,1,1,1,1,2,1,-1,2,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1
23,AA6760-2,,,1,1,2,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,-1
24,AA7712-2,,1,1,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,-1
25,AA7393-0,-1,1,1,1,2,2,1,-1,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
26,AA7708-2,,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
27,AA7559-2,-1,1,1,1,1,2,1,-1,2,-1,,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,-1
28,AA6942-2,-1,1,1,2,2,2,1,-1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
29,MW3528-0,-1,1,1,3,2,3,1,-1,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
30,AA7764-2,-1,1,2,2,1,1,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
31,AA7749-2,,,1,4,1,3,1,-1,,-1,,1,1,1,4,-1,1,1,1,1,1,1,2,1,1,1,-1
32,AA7450-1,-1,1,2,2,1,3,1,-1,2,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
33,MX4535-2,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
34,AA7539-2,,,1,1,2,3,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
35,AA7931-2,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
36,AA7393-1,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
37,MX4021-2,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
38,AA6760-3,-1,1,1,1,1,1,1,-1,3,,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
39,AA7712-3,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
40,AA7708-3,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,,1,-1
41,AA7559-3,-1,1,1,1,1,1,1,-1,3,,,,,,,,,,,,,,,,1,1,-1
42,AA6942-3,-1,,,,,1,1,-1,,,1,1,,,,,1,1,1,1,1,1,,,1,1,-1
43,AA7749-3,-1,,1,1,1,,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,,,,1,-1
44,AA7764-3,-1,,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
45,AA7450-2,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
46,MW5936-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
47,AA7539-3,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
48,AA7931-3,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
49,AA7393-2,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
50,MX4021-3,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
51,MX4535-3,,,,,,,,,,,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
52,AA7712-4,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,,1,2,,1,1,-1
53,AA7708-4,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,,1,-1
54,AA7749-4,,1,1,,,1,1,-1,3,-1,1,1,1,,3,,1,1,,1,1,1,2,,1,1,-1
55,AA7764-4,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
56,AA7450-3,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
57,AA7539-4,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
58,AA7931-4,-1,1,1,1,1,1,1,-1,,,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
59,MX4535-4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1
60,AA7393-3,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
61,MX4021-4,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
62,AA7712-5,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
63,AA7708-5,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
64,AA6760-4,,,1,1,1,1,1,-1,3,-1,,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
65,AA7559-4,,,,,,,,,,,,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
66,AA6942-4,,1,,1,1,1,1,-1,3,,,1,1,,3,1,1,1,1,1,1,1,2,1,1,1,-1
67,AA7749-5,,,1,1,,1,1,-1,3,-1,1,1,1,1,,1,1,1,1,1,1,1,2,,1,1,-1
68,MX4535-5,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
69,AA7539-5,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
70,AA7450-4,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
71,MX4021-5,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
72,MW5191-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
73,AA7393-4,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
74,AA7712-6,,,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
75,AA7559-5,-1,1,,,,1,,,3,-1,1,,,,,,1,,,,,1,,,,1,-1
76,AA7708-6,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
77,AA7764-5,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
78,AA7749-6,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
79,AA7931-5,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
80,AA7450-5,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
81,AA6942-5,-1,,1,1,1,1,1,-1,,,1,1,1,1,3,1,1,1,1,1,1,1,2,,,1,-1
82,MX4535-6,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
83,MX4021-6,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
84,AA6760-5,,1,1,1,1,1,1,-1,3,-1,,1,1,1,3,1,1,1,1,1,1,,2,,1,1,-1
85,MW5191-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,,1,1,-1
86,AA7712-7,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
87,AA7764-6,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
