,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4338-0,,,,,,,,,,,,,,,,,,1,-1,-1,-1,1,-1,-1
1,MX3651-0,,,,,,,,,,,,,,,1,-1,-1,-1,-1,1,-1,1,1,-1
2,MX4365-0,,,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,2,1,1,-1
3,MX4598-0,5,-1,-1,-1,,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1
4,MX4041-0,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,2,1,1,-1
5,MX4383-0,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,2,-1,-1,-1,-1,1,-1,-1
6,MX4458-0,-1,-1,1,-1,4,,-1,1,1,1,-1,-1,1,1,1,1,3,2,-1,-1,1,1,-1,-1
7,MX4338-1,,-1,1,-1,,1,-1,1,1,1,1,-1,-1,1,1,-1,1,2,-1,-1,2,1,1,-1
8,MX3651-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,2,3,1,1,-1
9,MX4365-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,2,1,-1,-1,1,1,1,-1
10,MX4598-1,-1,-1,2,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,2,-1,1,1,1,1,-1
11,MX4041-1,4,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,2,1,-1,2,1,1,1,-1
12,MX4383-1,-1,1,1,1,5,1,1,1,1,1,-1,1,-1,1,1,1,2,1,-1,1,1,1,1,-1
13,MX4458-1,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1
14,MX4338-2,1,1,2,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,2,-1,1,1,1,1,-1
15,MX4388-0,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1
16,MX3651-2,4,1,1,1,1,1,2,1,1,1,1,1,-1,1,1,1,2,1,-1,2,2,1,1,-1
17,MX4365-2,1,1,1,-1,4,1,1,1,1,1,1,1,-1,1,1,1,3,1,-1,-1,2,1,1,-1
18,MW5264-0,-1,1,1,-1,5,1,1,1,1,1,-1,1,-1,1,1,1,2,1,-1,1,1,1,1,-1
19,MW5191-0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,,,,,2,-1,1,1,1,1,-1
20,MX4598-2,,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,3,2,-1,1,1,1,1,-1
21,MX4041-2,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,2,-1,1,2,1,1,-1
22,MW5112-0,,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,1,-1,1,2,1,1,-1
23,MX4383-2,,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,2,2,-1,2,2,1,1,-1
24,MX4458-2,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
25,MX4388-1,1,1,1,-1,1,1,4,1,1,1,-1,1,1,1,1,-1,2,1,-1,-1,1,1,1,-1
26,MX4338-3,,1,1,-1,5,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,2,1,1,-1
27,MX3651-3,-1,1,1,-1,2,1,2,1,1,1,-1,1,1,1,1,-1,2,3,-1,2,1,1,1,-1
28,MX4365-3,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,2,1,1,-1
29,MW5264-1,1,-1,1,-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,1,1,-1
30,MX4598-3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,2,1,1,-1
31,MX4041-3,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,2,1,1,-1
32,MW5112-1,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,2,1,-1,-1,2,1,1,-1
33,MX4458-3,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,4,2,-1,2,2,1,1,-1
34,MX4388-2,3,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,4,2,-1,2,3,1,1,-1
35,MX4338-4,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
36,MX3651-4,4,-1,1,1,1,1,3,1,1,1,-1,1,1,1,1,1,2,1,-1,1,2,1,1,-1
37,MX4365-4,5,-1,1,-1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,-1,2,2,1,1,-1
38,MX4598-4,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,2,2,-1,1,2,1,1,-1
39,MX4041-4,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,2,-1,3,2,1,1,-1
40,MW5264-2,-1,-1,1,1,5,1,1,1,1,1,-1,1,1,1,1,1,2,1,-1,1,2,1,1,-1
41,MX4458-4,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,2,1,-1,1,2,1,1,-1
42,MX4338-5,,1,1,1,5,1,1,1,1,1,-1,1,1,1,1,1,3,3,-1,1,1,1,1,-1
43,MX3651-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,-1,1,1,1,1,-1
44,MX4388-3,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
45,MX4598-5,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,2,3,-1,1,2,1,1,-1
46,MX4041-5,1,2,3,2,4,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,2,2,1,1,-1
47,MX4159-0,1,1,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,2,1,-1,1,2,1,1,-1
48,MX4365-5,1,1,1,-1,2,1,1,1,1,1,-1,1,1,1,1,1,3,1,-1,3,2,1,1,-1
49,MW5264-3,1,-1,1,-1,5,1,1,1,1,1,-1,1,1,1,,1,1,1,-1,1,1,1,2,-1
50,MX4458-5,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,2,3,-1,1,2,1,1,-1
51,MX4338-6,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,2,2,-1,2,1,1,1,-1
52,MX3651-6,4,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,2,-1,1,1,1,1,-1
53,MX4388-4,1,-1,1,-1,5,1,1,1,1,1,-1,1,1,1,1,1,1,3,-1,1,2,1,-1,-1
54,MX4598-6,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,4,2,-1,1,2,1,-1,-1
55,MX4041-6,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,1,1,1,-1
56,MX4159-1,1,1,1,1,1,1,2,1,1,1,-1,1,-1,1,1,1,2,1,-1,1,1,1,1,-1
57,MS5097-0,5,1,1,-1,5,1,1,1,1,1,-1,1,-1,1,1,1,3,2,-1,1,1,1,1,-1
58,MW5264-4,-1,-1,1,-1,1,1,2,1,1,1,-1,1,1,1,1,1,1,2,-1,1,1,1,1,-1
59,MX4458-6,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,2,1,-1,1,1,1,-1,-1
60,MX4159-2,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1
61,MX4458-7,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,2,-1,-1,-1,1,1,-1,-1
62,MX4598-7,-1,-1,1,-1,1,-1,-1,1,1,,,,,,,,,,,,,,,
