,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4598-0,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,1,1,-1,,-1,-1,-1
1,MX4041-0,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,1,-1,1,1,-1,-1
2,MX4458-0,-1,,1,2,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,,1,5,-1
3,MX4383-0,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1
4,MX4338-0,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1
5,MX3651-0,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,,,3,-1
6,MX4365-0,,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1
7,MX4598-1,,,,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,2,-1,1,1,-1,-1
8,MX4041-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1
9,MX4383-1,-1,,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1
10,MX4458-1,-1,1,1,1,1,2,1,-1,-1,-1,1,1,1,-1,4,-1,1,1,1,1,1,1,-1,1,1,-1,-1
11,MX4338-1,-1,,1,3,1,4,1,-1,4,-1,1,1,1,1,1,1,1,1,1,1,-1,3,1,1,1,2,-1
12,MX4388-0,-1,1,1,1,1,2,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,-1
13,MX3651-1,-1,1,1,1,2,4,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1
14,MW5191-0,-1,1,1,2,1,4,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,4,1,1,1,-1,-1
15,MW5264-0,-1,1,1,2,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,-1
16,MX4365-1,,1,1,1,1,2,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1
17,MW5112-0,-1,2,1,1,3,2,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1
18,MX4598-2,,,1,3,2,1,1,-1,2,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,,-1,-1,-1
19,MX4383-2,-1,1,1,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
20,MX4041-2,,1,1,1,2,2,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1
21,MX4458-2,-1,-1,1,1,1,2,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1
22,MX4388-1,-1,2,1,1,1,2,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,-1
23,MX4338-2,-1,1,1,1,1,3,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
24,MX4598-3,-1,,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,,-1,-1
25,MX3651-2,-1,1,1,1,1,1,1,-1,2,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1
26,MX4365-2,,1,2,1,1,2,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,2,1,1,-1,-1,-1
27,MW5264-1,-1,1,1,1,2,2,1,-1,2,-1,1,1,1,1,1,1,2,2,1,1,-1,2,1,1,-1,-1,-1
28,MX4458-3,-1,1,3,1,2,1,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1
29,MX4041-3,,1,1,1,2,2,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,4,1,1,1,1,-1
30,MW5112-1,-1,2,1,1,1,2,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1
31,MX4388-2,-1,1,1,1,1,4,1,-1,-1,-1,-1,1,1,1,2,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
32,MX4338-3,-1,1,1,1,1,5,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,3,1,-1,-1,-1
33,MX3651-3,-1,1,1,1,1,2,1,-1,4,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1
34,MX4598-4,-1,1,1,1,1,3,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,,1,4,-1
35,MX4365-3,,1,1,1,1,1,1,-1,2,-1,-1,1,1,1,4,-1,1,1,1,1,1,4,1,1,1,2,-1
36,MX4041-4,-1,-1,2,1,1,1,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1
37,MW5264-2,-1,1,1,1,1,4,1,-1,2,-1,-1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,-1,-1
38,MX4458-4,-1,1,4,1,2,3,1,-1,2,-1,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,-1
39,MX4338-4,-1,1,1,2,1,3,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,-1
40,MX3651-4,-1,1,1,1,1,3,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
41,MX4388-3,-1,1,1,1,2,3,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,-1
42,MX4598-5,-1,2,2,2,2,3,1,-1,2,-1,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,5,-1
