,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4598-0,,,,,,,,,,,,,,,,070102,070135,070229,070312,070427,070604,070929,071106,,071442,071608,071756
1,MX4041-0,,,,,,,,,,070102,070207,070740,070835,070940,071044,071117,071243,071337,071421,071547,071713,072017,072226,072353,072459,072614,072740
2,MX4458-0,070102,,071818,071902,071945,072226,072342,072448,072625,072846,073106,073608,073702,073756,073902,073956,074122,074216,074259,074416,074542,074918,075012,,075337,075442,075651
3,MX4383-0,070102,070312,070614,070657,070740,071034,071232,071326,071515,071630,071840,072342,072448,072542,072657,072751,072919,073012,073055,073222,073358,073756,073902,074050,074154,074310,074509
4,MX4338-0,072729,072824,073117,073139,073211,073315,073452,073546,073651,073902,074111,074552,074646,074751,074918,075012,075138,075222,075305,075409,075535,075817,075911,080038,080204,080320,080446
5,MX3651-0,073734,074133,074354,074459,074531,074708,074835,074929,075034,075127,075348,075922,080027,080204,080247,080341,080507,080601,080644,080811,080915,081251,081427,,,081918,082024
6,MX4365-0,,075608,075756,075900,075943,080110,080204,080309,080424,080601,080811,081312,081417,081511,081626,081730,081845,081950,082046,082223,082349,082734,082924,083122,083227,083354,083542
7,MX4598-1,,,,081323,081417,081647,081752,081856,082046,082234,082442,083017,083143,083227,083405,083449,083636,083741,083824,083917,084047,084413,084540,084750,084857,085012,085128
8,MX4041-1,082118,082349,082630,082702,082745,083028,083122,083216,083333,083459,083708,084224,084318,084424,084529,084623,084802,084940,085023,085055,085222,085558,085703,085902,090029,090155,090300
9,MX4383-1,082830,,084108,084152,084330,084656,084739,084824,084951,085128,085348,085841,085945,090051,090155,090249,090417,090543,090626,090720,090824,091221,091325,091440,091545,091700,091837
10,MX4458-1,084047,085222,085504,085536,085620,085852,090040,090123,090249,090405,090814,091304,091346,091451,091617,091649,091815,091941,092025,092058,092202,092508,092655,092832,092937,093053,093219
11,MX4338-1,090217,,090522,090648,090731,090918,091001,091044,091159,091408,091617,092058,092141,092246,092341,092436,092540,092623,092655,092717,092832,093114,093219,093356,093554,093659,093814
