,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,070116,070202,070319,070531,070847,070953
1,AA7848-0,,,,,,,,070116,070942,071059,071154,071345,071524,071641,071818,071924,072029,072250,072417,072544,072755,073100,073253
2,MW4647-0,,,,,070116,070257,070542,070709,071746,071902,071956,072134,072301,072417,072544,072628,072733,072900,072955,073122,073349,073646,073825
3,MS4934-0,,,,070116,070509,070647,070858,071015,071945,072018,072112,072250,072406,072512,072650,072744,072849,073017,073122,073242,073349,073657,073814
4,MW4781-0,,070116,070414,070709,071026,071323,071535,071702,072733,072849,072944,073100,073231,073326,073444,073539,073635,073741,073847,074015,074154,074416,074522
5,AA7428-0,070116,070742,071026,071408,071608,071757,072040,072323,073326,073433,073528,073657,073836,073942,074154,074249,074406,074617,074722,074839,074944,075207,075349
6,MW4366-0,071143,071312,071441,071724,071934,072112,072344,072512,073528,073624,073719,073847,074015,074110,074343,074427,074511,074638,074722,074900,074955,075305,075422
7,AA7094-0,,071956,072312,072701,072944,073253,073624,073814,074744,074922,075017,075156,075400,075527,075705,075810,075951,080110,080216,080344,080556,080852,081008
8,AA7530-0,072344,072512,072733,073111,073422,073602,073657,073953,075006,075123,075221,075400,075527,075622,075832,075940,080122,080238,080355,080523,080746,081041,081253
9,MR7938-0,,,,,,,,,072933,073038,073122,073242,073411,073506,073624,073657,073752,073909,074015,074143,074343,074649,074755
10,MP6039-0,,073111,073444,073752,074048,074311,074606,074806,075727,075821,075918,080037,080154,080300,080429,080534,080640,080830,080936,081052,081157,081536,081654
11,AA7246-0,074015,074900,075327,075759,080037,080143,080429,080607,081643,081737,081832,082000,082127,082222,082444,082540,082645,082750,082848,083015,083153,083512,083700
12,AA7637-0,,074354,074806,075134,075433,075759,080059,080249,081420,081536,081632,081821,082000,082116,082339,082412,082550,082740,082848,083015,083142,083512,083700
13,AA7101-0,075505,075622,075856,080122,080440,080629,080925,081358,082422,082528,082634,082750,082920,083026,083227,083332,083439,083617,083733,083838,083954,084335,084441
