,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,070116,070141,070319,070403
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,,,070116,070258,070403,070520,070614
2,MX4159-0,,,,,,,,,,,,,,,,,,,,070116,070225,070531,070720,070921,071004,071121,071217
3,MX4338-0,,,,,,,,,,,070116,070319,070414,070531,070709,070815,070953,071059,071143,071217,071408,071724,071852,072020,072126,072245,072329
4,MX4365-0,,,,,,,070116,070141,070309,070414,070614,071143,071250,071357,071503,071557,071724,071830,071915,071959,072126,072456,072635,072814,072920,073025,073120
5,MX4551-0,070116,,070130,070152,070330,070531,070625,070720,070848,071015,071228,071746,071852,072020,072126,072223,072329,072412,072456,072624,072803,073142,073315,073514,073619,073735,073818
6,MX4458-0,070116,071535,071724,071757,071926,072126,072350,072445,072635,072847,073058,073608,073702,073807,074007,074029,074145,074340,074434,074518,074655,075005,075154,075327,075517,075635,075719
7,MX4388-0,070225,070614,070910,070942,071004,071239,071312,071408,071513,071619,071841,072318,072423,072507,072613,072707,072814,072931,073025,073047,073204,073514,073651,073829,073923,074040,074112
8,MX4535-0,071948,072402,072707,072740,072814,073109,073242,073409,073557,073713,073923,074424,074539,074644,074803,074910,075049,075154,075243,075411,075602,075918,080048,080250,080356,080514,080547
9,MX3651-0,072952,073409,073702,073735,073818,074101,074156,074318,074550,074738,075143,075657,075802,075918,080026,080122,080239,080356,080430,080514,080641,081041,081146,081409,081504,081621,081716
10,MX3783-0,074123,074550,074837,074910,074954,075305,075517,075624,075751,075951,080206,080714,080820,081008,081103,081209,081358,081537,081621,081716,081843,082149,082339,082455,082601,082718,082750
11,MX4021-1,075455,,080947,081103,081209,081526,081749,081905,082033,082244,082656,083229,083312,083451,083620,083715,083905,084012,084045,084118,084305,084633,084857,085119,085240,085356,085428
12,MX4041-1,,080301,080641,080735,080830,081114,081326,081431,081632,081843,082244,082837,083015,083153,083345,083451,083653,083748,083843,084012,084202,084549,084728,084952,085108,085229,085302
13,MX4159-1,080735,081030,081253,081336,081409,081632,081811,081949,082149,082328,082656,083301,083357,083524,083726,083821,084012,084151,084221,084305,084421,084750,084908,085130,085251,085418,085501
14,MX4604-0,081347,081705,082033,082117,082200,082422,082517,082601,082750,082909,083312,083843,083949,084107,084232,084327,084527,084750,084835,084908,085046,085450,085556,085818,085923,090028,090112
15,MX4338-1,082011,082117,082506,082550,082728,082953,083120,083240,083418,083704,084118,084644,084750,084930,085035,085151,085323,085428,085512,085617,085756,090155,090347,090559,090654,090811,090843
16,MX4551-1,082033,083440,083737,083905,083938,084232,084444,084549,084739,084930,085141,085807,085912,090039,090155,090315,090443,090559,090643,090811,090938,091244,091422,091646,091751,091910,091953
17,MX4365-1,,082814,083217,083301,083357,083620,083759,083905,084056,084316,084728,085302,085407,085523,085651,085745,085912,090007,090101,090209,090347,090705,090917,091055,091212,091327,091400
18,MX4388-1,084056,084359,084706,084739,084814,085141,085345,085501,085640,085807,090155,090643,090800,090917,091044,091105,091255,091349,091433,091517,091624,091910,092048,092225,092330,092426,092458
19,MX4458-1,084803,085523,085724,085901,085956,090155,090304,090421,090610,090843,091223,091718,091824,091943,092131,092236,092426,092542,092636,092720,092847,093217,093346,093514,,093749,093844
20,MX4535-1,090358,090632,091000,091105,091200,091506,091646,091729,091910,092037,092447,093037,093143,093301,093441,093537,093727,093833,093917,094047,094153,094501,094700,094935,095041,095147,095231
21,MX4383-0,090832,091255,091635,091718,091751,092109,092309,092415,092542,092709,093048,093537,093632,093811,093939,094047,094216,094354,094439,094522,094650,095030,095242,095432,095643,095738,095811
22,MX3651-1,091538,091751,092109,092131,092214,092636,092742,092826,093004,093110,093503,094002,094109,094226,094405,094512,094722,094819,094851,095008,095136,095705,095844,100003,100205,100323,100356
23,MX3783-1,091932,092415,092658,092730,092931,093217,093430,093537,093738,094109,094321,094902,095008,095114,095242,095347,095526,095716,095800,095929,100036,100345,100514,100726,100832,100928,101001
24,MW2390-0,092709,093048,093408,093503,093632,094002,094226,094354,094533,094733,095136,095654,095822,095940,100110,100228,100419,100514,100557,100652,100810,101140,101355,101523,101651,101757,101830
25,MW2780-0,092804,093526,093822,093906,094025,094259,094512,094628,094807,094957,095347,095907,100014,100058,100217,100301,100430,100630,100715,100748,100906,101227,101406,101534,101618,101724,101757
26,MW5264-0,094342,,100334,100419,100547,100821,100928,101023,101151,101406,101640,102125,102225,102321,102439,102535,102652,102844,102917,103000,103106,103453,103655,103938,104044,104159,104223
27,MX4021-2,,094354,094700,094819,094957,095242,095421,095526,095705,095951,100356,100928,101023,101238,101417,101534,101735,101935,102020,102158,102355,102833,103000,103302,103409,103515,103610
28,MW5191-0,094428,094819,095052,095220,095347,095705,095844,095940,100121,100217,100557,101140,101249,101406,101545,101640,101757,101946,102031,102158,102355,102844,103011,103302,103420,103526,103633
29,MX4041-2,,095326,095716,095749,095918,100121,100312,100419,100557,100759,101012,101534,101640,101746,101914,102008,102137,102321,102355,102429,102535,102950,103128,103324,103431,103548,103644
30,MX4159-2,,095621,095929,100036,100143,100419,100608,100715,100906,101023,101227,101735,101830,101946,102125,102137,102247,102343,102439,102546,102703,103106,103302,103559,103644,103738,103821
