,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS1903-0,,071524,071733,071859,072057,072435,072550,072654,072759,072833,073021,073115,073220,073544,073930,074036,074108,074223,,074422,074454,074631,074830,075039,075144,075227,075404,075520,075614,075740,075823,075927,080021,080053,080219,080323,080648,080814,080951,081055,081200,081232
1,MS1935-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,072456,072539,072644,072716,072748,072820,072843,072926,073021,073335,073501,073721,073826,073930,074119
2,MS1953-0,072820,074724,074924,075101,075332,075552,075646,075801,075948,080021,080147,080241,080334,080720,081106,081253,081347,081502,081545,081722,081805,081952,082223,082443,082548,082631,082757,082945,083050,083249,083405,083438,083553,083615,083647,083802,084141,084307,084508,084612,084739,084929
3,MS1044-0,,082548,082818,083039,083321,083615,083636,083802,084025,084047,084213,084307,084330,084656,085023,085128,085211,085327,085410,085525,085620,085746,085946,090206,090300,090343,090449,090615,090659,090814,090918,090950,091023,091044,091210,091325,091629,091806,092026,092130,092235,092425
4,MS1935-1,,090720,090940,091044,091325,,,,,,,,,092800,093146,093313,093418,,,093720,093803,093940,094129,094328,094421,094504,094547,094703,094745,094923,095017,095049,095204,095226,095258,095403,095728,095844,095959,100053,100146,100312
5,MS1903-1,,095100,095237,095413,095801,100031,100240,100345,100543,100626,100835,100918,101012,101326,101701,101849,101921,102058,102141,102257,102341,102540,102759,103009,103114,103157,103302,103407,103500,103626,103731,103835,103918,103951,104107,104233,104631,104819,104935,105018,105112,105207
6,MP6025-0,100940,101806,101900,102058,102403,102706,102822,102937,103135,103230,103345,103439,103616,103940,104316,104431,104525,104714,104757,104945,105039,105416,105449,105654,105737,105821,105925,110040,,110405,110510,110553,110647,110730,110802,110918,111304,111502,111700,111816,111931,112108
7,MS1953-1,,104851,105028,105156,105449,105831,105957,110102,110321,110416,110615,110709,110824,111210,111607,111743,111848,112057,112212,112422,112527,112725,112913,113154,113259,113353,113508,113624,113707,113928,114044,114127,114231,114325,114430,114607,114952,115129,115424,115540,115656,115812
8,MS1044-1,,112808,112945,113143,113353,113823,113917,114054,114159,114242,114430,114545,114628,115014,115402,115518,115603,115729,115801,115938,120011,120147,120357,120611,120705,120759,120853,121030,121113,121301,121344,121438,121543,121615,121637,121752,122046,122212,122317,122531,122626,122709
9,MS1935-2,,120727,,121417,121615,121929,122140,122306,122542,,,,,123307,123635,123802,123917,124012,124106,124243,124326,124503,124724,124935,125018,125102,125218,125334,125418,125555,125649,125733,125848,125921,130005,130110,130435,130601,130749,130906,131021,131324
10,MS1953-2,131115,131828,132153,132352,132602,132917,133126,133242,133346,133451,133714,133819,134007,134439,134847,135024,135118,135256,135352,135604,135708,135907,140140,140453,140536,140630,140724,140913,140945,141124,141240,141334,141510,141553,141638,141804,142140,142352,142634,142800,142927,143104
11,MS1044-2,135457,135845,140118,140255,140526,140924,141029,141145,141345,141417,141532,141616,141710,142035,142424,142551,142645,142749,142916,143126,143158,143418,143653,143924,144019,144102,144156,144312,144406,144605,144648,144730,144857,144940,145106,145222,145524,145704,145852,145956,150122,150530
12,MS1903-2,143230,143407,143704,143830,143957,144345,144605,144709,144951,145045,145305,145409,145524,145841,150238,150425,150508,150656,150800,151010,151104,151335,151555,151804,151836,151930,152035,152140,152223,152338,152421,152504,152620,152714,152841,152956,153321,153458,153724,153828,154535,154806
13,MS1935-3,,151512,,152024,152244,,,,,,,,153608,153944,154319,,154535,,,,154954,155214,155425,155624,155719,155802,155906,160021,160104,160242,160325,160430,160535,160557,160651,160756,161109,161213,161352,161457,162000,162441
14,MX1517-0,155603,160126,160252,160441,160546,160849,161109,161235,161414,161519,161707,161801,161906,152935,162651,162828,162922,163048,163142,163331,163425,,,164132,164143,164236,164331,164436,164530,164729,164824,164929,165023,165055,165127,165242,165557,165723,165944,170038,170435,170909
