,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1
1,MS2025-0,,,,,,,,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1
2,MW5645-0,1,3,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,2,1,-1,-1
3,MX1517-0,,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,1,1,1,-1,-1
4,MS2243-0,-1,1,1,1,5,,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1
5,MS2365-0,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,1,-1,-1
6,MS1903-0,,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
7,MS1953-1,1,-1,1,1,4,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,2,1,1,-1,-1
8,MS2025-1,1,1,1,1,5,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,-1,2,1,1,-1,-1
9,MW5645-1,1,1,2,2,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,-1,2,2,1,-1,-1
10,MX1517-1,,,,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,5,-1,4,3,1,-1,-1
11,MS2243-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,3,1,1,-1,-1
12,MS2365-1,5,1,1,2,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,2,1,-1,-1
13,MS1903-1,,,,,,,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,3,4,1,-1,-1
14,MX1537-0,,,4,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,4,-1,3,2,1,-1,-1
15,MS1953-2,2,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,-1,3,1,1,-1,-1
16,MS2025-2,1,1,1,1,-1,1,1,1,2,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,2,1,1,-1,-1
17,MW5645-2,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,1,1,-1,-1
18,MX1517-2,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,2,5,-1,2,3,1,-1,-1
19,MS2243-2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,-1,5,1,1,-1,-1
20,MS2365-2,1,1,1,1,4,1,1,1,1,-1,-1,1,,-1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,-1
21,MS1903-2,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,4,4,1,-1,-1
22,MX1537-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,-1,4,2,1,-1,-1
23,MS1953-3,1,1,1,1,2,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,3,2,1,-1,-1
24,MS2025-3,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,-1,5,3,2,-1,-1
25,MW5645-3,1,1,1,1,1,1,1,1,2,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,-1,-1,5,2,1,-1,-1
26,MX1517-3,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,5,4,1,-1,-1
27,MS2243-3,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,3,1,1,1,-1,-1,5,3,1,-1,-1
28,MS2365-3,1,1,1,2,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,-1,5,3,1,-1,-1
29,MS1903-3,,,,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,5,-1,5,4,1,-1,-1
30,MS1953-4,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,-1,-1,5,4,1,-1,-1
31,MX1537-2,1,1,1,,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,,1,1,1,1,2,1,1,1,3,4,-1,4,5,2,-1,-1
32,MS2025-4,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,-1,-1,5,4,1,-1,-1
33,MW5645-4,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,2,1,1,-1,-1
34,MX1517-4,1,1,1,1,1,1,1,1,2,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,2,1,-1,-1
35,MS2243-4,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,2,1,-1,-1
36,MS2365-4,1,1,1,1,1,1,1,1,2,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,4,-1,3,1,1,-1,-1
37,MS1903-4,,,,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,1,1,-1,-1
38,MS1953-5,2,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1
39,MS2025-5,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,-1,3,1,2,-1,-1
40,MW5645-5,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,2,1,-1,-1
41,MX1517-5,,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,-1,1,1,1,-1,-1
42,MS2243-5,-1,1,1,1,4,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,1,2,1,-1,-1
43,MS2365-5,1,1,1,1,1,1,1,1,2,-1,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1
44,MS1953-6,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,3,2,1,-1,1,,,,,,,,,,,
45,MS2025-6,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,MW5645-6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
