,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA6482-0,,,,,,,,,,,,,,,,-1,-1,-1
1,MW4705-0,,,,,,,,,,,1,-1,-1,1,1,-1,-1,-1
2,AA7536-0,,,,,,,,,1,,1,-1,-1,1,1,-1,-1,-1
3,MW4366-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
4,AA7322-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
5,AA7440-0,1,,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
6,AA6952-0,1,,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
7,AA7195-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
8,AA7488-0,,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
9,AA7492-0,,1,1,1,1,1,1,1,1,,1,,-1,1,1,-1,-1,-1
10,AA7149-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
11,AA7101-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
12,AA7530-0,,,,,,,,,,,,,,,,-1,-1,-1
13,AA6482-1,,,,1,1,1,1,1,1,1,,,,,,,,-1
14,MW4705-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
15,AA7637-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
16,AA7536-1,,,1,1,1,1,,,,,,,,,,,,-1
17,MW4366-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
18,AA7322-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
19,AA7440-1,1,,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
20,AA6952-1,1,,1,1,1,1,1,1,1,,1,-1,,1,1,-1,-1,-1
21,AA7706-0,,,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
22,AA7488-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
23,AA7149-1,,,,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
24,AA6482-2,1,1,1,,,,,,1,1,1,-1,-1,,,,-1,-1
25,AA7101-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
26,MW4705-2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
27,AA7536-2,,1,1,1,,1,1,1,1,,,-1,-1,1,1,-1,-1,-1
28,MW4366-2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
29,AA7322-2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
30,AA7530-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
31,AA7492-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
32,AA7440-2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
33,AA7195-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
34,AA6952-2,1,,1,1,1,1,1,1,1,1,1,,-1,1,1,-1,-1,-1
35,AA7488-2,,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
36,AA7149-2,1,1,1,1,1,1,1,,,1,1,-1,,,1,-1,-1,-1
37,AA6482-3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
38,MW4705-3,,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
39,AA7536-3,,,1,1,1,1,,,,,,-1,-1,1,1,-1,-1,-1
40,MW4366-3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
41,AA7322-3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
42,AA7440-3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
43,AA6952-3,1,1,1,1,1,1,1,1,1,,1,,-1,1,1,-1,-1,-1
44,AA7488-3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
45,AA7149-3,1,,1,1,1,,,,,,,-1,-1,1,1,-1,-1,-1
46,AA6482-4,1,1,1,1,1,1,1,1,1,,,,,,,,-1,-1
47,MW4705-4,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
48,AA7536-4,1,1,1,1,1,1,1,1,1,1,1,,-1,,1,,,
49,MW4366-4,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
50,AA7101-2,1,1,1,1,1,1,1,1,1,,1,-1,-1,1,1,-1,-1,-1
51,AA7440-4,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
52,AA7195-2,,1,1,1,1,1,1,1,1,1,1,,,1,1,-1,-1,-1
53,MW4892-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
54,AA6952-4,1,,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,,-1
55,AA7706-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
56,AA7488-4,,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
57,AA7149-4,1,,,,,,,,,,,-1,,1,1,-1,-1,-1
