,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4551-0,,,,,,,,,,,,,,,,,,,,,,1,1,-1
1,AA6374-0,,,,,,,,,,,,,,,,,1,1,-1,4,2,1,1,-1
2,AA7931-0,,,,,,,,,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
3,AA7539-0,,,,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
4,MX4021-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
5,MX4338-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
6,AA7749-0,1,1,1,1,,,1,1,1,2,1,1,1,1,-1,1,1,,-1,4,2,,1,-1
7,AA6942-0,,,1,1,1,,1,1,1,2,1,1,,1,-1,1,1,,-1,4,2,1,1,-1
8,AA7537-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
9,MX4458-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
10,MW3430-0,,,,,,,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
11,AA7712-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
12,MX4614-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
13,MX4551-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
14,AA6374-1,,,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
15,AA7450-0,1,1,1,1,1,,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
16,AA7931-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
17,AA7485-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
18,AA7539-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
19,MX4021-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
20,MX4338-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,-1,4,2,1,1,-1
