,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,,,,,070106,070414,070553
1,MW4557-0,,,,,,,,,,,070106,070119,070257,070403,070615,070647,070804,070909,071014,071131,071237,071523,071702
2,MW4619-0,,,,,,,070106,070119,071014,071058,071142,071310,071440,071545,071702,071756,071902,072103,072208,072325,072515,072748,072936
3,MW4647-0,,,,,,070106,070152,070308,071131,071226,071321,071450,071607,071702,071818,071913,071957,072114,072219,072336,072515,072842,073020
4,MW3430-0,,,,070106,070647,070814,071025,071204,072125,072157,072252,072358,072515,072621,072726,072758,072853,072958,073052,073208,073324,073535,073746
5,MW4705-0,,,070106,070214,070330,070458,070720,070836,071756,071840,071935,072052,072231,072347,072515,072610,072715,072820,072915,073031,073136,073441,073619
6,MW4781-0,,,070319,070553,070836,070953,071215,071332,072347,072442,072537,,072820,072926,073146,073303,073409,073546,073652,073807,073945,074241,074347
7,MW4825-0,070509,070647,070942,071310,071534,071756,072019,072146,073103,073157,073252,073409,073535,073652,073807,073902,073956,074135,074230,074335,074409,074621,074749
8,MW4837-0,071025,071321,071607,071957,072231,072431,072653,072820,073735,073829,073913,074030,074146,074241,074504,074559,074654,074856,074950,075107,075151,075415,075606
9,MP6403-0,071523,073114,073313,073525,073829,073956,074157,074314,075151,075247,075331,075459,075617,075711,075816,075922,080017,080207,080302,080408,080546,080819,080924
10,MW5124-0,071957,073735,073934,074241,074442,074621,074929,075107,080123,080218,080313,080429,080546,080651,080913,081008,081113,081230,081302,081419,081546,081831,082032
11,MW4846-0,,072019,072231,072504,072748,072926,073146,073324,074335,074409,074453,074559,074716,074822,074929,075024,075056,075320,075426,075532,075744,080017,080229
12,MR7938-0,,,,,,,,,073146,073230,073324,073430,073557,073652,073818,073913,074008,074135,074230,074347,074548,074939,075140
13,MW5594-0,074135,074409,074559,074845,075035,075129,075320,075426,080313,080357,080440,080557,080702,080756,080924,081019,081113,081230,081324,081440,081546,081809,082021
14,MW4856-0,,,,,,,,,074548,074632,074727,074845,075001,075107,075521,075606,075700,075911,080006,080123,080346,080640,080756
15,MW4229-0,074950,075012,075225,075426,075649,075805,080101,080251,081346,081440,081535,081641,081758,081853,082032,082115,082221,082410,082506,082611,082738,083012,083150
16,MW4366-0,,075554,075849,080134,080324,080429,080724,080924,081758,081926,082009,082115,082242,082348,082611,082738,082833,083001,083106,083213,083340,083551,083709
17,MW4503-1,,080524,080640,081008,081230,081440,081736,081853,082749,082855,082950,083106,083235,083329,083530,083625,083730,083848,083942,084121,084342,084636,084813
18,MW4705-1,081113,081230,081419,081842,082042,082253,082549,082844,084016,084121,084215,084331,084509,084552,084657,084803,084919,085036,085141,085247,085352,085638,085900
19,MW4619-1,082104,082600,082928,,083435,083614,083858,084016,084941,085047,085141,085247,085425,085509,085627,085710,085805,085922,090027,090133,090355,090629,090809
20,MW4557-1,,,082115,082358,082633,082811,083044,083202,084121,084215,084309,084425,084531,084603,084730,084813,084930,085036,085152,085258,085403,085638,085721
21,MW4825-1,083128,083329,083457,083814,084038,084132,084342,084509,085403,085448,085531,085649,085805,085838,085955,090027,090133,090216,090322,090428,090545,090757,090926
22,MW4647-1,083814,084005,084248,084625,084824,084941,085152,085330,090355,090450,090545,090651,090831,090904,091055,091150,091235,091351,091507,091551,091741,092046,092202
23,MW4846-1,,084835,085047,085309,085520,085627,085838,085955,090915,091010,091055,091213,091318,091402,091635,091719,091813,091940,092046,092141,092341,092624,092729
24,MW4781-1,,,085922,090154,090439,090640,090831,090937,091940,092024,092119,092213,092330,092424,092551,092635,092718,092835,092952,093036,093203,093434,093602
25,MW4837-1,090239,090512,090702,091106,091340,091446,091751,091929,092942,093036,093130,093224,093351,093434,093550,093646,093740,093857,094003,094057,094152,094404,094510
26,MW4856-1,,091551,091741,092108,092352,092635,092920,093058,093941,094046,094141,094236,094415,094447,094626,094731,094836,095036,095141,095258,095436,095741,095858
27,MW5124-1,092246,092529,092824,093203,093434,093624,093918,094046,094952,095036,095130,095236,095414,095447,095614,095708,095803,095930,100025,100120,100214,100436,100541
28,MW5594-1,,093635,093846,094119,094437,094626,094931,095014,100120,100152,100225,100341,100436,100541,100708,100835,100940,101056,101202,101256,101507,101718,101929
29,MW4229-1,094415,094615,094920,095152,095508,095625,095909,100025,101013,101107,101202,101318,101412,101456,101624,101729,101835,101951,102108,102203,102257,102509,102646
30,MW4366-1,095247,095447,095730,100047,100541,100751,101035,101151,102203,102257,102341,102458,102614,102657,102918,103023,103118,103308,103413,103457,103551,103803,103932
31,MW4705-2,100225,100436,100751,101118,101401,101613,101845,102108,103150,103235,103319,103435,103551,103636,103848,103921,104027,104204,104309,104404,104514,104733,104944
32,MW4619-2,101045,101329,101539,,102119,102257,102509,102635,103529,103636,103730,103836,104005,104048,104226,104309,104426,104619,104722,104807,104901,105143,105333
33,MW4825-2,102130,102246,102624,102950,103319,103435,103752,103921,104744,104828,104922,105049,105206,105300,105418,105523,105555,105650,105756,105901,105955,110216,110345
34,MW4503-2,,103341,103647,104059,104353,104619,104933,105111,105955,110111,110205,110310,110440,110545,110723,110840,110945,111123,111217,111322,111512,111737,111842
35,MW4846-2,,104237,104514,104817,105027,105132,105429,105544,110534,110556,110651,110756,110934,111018,111206,111250,111407,111545,111643,111748,111842,112104,112231
36,MW4557-2,,,105818,110111,110310,110440,110745,111018,111926,112010,112104,112209,112325,112409,112536,112652,112757,112852,113008,113102,113207,113450,113546
37,MW4647-2,110513,110712,110851,111301,111450,111631,111915,112021,112946,113040,113124,113240,113356,113429,113630,113713,113829,114040,114135,114229,114450,114722,114911
38,MW4781-2,,,112525,112852,113240,113512,113703,113819,114911,114954,115038,,115248,115353,115531,115627,115732,115826,115942,120027,120142,120426,120553
39,MW4837-2,113557,113757,114135,114440,114755,114944,115154,115425,120426,120509,120604,120709,120825,120920,121037,121131,121214,121425,121541,121635,121835,122129,122324
40,MW4856-2,,,115520,115805,120016,120153,120437,120604,121508,121551,121646,121740,121845,121929,122119,122224,122334,122440,122544,122651,122755,123038,123216
41,MW5594-2,120626,120931,121109,121352,121603,121751,122057,122224,123122,123205,123238,123332,123439,123512,123618,123724,123840,124040,124156,124250,124439,124701,124756
42,MW4366-2,122418,122523,122712,123006,123310,123439,123734,124051,125112,125218,125312,125418,125534,125618,125734,125840,125956,130144,130300,130345,130502,130755,130923
43,MW4503-3,123629,123640,124029,124439,124640,124756,125112,125301,130300,130356,130440,130545,130701,130807,130956,131101,131217,131312,131418,131535,131630,131936,132105
44,MW4557-3,124701,125144,125356,125629,125912,130111,130333,130818,131703,131736,131819,131936,132044,132127,132306,132446,132541,132751,132911,133005,133121,133321,133510
45,MW4647-3,130111,130322,130701,131007,131239,131429,131641,131830,132802,132900,132943,133049,133215,133248,133427,133521,133638,133836,133942,134036,134225,134457,134624
46,MW4781-3,,131830,132044,132255,132530,132718,132835,132954,133921,134025,134109,,,,134540,134656,134825,135026,135132,135238,135332,135629,135745
47,MW4837-3,133016,133342,133638,134036,134352,134613,134953,135321,140447,140531,140625,140741,140908,140951,141150,141257,141435,141612,141739,141833,141950,142245,142413
48,MW4856-3,,,135110,135345,135640,135817,135954,140447,141717,141811,141907,142013,142141,142224,142445,142539,142645,142856,143023,143128,143255,143517,143657
49,MW5594-3,140038,140321,140636,140940,141214,141424,141706,142224,143139,143233,143305,143410,143506,143603,143741,143825,144035,144213,144329,144435,144551,144751,144940
50,MW4366-3,141717,141856,142224,142445,142739,142939,143244,143803,145036,145130,145225,145341,145518,145602,145812,145918,150057,150225,150341,150457,150624,150856,151107
51,MW4503-4,,,143550,144057,144307,144435,144824,145141,150236,150341,150446,150602,150740,150845,151129,151236,151436,151625,151752,151846,152118,152527,152716
52,MW4557-4,144540,144657,144908,145225,145518,145613,145950,150152,151214,151308,151341,151520,151647,151752,151919,152024,152140,152339,152455,152549,152654,152940,153118
