,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070154,070238,070311,070451,070534,070556,070701,071018,071208,071408,071452,071608,071652
1,MX1624-0,,,,,,,,,,,,,,070107,070440,070607,070701,070817,070913,071040,071124,071251,071503,071652,071736,071831,071947,072105,072149,072317,072402,072435,072530,072603,072625,072731,073016,073216,073416,073542,073658,073731
2,MX1698-0,,070107,070333,070545,070901,071230,071324,071503,071547,071631,071758,071842,072043,072424,072826,073005,073038,073216,073310,073520,073626,073931,074152,074440,074534,074618,074723,074851,075008,075218,075314,075409,075547,075631,075705,075834,080157,080405,080650,080818,080946,081030
3,MX3590-0,070107,071958,072211,072457,072625,,073154,073353,,073626,073836,073931,074014,074341,074756,075008,075102,,,,075631,075834,080027,080247,080341,080427,080534,080712,080807,080935,081030,081138,081223,081307,081413,081542,081942,,082356,082418,082534,082606
4,MS1953-0,073742,074225,074829,075252,075631,080015,080236,080427,080723,080818,081041,081125,081318,081616,081953,082134,082207,082418,082534,082745,082828,083040,083357,083629,083734,083818,083923,084030,084125,084304,084358,084536,084620,084705,084716,084821,085137,085305,085443,085559,085654,085726
5,MX1693-0,,,,,,,,,,,,,,,,,,,,,,075716,080015,,,,,,,,,,,,,,,,,,,
6,MX4068-0,,080330,080935,081637,082015,082345,082628,082817,082957,083102,083240,083346,083524,083851,084242,084409,084452,084620,084716,085011,085032,085232,085443,085643,085748,085831,085949,090115,090159,090338,090443,090549,090749,090822,090854,091000,091318,091424,091647,091815,091909,091942
7,MX1545-0,081637,082734,083008,083313,083902,084209,084442,084558,084832,084916,,,,085632,090010,090126,090221,090349,090443,090611,090643,090905,091106,091318,091351,091446,091603,091753,091826,092027,092133,092650,092755,092829,092851,093007,093251,093418,093555,093628,093723,093756
8,MS2365-1,084147,084336,084609,084927,085221,085621,085905,090032,090159,090316,090538,090643,090727,091117,091519,091658,091742,091858,092016,092133,092217,092439,092711,092924,093018,093113,093207,093407,093450,093701,094136,094441,094535,094557,094630,094746,095053,095305,095421,095547,095715,095748
9,MX1624-1,,090454,090759,091106,091202,091603,091742,091931,092239,092323,092544,092650,092818,093124,093512,093650,093734,093850,093946,094136,094219,094408,094724,094925,095020,095103,095158,095315,095359,095558,095654,095831,095904,095925,095947,100103,100346,100536,100703,100757,100851,100924
10,MX1698-1,092523,092617,092924,093102,093313,093639,093850,094030,094303,094335,094546,094641,094724,095042,095431,095558,095654,095831,095925,100052,100136,100335,100557,100819,100924,101008,101125,101314,101357,101631,101726,101758,101904,101926,101948,102104,102347,102527,102748,102831,102958,103031
11,MX3590-1,094346,100913,101209,101419,101631,102053,102336,102527,102853,,103137,103232,103355,103711,104112,104238,,,104637,104815,104848,105058,105308,105457,105551,105636,105752,105919,,110141,110214,110309,110405,110416,110510,110616,110909,111036,,111329,111424,111456
12,MX1708-0,,094735,095125,095337,095654,100030,100252,100430,100608,100724,100935,101030,101147,101535,101915,102053,102147,102303,102420,102559,102643,102842,103115,103312,103406,103450,103606,103827,103911,104101,104155,104322,104510,104532,104627,104753,105130,105341,105540,105636,105730,105814
13,MX4068-1,,104101,104416,104627,105047,105330,105551,105708,110047,110152,110353,110438,110543,110920,111246,111424,111518,111635,111741,111918,112014,112235,112456,112718,112825,112908,113036,113214,113308,113446,113613,113657,113741,113813,113951,114130,114446,114634,114908,115002,115056,115150
