,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
10,MW3496-0,,080544,080701,080747,080809,080853,080926,081009,081104,081221,081316,081505,081655,081834,082214,082426,082658,082752,083003,083257,083341,083458,083647,083814,084014,084131,084617,084935,085124,085335,085503,085630,085854,090237,090356,090547,090921
11,MZ4228-0,081516,081633,081823,081856,081907,082003,082024,082119,082141,082320,082426,082542,082731,082909,083152,083247,083458,083530,083709,083942,084036,084131,084321,084500,084701,084734,085207,085536,085725,090010,090129,090237,090419,090741,090932,091006,091649
12,MZ3825-1,082203,082542,082720,082741,082803,082836,082909,082942,083036,083131,083236,083352,083625,083825,084120,084226,084331,084417,084544,084913,084957,085051,085251,085408,085536,085641,090105,090408,090547,090932,091049,091238,091416,091806,091912,092112,092504
13,MX1213-0,083414,083552,083730,083803,083825,083920,083931,084014,084047,084226,084331,084500,084723,084829,085146,085240,085452,085547,085736,085938,090032,090105,090225,090332,090525,090620,091122,091416,091606,092040,092241,092504,092654,093056,093213,093414,093742
14,MZ3956-0,084331,084617,084734,084755,084818,084851,084913,084946,085018,085146,085251,085419,085714,085905,090151,090237,090453,090547,090646,091006,091100,091155,091311,091449,091649,091700,092146,092442,092622,093002,093151,093320,093509,093720,093848,094048,094557
15,MW5966-1,,085514,085619,085652,085725,085747,085822,085854,085938,090105,090203,090321,090515,090646,091006,091217,091322,091416,091521,091755,091839,091934,092135,092314,092442,092526,093002,093309,093458,094059,094206,094503,094747,095053,095209,095336,095800
16,MX1197-1,090345,090442,090620,090646,090657,090730,090752,090826,,,,091322,091427,091606,091912,092029,092135,092219,092335,092610,092654,092750,092929,093045,093225,093258,093753,094110,094217,094810,095031,095431,095632,100043,100233,100432,101035
17,MW5936-0,091006,091249,091354,091449,091521,091554,091617,091700,091733,091912,092029,092157,092431,092622,092940,093045,093342,093425,093553,093804,093848,093954,094145,094356,094536,094630,095053,095336,095526,095915,100054,100432,100718,101024,101151,101310,101753
18,MX1084-1,092135,092241,092357,092431,092442,092537,092610,092643,,,093045,093056,093247,093414,093647,093720,093954,094048,094206,094514,094547,094641,094842,094958,095103,095147,095610,095749,095937,100349,100507,100739,100929,101225,101353,101458,101803
19,MX1067-0,092716,092835,092951,093023,093045,093118,093151,093225,,,093709,093742,094005,094206,094536,094630,094853,094947,095136,095431,095526,095610,095821,095959,100138,100222,100656,101002,101203,101730,101836,102132,102418,102736,102832,103000,103410
20,MX1105-1,,093542,093647,093720,093742,093815,093837,093943,094037,094121,094217,094345,094536,094619,094936,095031,095231,095325,095453,095749,095843,095915,100149,100305,100432,100529,100951,101203,101353,101930,102037,102334,102502,102854,103011,103221,103704
21,MZ3556-1,094356,094503,094630,094703,094725,094820,094853,094926,095009,095125,095242,095347,095537,095705,100010,100127,100400,100456,100612,100918,101002,101057,101236,101415,101542,101730,102154,102440,102629,103127,103254,103548,103749,104032,104221,104453,105054
22,MW4762-0,095220,095242,095358,095431,095453,095559,095621,095705,095738,095915,100043,100211,100456,100707,101035,101236,101509,101603,101730,101930,102037,102132,102301,102440,102619,102713,103221,103504,103800,104010,104127,104337,104610,105021,105127,105327,105812
23,MZ4072-1,095915,100054,100222,100305,100327,100410,100432,100507,100540,100656,100824,101013,101225,101342,101647,101814,102037,102143,102334,102557,102713,102821,103022,103159,103337,103431,103927,104315,104421,105032,105149,105444,105644,110000,110201,110413,110930
24,MZ3559-1,101024,101140,101426,101509,101552,101658,101730,101803,101836,101952,102121,102228,102502,102629,102927,103116,103348,103442,103621,103916,104010,104105,104243,104421,104537,104631,105043,105327,105611,110117,110306,110540,110741,111003,111218,111452,111948
25,MZ3978-1,101130,102356,102513,102546,102608,102713,102810,102843,102916,103022,103127,103221,103421,103537,103854,104032,104315,104421,104621,104905,104949,105043,105211,105338,105506,105549,110000,110402,110540,110952,111134,111408,111619,112021,112127,112233,112705
26,MZ3734-1,103431,103526,103653,103715,103738,103822,103843,103916,103948,104116,104232,104410,104559,104726,105105,105200,105422,105538,105706,105906,110033,110128,110255,110424,110602,110646,111134,111430,111630,112032,112149,112400,112516,113057,113213,113414,113636
27,MW3496-1,104359,104421,104621,104642,104715,104811,104844,104916,105000,105149,105255,105506,105622,105834,110150,110306,110540,110657,110835,111207,111335,111430,111641,111820,111958,112043,112527,112846,113046,113530,113753,114003,114204,114425,114603,114709,115205
28,MZ4228-1,105611,105834,110117,110222,110255,110349,110413,110518,110551,110708,110803,110919,111119,111302,111546,111758,112032,112138,112411,112728,112846,112952,113130,113320,113457,113530,114025,114320,114531,115025,115205,115416,115725,120157,120302,120430,120832
29,MZ3825-2,110244,110402,110540,110613,110646,110741,110803,110835,110919,111047,111145,,111557,111714,111958,112149,112400,112433,112611,112908,112952,113046,113225,113352,113530,113552,114036,114320,114553,115227,115354,115606,115903,120335,120513,120630,121021
30,MW4762-1,155817,160810,160948,161021,161043,161115,161138,161243,161348,161516,161622,161832,162010,162126,162422,162600,162835,163002,163142,163535,163702,163831,164020,164220,164358,164452,164926,165254,165644,170046,170341,170508,170719,111057,171237,171510,172027
31,MX1213-1,111156,111419,111546,111703,111747,111831,111904,111937,112021,112149,112255,112400,112600,112716,113046,113247,113530,113625,113847,114131,114226,114320,114436,114614,114742,114826,115300,115533,115914,120346,120536,120832,121225,121458,121615,121849,122312
32,MZ3956-1,112244,112506,112705,112803,112825,112908,112941,113024,113119,113331,113447,113636,113847,114003,114436,114603,114837,114931,115132,115511,115606,115650,115819,115946,120124,120157,120619,121010,121150,121604,121732,121943,122123,122525,122630,122748,123021
33,MW3343-0,,113236,113403,113436,113457,113603,113636,113719,113753,113931,114036,114215,114331,114458,114837,114953,115205,115249,115449,115809,115925,120019,120208,120357,120536,120641,121105,121415,121615,122145,122323,122441,122737,123043,123210,123359,123916
34,MS4750-0,113625,113803,113941,114036,114047,114153,114215,114320,114353,114531,114647,114826,115014,115132,115438,115533,115809,115914,120135,120513,120619,120726,120926,121105,121309,121415,121827,122229,122430,123010,123126,123243,123610,123916,124022,124225,124556
35,MW5936-1,114425,114553,114658,114731,114753,114826,114858,114931,115014,115132,115216,115322,115449,115544,120008,120103,120335,120419,120608,120915,121021,121116,121353,121531,121743,121838,122323,122630,122916,123559,123726,123949,124259,124701,124810,124853,125304
36,MW3278-0,115154,120452,120630,120703,120737,120821,120854,120926,121021,121236,121320,121458,121659,121754,122051,122145,122356,122503,122652,122948,123043,123138,123305,123443,123632,123748,124213,124512,124701,125347,125525,125642,125947,130254,130359,130559,131159
37,MX1067-1,115154,115311,115427,115500,115511,115617,115650,115725,115758,120124,120230,120357,120547,120703,121043,121213,121447,121531,121721,122102,122251,122356,122546,122737,122927,123010,123443,123854,124140,124810,125020,125231,125336,125758,125958,130159,130621
38,MW5966-2,115701,115819,115936,120030,120041,120135,120208,120313,120346,120547,120630,120748,121021,121105,121404,121553,121659,121754,121910,122229,122323,122356,122557,122737,122927,123010,123443,123854,124151,124948,125115,125242,125347,125748,125926,130126,130610
39,MX1197-2,121021,121105,121213,121236,121320,121353,121415,121447,121659,121721,121838,121954,122218,122419,122737,122854,123126,123221,123443,123726,123821,123916,124056,124237,124416,124501,124948,125314,125503,130159,130316,130504,130643,130915,131021,131221,131748
40,MX1084-2,121954,122040,122229,122323,122345,122408,122503,122546,,122810,122905,123010,123221,123327,123621,123821,124045,124140,124416,124639,124810,124915,125137,125314,125514,125610,130104,130337,130548,131159,131316,131504,131726,131936,132041,132252,132758
41,MX1105-2,123126,123148,123327,123359,123432,123505,123548,123632,123726,123843,123949,124056,124321,124428,124724,124926,125159,125242,125409,125621,125715,125809,125937,130126,130232,130305,130715,130959,131137,131559,131726,131915,132135,132440,132618,132736,133347
42,MZ3556-2,124321,124416,124607,124639,124724,124747,124821,124853,124926,125220,125314,125503,125726,125853,130221,130421,130653,130726,130832,131210,131337,131526,131704,131853,132052,132157,132607,132832,133137,133547,133726,133927,134106,134349,134517,134644,135202
43,MZ4072-2,125148,125409,125536,125610,125631,125726,125748,125831,125904,130126,130232,130348,130515,130621,130915,131010,131232,131337,131454,131820,131904,131958,132124,132302,132429,132502,132937,133242,133442,134011,134200,134316,134506,134824,134930,135046,135247
44,MZ3559-2,130559,130748,130915,130959,131032,131116,131127,131210,131243,131454,131559,131748,131915,132019,132335,132451,132726,132821,133042,133358,133453,133525,133759,133948,134127,134222,134633,134908,135056,135709,135836,140120,140323,140524,140651,140820,141254
45,MZ3978-2,132302,132440,132545,132640,132726,132821,132904,132959,133042,133221,133326,133431,133715,133905,134149,134338,134600,134729,134835,135129,135225,135342,135509,135647,135825,135909,140344,140748,140936,141232,141422,141539,141709,141952,142130,142259,142511
46,MZ3734-2,133715,133748,133937,134022,134055,134149,134244,134316,134338,134506,134611,134717,134951,135056,135426,135636,135741,135847,135942,140344,140441,140619,140904,141031,141159,141232,141709,142214,142405,142700,142805,142944,143123,143452,143608,143810,144057
47,MW3496-2,134600,134622,134751,134835,134846,134930,134951,135046,135129,135353,135458,135625,135836,140003,140312,140419,140640,140810,140936,141254,141400,141506,141709,141919,142152,142248,142732,143039,143336,143759,143927,144141,144322,144557,144738,144833,145433
48,MZ4228-2,135730,140014,140144,140239,140312,140355,140419,140452,140535,140853,141031,141137,141349,141517,141825,142047,142321,142438,142649,142922,143050,143123,143419,143557,143821,143905,144406,144704,145011,145411,145550,145814,150229,150547,150726,150821,151457
49,MZ3825-3,140725,140853,141020,141042,141104,141137,141159,141243,141315,141444,141550,141719,142036,142203,142606,142817,143101,143230,143441,143948,144119,144249,144451,144653,144822,144906,145349,145730,150036,150514,150653,150810,150938,151349,151457,151614,152312
50,MX1213-2,142427,142711,142900,142955,143039,143134,143155,143241,143336,143619,143726,143916,144044,144214,144535,144704,144949,145105,145244,145614,145730,145836,150047,150206,150335,150430,150905,151211,151400,152058,152228,152406,152639,152913,153041,153305,153904
51,MW5966-3,143641,143737,143905,143937,143959,144108,144129,144214,144249,144502,144631,144800,145055,145105,145444,145635,145908,150025,150217,150609,150715,150832,151054,151305,151457,151541,152025,152439,152701,153421,153559,153821,154042,154243,154421,154740,155405
52,MX1197-3,144202,144416,144608,144631,144738,144811,144833,144906,145011,145138,145233,145349,145540,145719,150025,150206,150503,150558,150715,151033,151127,151254,151541,151709,151909,152047,152533,152841,153041,153832,153959,154221,154410,154705,154825,155036,155638
53,MX1084-3,145516,145646,145836,145919,150004,150036,150109,150155,150251,150452,150558,150737,150938,151033,151435,151658,151941,152120,152417,153125,153232,153421,153705,153821,154115,154148,154643,155153,155543,155945,160103,160230,160441,160748,160905,161115,161705
54,MX1105-3,,150324,150503,150547,150631,150704,150759,150832,150916,151138,151232,151411,151541,151658,152036,152228,152522,152639,152756,153158,153337,153504,153748,154021,154159,154243,154740,155405,155554,155956,160113,160230,160452,160748,160927,161138,161727
55,MZ3556-3,151400,151457,151614,151647,151709,151814,151836,151920,151952,152120,152228,152355,152522,152628,153041,153147,153421,153548,153726,154137,154305,154421,154717,154847,155026,155120,155605,160008,160324,160843,161010,161243,161516,161905,162021,162159,162739
56,MZ4072-3,152533,152924,153103,153136,153158,153305,153326,153421,153515,153643,153759,153937,154221,154432,154751,154858,155131,155238,155500,155850,160052,160207,160419,160715,160927,161010,161516,161916,162210,162739,162846,163057,163301,163608,163713,163903,164242
57,MZ3559-3,154137,154516,154729,154825,154858,154931,154953,155036,155131,155354,155522,155649,155912,155956,160241,160346,160609,160715,160927,161232,161337,161432,161643,161854,162032,162116,162600,162941,163334,163852,164031,164253,164441,164737,164905,164937,165316
58,MZ3978-3,155756,160041,160241,160335,160419,160525,160547,160704,160821,161043,161149,161410,161622,161832,162254,162422,162835,162951,163132,163535,163640,163809,164009,164209,164336,164431,164905,165254,165857,170403,170552,170719,170909,171459,171627,171754,172111
59,MZ3734-3,161548,161800,161927,162010,162043,162148,162210,162305,162422,162600,162728,162919,163035,163132,163440,163702,163947,164042,164304,164630,164726,164854,165125,165305,165433,165516,165941,170530,170909,171532,171722,171922,172100,172343,172501,172545,173237
60,MW3496-3,162443,162716,162846,162919,163002,163057,163132,163216,163312,163440,163546,163713,163852,163947,164325,164452,164714,164810,165042,165411,165527,165622,165812,165952,170141,170235,170719,171553,172005,172713,172905,173129,173309,173804,173921,174100,175053
61,MZ4228-3,,163713,163914,163947,164009,164053,164126,164158,164242,164431,164547,164652,164948,165136,,,,170141,170330,170646,170814,170920,171141,171259,171437,171510,171943,172629,173024,173615,173721,173943,174143,174513,174713,174925,175728
62,MZ3825-4,163958,164158,164325,164347,164420,164514,164536,164630,164652,164854,165010,165115,165338,165538,165812,165941,170057,170151,170330,170530,170708,170803,171047,171237,171354,171437,171900,172439,172810,173353,173659,173932,174121,174502,174640,174915,175717
63,MX1435-0,164737,164748,164905,164926,164959,165115,165136,165222,165305,165455,165600,165750,170036,170235,170624,170825,171119,171248,171510,171743,171943,172016,172310,172501,172629,172713,173214,173637,173954,174545,174842,174947,175053,175558,175739,180002,180913
64,MZ3740-0,164810,165211,165338,165433,165455,165538,165622,165706,165750,165908,170036,170202,170425,170519,170814,171025,171259,171404,171532,171900,172038,172132,172450,172629,172821,172905,173415,173921,174313,174842,175103,175347,175547,175939,180152,180415,181019
65,MX1067-2,165125,170425,170541,170624,170635,170741,170825,170858,170952,171141,171237,171415,171700,171743,172154,172249,172501,172618,172748,173046,173203,173237,173521,173721,173859,173954,174429,174925,175231,180024,180226,180405,180616,180913,181040,181242,182011
66,MZ3956-2,165444,165655,165834,165919,165941,170014,170036,170119,170213,170352,170508,170730,171014,171047,171448,171638,171943,172100,172238,172607,172702,172748,172951,173203,173404,173426,173859,174313,174618,175136,175358,175558,175906,180259,180426,180627,181516
67,MX1213-3,170814,171426,171616,171700,171743,171816,171838,171922,172016,172216,172321,172523,172726,172951,173309,173437,173721,173826,174100,174451,174618,174758,174958,175158,175525,175620,180131,180415,180755,181538,181727,182011,182201,182541,182719,182941,183509
68,MX1197-4,172556,172713,172854,172951,173107,173140,173226,173331,173426,173615,173743,173932,174100,174205,174440,174618,174904,174958,175147,175503,175620,175800,180035,180152,180415,180510,180957,181443,181738,182150,182425,182614,182835,183131,183415,183625,184354
69,MW5936-2,,,,,,,,,,172737,172832,173035,173214,173510,173848,174038,174313,174429,174618,174937,175103,175158,175431,175620,175939,180035,180510,180829,181124,181833,182022,182234,182530,182919,183047,183215,184237
70,MX1105-4,172951,174111,174251,174323,174429,174451,174523,174618,174651,174853,174958,175125,175304,175409,175717,175833,180108,180203,180405,180743,180902,181040,181304,181454,181800,181833,182256,182508,182814,183119,183342,183625,183858,184215,184354,184543,185111
71,MW5966-4,173129,173320,173447,173531,173615,173743,173837,173932,174038,174240,174345,174513,174702,174842,175136,175231,175503,175610,175833,180405,180532,180649,180840,181019,181315,181410,181833,182106,182508,182814,183215,183426,183647,184026,184215,184448,184955
72,MX1084-4,174205,174925,175053,175136,175220,175253,175336,175420,175453,175644,175739,175906,180152,180321,180638,180818,181051,181157,181410,181800,181916,182011,182212,182350,182730,182751,183248,183542,183753,184343,184615,184827,185111,185455,185657,185930,190924
73,MZ3556-4,180605,180946,181135,181231,181253,181359,181421,181516,181621,181822,181916,182106,182340,182624,183003,183036,183331,183458,183847,184416,184615,184721,185038,185243,185636,185719,190152,190512,190924,191813,191940,192248,192415,192700,192816,192944,193418
74,MZ4072-4,181051,181516,181654,181800,181822,181916,181950,182033,182117,182256,182403,182614,182824,183036,183320,183437,183720,183825,184026,184459,184637,184754,185100,185254,185647,185741,190226,190523,190924,191824,192003,192248,192426,192700,192933,193156,193607
75,MZ3559-4,182447,182646,182824,182857,182941,183003,183025,183058,183131,183320,183415,183531,183658,183825,184026,184226,184510,184615,184900,185327,185603,185625,185814,185930,190321,190438,190902,191136,191316,192248,192521,192805,192944,193323,193451,193618,194058
76,MW4762-2,183520,184604,184743,184827,184849,184922,184944,185049,185122,185232,185349,185550,185730,185919,190248,190427,190701,190840,191114,191538,191655,191846,192152,192321,192616,192722,193207,193451,193822,194615,194836,195057,195226,195509,195625,195741,200237
77,MZ3978-4,183553,183847,184026,184109,184120,184215,184237,184310,184343,184532,184626,184849,185049,185158,185432,185625,185930,190036,190237,190756,190946,191254,191644,191918,192057,192108,192554,193016,193334,194153,194342,194459,194647,194836,195003,195057,195520
78,MZ3734-4,190416,190545,190712,190807,190840,190913,190957,191052,191125,191243,191349,191454,191633,191740,192014,192214,192510,192700,192838,193334,193451,193629,193833,194014,194226,194248,194803,195057,195248,200108,200226,200511,200605,200755,200923,201018,201357
79,MZ4228-4,192258,192331,192521,192554,192616,192649,192711,192805,192838,192944,193038,193156,193323,193418,193811,194025,194258,194426,194615,195035,195152,195309,195531,195719,195919,200003,200500,200935,201124,201809,201937,202116,202305,202705,202811,202905,203421
80,MZ3825-5,193016,193156,193334,193418,193440,193524,193546,193618,193651,193800,193855,194025,194226,194342,194625,194825,195057,195226,195458,195846,195952,200119,200353,200544,200806,200840,201252,201535,201853,202422,202633,202916,203148,203348,203434,203600,204128
81,MZ3740-1,193928,194058,194237,194309,194331,194437,194459,194542,194625,194731,194836,194941,195141,195237,195531,195636,195857,200003,200203,200500,200554,200638,200840,201007,201208,201241,201737,201959,202149,202654,202822,202938,203159,203550,203655,203916,204413
82,MW3496-4,,,,,,,,,,,,,,,,,,,,,,,,,,194131,194615,194909,195046,195857,200057,200309,200544,200755,200923,201018,201335
83,MZ3956-3,195035,195248,195425,195509,195542,195625,195647,195730,195813,195941,200047,200214,200427,200533,200923,201146,201430,201524,201726,202106,202200,202254,202455,202633,202843,202916,203348,203622,203811,204201,204307,204541,204730,205058,205205,205300,210007
84,MX1067-3,200733,200840,201007,201040,201102,201135,201157,201230,201303,201441,201524,201641,201915,201959,202254,202455,202738,202833,203010,203254,203410,203517,203706,203832,204012,204055,204541,204847,205047,205416,205533,205733,205934,210145,210313,210409,210853
85,MX1213-4,202010,202138,202305,202349,202411,202444,202517,202600,202633,202822,202927,203054,203326,203444,203749,203949,204223,204329,204552,204931,205025,205120,205311,205427,205555,205700,210145,210515,210714,211115,211243,211559,211737,211947,212103,212158,212559
86,MX1197-5,,,203622,203655,203738,203749,203811,,204012,204023,204117,204245,204435,204614,204909,205109,205343,205449,205700,205923,210029,210145,210335,210525,210652,210726,211211,211537,211726,212220,212326,212559,212726,212926,213053,213200,213824
87,MX1105-5,204150,205300,205416,205449,205511,205544,205606,205700,205733,205839,205934,210050,210302,210409,210703,210759,211031,211211,211454,211748,211915,212009,212147,212326,212453,212537,213010,213234,213423,213908,214036,214204,214438,214734,214901,214955,215607
88,MW5966-5,,,204424,204457,204519,204603,204625,204658,204730,204836,204931,205036,205238,205343,205711,205828,210101,210156,210335,210630,210737,210842,211021,211211,211400,211504,211926,212147,212315,212621,212748,213010,213200,213456,213613,213752,214248
89,MZ3556-5,210207,210357,210536,210609,210630,210652,210714,210759,210842,210948,211104,211243,211410,211526,211842,212053,212326,212453,212726,213031,213138,213223,213434,213550,213752,213846,214321,214628,214807,215417,215544,215807,220051,220229,220357,220452,220833
90,MZ4072-5,210915,211504,211642,211726,211809,211853,211915,211958,212031,212147,212253,212410,212559,212726,213042,213211,213445,213550,213719,214057,214142,214248,214438,214616,214807,214828,215312,215629,215817,220525,220641,220822,221022,221435,221541,221658,222238
91,MZ3559-5,212358,212504,212642,212715,212759,212832,212915,212948,213021,213115,213211,213317,213456,213635,213940,214131,214354,214449,214650,214923,215017,215122,215323,215511,215745,215839,220357,220630,220811,221635,221752,222025,222152,222554,222710,222816,223354
92,MZ3978-5,213708,213824,213929,214003,214025,214119,214142,214215,214248,214416,214511,214639,214850,215039,215312,215428,215702,215817,215956,220335,220430,220525,220749,220939,221151,221247,221730,222036,222321,223332,223511,223629,223746,224140,224255,224435,224708
93,MZ3734-5,215229,215334,215500,215522,215544,215618,215640,215712,215745,215850,220018,220134,220408,220514,220749,220928,221151,221257,221530,221814,221908,222003,222120,222310,222448,222532,223026,223427,223629,224814,224920,225036,225216,225427,225554,225637,225943
94,MW3496-5,220218,220419,220536,220609,220630,220738,220800,220906,220939,221106,221225,221341,221541,221635,221952,222047,222310,222438,222648,222954,223048,223142,223343,223555,223724,223820,224245,224635,224814,225554,225732,225859,230133,230416,230522,230733,231027
95,MZ4228-5,221457,221530,221635,221709,221730,221803,221836,221908,221941,222047,222141,222300,222448,222543,222816,223004,223227,223322,223449,223735,223842,223926,224212,224339,224457,224541,225014,225227,225405,230300,230427,230627,230744,231027,231134,231356,231556
96,MZ3825-6,222637,222900,223015,223109,223131,223205,223227,223310,223343,223438,223533,223651,223915,223948,224328,224446,224603,224657,224920,225227,225354,225500,225637,225816,225932,230016,230427,230827,231005,231618,231735,231840,232041,232314,232419,232546,
97,MX1213-5,223259,223948,224104,224127,224150,224245,224306,224350,224424,224541,224635,224752,224953,225109,225438,225616,225838,225943,230154,230416,230511,230555,230733,230838,230954,231027,231502,231819,232008,232525,232703,,,,,,
98,MW3204-0,224541,224614,224741,224825,224847,224931,225003,225047,225131,225238,225405,225532,225721,225848,230143,230333,230606,230649,230838,231156,231302,231429,231618,231746,231913,232008,232452,,,,,,,,,,
99,MX1197-6,225238,225300,225416,225449,225511,225543,225616,225648,225721,225838,225943,230038,230300,230354,230617,230722,231005,231111,231302,231618,231712,231746,231935,232041,232146,232219,232641,,,,,,,,,,
100,MW5966-6,230711,230817,230943,231016,231038,231111,231134,231207,231251,231345,231451,231607,231819,231913,232157,232241,232441,232535,232737,,,,,,,,,,,,,,,,,,
101,MX1105-6,231134,232019,232124,232157,232219,232241,232314,232346,232419,232535,232641,,,,,,,,,,,,,,,,,,,,,,,,,,
102,MZ3556-6,232737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
