,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MX1105-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070524
1,MS1695-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070440,070608,070831,071053,071238,071347,071452,071841
2,MX1526-0,,,,,,,,,,,,,,,,,070105,070117,070335,070557,070630,070714,070820,070947,071053,071136,071619,071830,071936,072147,072329,072533,072817,073027,073143,073355,073736
3,MX1084-0,,,,,,,,,,,,070105,070229,070335,070714,070842,071009,071042,071314,071630,071714,071758,071925,072041,072212,072245,072722,073059,073154,073418,073535,073736,074020,074255,074412,074600,075011
4,MZ3559-0,070105,070117,070240,070313,070335,070429,070440,070524,070557,070652,070746,070853,071053,071238,071524,071619,071714,071758,071925,072136,072223,072256,072350,072511,072544,072617,073016,073301,073355,073630,073808,073936,074031,074255,074412,074600,075022
5,MZ3734-0,071020,071136,071303,071336,071358,071441,071524,071557,071652,071819,071925,072052,072245,072402,072650,072733,073005,073049,073301,073524,073608,073652,073757,073925,074053,074126,074600,074938,075033,075353,075523,075755,075912,080133,080228,080333,080727
6,MZ3956-0,072009,072212,072350,072413,072435,072522,072555,072639,072700,072817,072911,073038,073250,073451,073808,074020,074115,074158,074338,074611,074655,074727,074822,075001,075055,075117,075556,075806,075933,080311,080428,080655,080813,081028,081208,081325,081801
7,MZ3825-0,073154,073301,073440,073502,073524,073556,073619,073652,073736,073852,074009,074104,074244,074338,074633,074811,074917,075001,075214,075523,075607,075650,075755,075922,080038,080122,080600,080813,080901,081156,081252,081419,081633,081801,081917,082025,082421
8,MZ3556-0,074020,074115,074222,074255,074317,074338,074412,074444,074506,074611,074705,074822,075001,075117,075404,075437,075650,075734,075912,080122,080217,080300,080355,080503,080622,080716,081156,081419,081525,081845,081950,082146,082337,082621,082716,082833,083314
9,MZ4228-0,075139,075236,075342,075426,075501,075534,075556,075639,075734,075839,080006,080144,080406,,081314,081430,081655,081750,082003,,,,,082811,082939,083001,083504,083715,083856,084141,084301,084536,084749,085044,085200,085248,085711
10,MZ3978-0,075523,075712,075839,075922,075944,080017,080038,080111,080144,080239,080355,080451,080655,080945,081303,081419,081655,081739,081950,082253,082325,082432,082559,082738,082906,082939,083420,083704,083812,084131,084250,084452,084642,085044,085149,085226,085711
11,MZ4072-0,080239,080355,080451,080528,080539,080622,080655,080727,080800,080849,080945,081050,081314,081452,081750,081833,082100,082146,082325,082548,082621,082716,082833,082950,083055,083117,083526,083907,084014,084345,084452,084642,084811,085044,085215,085354,085901
12,MX1105-1,080813,082208,082348,082443,082505,082548,082621,082705,082801,082917,083034,083202,083347,083526,083856,084025,084131,084239,084430,084631,084727,084822,084939,085055,085215,085259,085711,085944,090133,090618,090819,091030,091222,091632,091749,091927,092301
13,MZ3740-0,080934,081050,081230,081303,081325,081357,081419,081452,081547,081633,081750,081907,082135,082219,082454,082621,082716,082750,083012,083217,083251,083336,083442,083620,083750,083823,084250,084525,084631,084833,085001,085226,085448,085711,085839,085944,090356
14,MW3496-0,,081622,081750,081833,081856,081917,081950,082025,082049,082208,082325,082432,082559,082750,083055,083230,083504,083547,083727,084025,084131,084228,084334,084525,084642,084749,085149,085343,085521,085933,090049,090408,090702,091019,091125,091306,091654
15,MW5898-0,082526,082716,082811,082844,082906,082928,082950,083023,083055,083150,083302,083431,083715,083918,084250,084419,084525,084620,084738,085022,085106,085149,085248,085404,085521,085605,090006,090356,090502,090852,090958,091316,091422,091705,091811,091938,092301
16,MW5936-0,,083504,083642,083715,083750,083823,083845,083929,084025,084141,084250,084407,084620,084833,085138,085226,085459,085543,085649,085839,085944,090039,090155,090334,090440,090502,090936,091222,091400,091739,091855,092033,092301,092555,092713,092935,093318
17,MX1197-0,084109,084215,084323,084407,084430,084525,084547,084620,084727,084833,084917,085044,085237,085404,085711,085817,085933,090006,090133,090356,090451,090557,090702,090852,090958,091041,091516,091822,092011,092227,092344,092628,092818,093019,093147,093308,093826
18,MS1695-1,,,085248,085321,085354,085415,085437,085521,085605,085711,085817,,090100,090250,090618,090819,091052,091125,091338,091527,091559,091705,091822,092033,092149,092227,092702,093052,093158,093551,093720,093837,094017,094444,094550,094645,095258
