,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070123,070156,070229,070251,070347,070431
1,MX1135-0,,,,,,,,,,,,,,,,,,,,,,,,,070110,070123,070218,070335,070431,070504,070559,070643,070727,070748,070821,070854,071021,071105
2,MW5964-0,,,,,,,,,,,,,,,,,070110,070251,070347,070442,070548,070621,070705,070821,071149,071305,071433,071539,071657,071719,071835,071909,071952,072014,072058,072119,072246,072340
3,MZ3956-0,,,,,,,,070110,070218,070453,070621,071149,071305,071412,071539,071635,071741,071942,072047,072152,072246,072340,072507,072634,073003,073154,073406,073511,073629,073724,073841,073936,074020,074104,074148,074221,074349,074445
4,MZ3978-0,070110,070134,070324,070453,070738,071010,071116,071222,071327,071528,071646,072141,072246,072351,072507,072623,072707,072952,073059,073205,073344,073428,073511,073651,074031,074253,074456,074602,074718,074750,074858,074953,075047,075109,075152,075236,075331,075436
5,MZ3987-0,071054,071305,071657,071824,072014,072307,072413,072623,072825,073015,073132,073651,073757,073924,074115,074221,074315,074507,074613,074718,074802,074847,074920,075047,075352,075618,075913,080018,080145,080228,080333,080407,080501,080523,080546,080629,080756,080851
6,MZ4072-0,072246,072456,072645,072836,073026,073344,073511,073618,073819,074031,074137,074634,074740,074835,075004,075109,075214,075447,075544,075651,075746,075819,075913,080040,080333,080501,080734,080840,080956,081039,081145,081230,081313,081335,081408,081430,081558,081642
7,MZ4228-0,,073757,074042,074232,074400,074813,074942,075109,075352,075651,075819,080322,080450,080546,080713,080807,080902,081158,081241,081430,081547,081642,081819,081946,082301,082431,082547,082653,082811,082833,082939,083022,083106,083117,083150,083214,083331,083415
8,MW5853-0,074540,074824,075014,075203,075425,075808,075946,080123,080322,080640,080829,081347,081452,081620,081757,081902,081957,082239,082334,082453,082547,082631,082704,082822,083202,083415,083605,083721,083848,083931,084048,084153,084247,084331,084405,084426,084553,084647
9,MZ3556-0,080134,080428,080640,080902,081050,081419,081620,081747,082007,082334,082504,083022,083117,083236,083415,083520,083616,083837,083931,084059,084153,084237,084320,084448,084825,084954,085132,085237,085342,085426,085520,085629,085651,085712,085745,085807,085935,090029
10,MZ3559-0,081017,081230,081419,081642,081851,082250,082526,082715,082917,083202,083531,084026,084142,084237,084415,084510,084636,084825,084921,085038,085154,085237,085321,085415,085734,085902,090134,090312,090440,090502,090556,090640,090724,090735,090808,090841,090957,091041
11,MZ3734-1,,082547,082737,083033,083150,083447,083541,083721,083942,084226,084342,084847,084943,085111,085226,085321,085426,085640,085745,085902,085956,090040,090113,090229,090534,090651,090830,090925,091030,091051,091146,091229,091251,091334,091417,091450,091608,091651
12,MX1135-1,083426,083637,083910,084131,084237,084520,084720,084825,085111,085426,085556,090134,090250,090407,090534,090640,090746,091041,091146,091251,091356,091439,091522,091640,092007,092217,092355,092450,092610,092632,092739,092814,092858,092920,093015,093048,093216,093300
13,MW5964-1,084342,084709,085049,085321,085544,085902,090145,090250,090418,090713,091030,091522,091640,091746,091913,092029,092123,092355,092501,092632,092750,092825,092858,093015,093311,093416,093607,093746,093902,093946,094041,094124,094157,094219,094313,094335,094431,094526
